vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Zappa Solar,Use Tax,REF-2320,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,17688,Payment,489.91,2024-01-06 13:45:00,0.0,CHK-8758,3813.02,489.91,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Sales Tax,REF-6461,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,46189,Invoice,0.0,2024-01-02 18:16:00,1154.09,CHK-1893,3249.56,1154.09,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-7239,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,73814,Payroll,162.99,2024-01-06 00:57:00,0.0,,3881.11,162.99,Owner's Equity,3000,tray,🏡
Compost Collective,Sales Tax,REF-4671,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,19471,Equity Contribution,683.86,2024-01-01 21:35:00,0.0,CHK-2772,2858.64,683.86,Insurance,5900,wrench,🧾
Muffin Utility Inc.,Sales Tax,REF-8557,False,Beware of the Central Scrutinizer.,Tractor repair service,70386,Payroll,787.93,2024-01-04 14:27:00,0.0,,1158.22,787.93,Wages Payable,2100,externaldrive,🌱
USDA,Use Tax,REF-2959,True,Beware of the Central Scrutinizer.,Tractor repair service,11423,Payroll,662.44,2024-01-03 10:58:00,0.0,CHK-2141,2608.68,662.44,Insurance,5900,wrench,🧾
Muffin Utility Inc.,Sales Tax,REF-8061,True,Someone painted the barn plaid again.,Weekly payroll distribution,95197,Expense,851.91,2024-01-05 07:07:00,0.0,CHK-4915,2193.32,851.91,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,Use Tax,REF-3126,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,78886,Payroll,1452.66,2023-12-31 20:55:00,0.0,,3936.54,1452.66,Fuel,5300,tray,💼
Muffin Utility Inc.,Sales Tax,REF-6324,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,56208,Expense,1262.01,2024-01-05 20:57:00,0.0,CHK-7059,2586.55,1262.01,Fuel,5300,tray,💼
Zappa Solar,Sales Tax,REF-3744,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,68563,Invoice,0.0,2024-01-02 12:12:00,1039.37,,2757.15,1039.37,Fuel,5300,tray,💼
Compost Collective,Use Tax,REF-5246,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,55802,Payment,1258.44,2023-12-31 15:30:00,0.0,CHK-5263,3896.6,1258.44,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,No Tax,REF-1688,True,Billy the Mountain requested cash.,Weekly payroll distribution,23583,Payment,642.63,2024-01-05 13:28:00,0.0,CHK-4866,3196.78,642.63,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-8422,True,Paid in kale chips and weird looks.,Tractor repair service,42152,Expense,1385.61,2024-01-02 03:06:00,0.0,,2914.15,1385.61,Fuel,5300,tray,💼
Zappa Solar,No Tax,REF-1960,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,20566,Expense,1473.2,2024-01-03 19:39:00,0.0,CHK-7398,2196.09,1473.2,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-2201,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,30803,Payroll,704.57,2024-01-13 04:35:00,0.0,,1887.82,704.57,Insurance,5900,wrench,🧾
USDA,Sales Tax,REF-2351,True,Someone painted the barn plaid again.,Weekly payroll distribution,25000,Tax,0.0,2024-01-11 12:14:00,922.83,CHK-3002,2565.68,922.83,Fuel,5300,tray,💼
Zappa Solar,Sales Tax,REF-5423,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,18342,Payment,1342.09,2024-01-08 03:47:00,0.0,CHK-9302,1342.95,1342.09,Fuel,5300,tray,💼
Compost Collective,Use Tax,REF-3615,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,55562,Payment,853.19,2024-01-07 09:39:00,0.0,,3190.92,853.19,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,Sales Tax,REF-1486,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,27874,Invoice,0.0,2024-01-12 17:48:00,789.82,CHK-5108,3923.49,789.82,Depreciation,6000,calendar,🛠
Farm Co-op,Use Tax,REF-2320,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,21943,Invoice,0.0,2024-01-13 00:13:00,930.2,,4378.13,930.2,Fuel,5300,tray,💼
Farm Co-op,No Tax,REF-9803,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,16487,Equity Contribution,1283.06,2024-01-10 13:31:00,0.0,,4481.97,1283.06,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,Sales Tax,REF-2637,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,69678,Payroll,1159.95,2024-01-11 03:23:00,0.0,CHK-4894,4721.18,1159.95,Owner's Equity,3000,tray,🏡
Zappa Solar,Use Tax,REF-2759,True,Billy the Mountain requested cash.,Tractor repair service,10976,Invoice,0.0,2024-01-10 22:44:00,1134.59,CHK-8146,2279.79,1134.59,Owner's Equity,3000,tray,🏡
Tractor Depot,No Tax,REF-1452,True,Someone painted the barn plaid again.,Weekly payroll distribution,21092,Tax,0.0,2024-01-10 08:20:00,672.61,,4620.6,672.61,Wages Payable,2100,externaldrive,🌱
Zappa Solar,No Tax,REF-2871,False,Billy the Mountain requested cash.,Weekly payroll distribution,38416,Payroll,121.44,2024-01-11 01:27:00,0.0,,2673.3,121.44,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-9061,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,46583,Payroll,944.89,2024-01-11 05:00:00,0.0,,4595.49,944.89,Taxes Payable,2200,hammer,🐝
Tractor Depot,Sales Tax,REF-7784,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,76273,Payroll,1197.03,2024-01-08 16:05:00,0.0,,2944.75,1197.03,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,Sales Tax,REF-5832,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,37871,Equity Contribution,479.22,2024-01-09 15:26:00,0.0,CHK-3384,3694.69,479.22,Depreciation,6000,calendar,🛠
Johnny's Seeds,Use Tax,REF-2072,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,46483,Expense,43.0,2024-01-08 09:22:00,0.0,,2019.2,43.0,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Use Tax,REF-2499,True,Someone painted the barn plaid again.,Weekly payroll distribution,31070,Payment,161.8,2024-01-13 15:33:00,0.0,,1131.45,161.8,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Sales Tax,REF-4877,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,58298,Invoice,0.0,2024-01-13 14:16:00,96.06,CHK-2657,2820.47,96.06,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,Use Tax,REF-7008,False,Paid in kale chips and weird looks.,Weekly payroll distribution,31488,Payment,172.66,2024-01-10 01:28:00,0.0,CHK-1415,2109.16,172.66,Cost of Goods Sold,5000,externaldrive,📦
USDA,No Tax,REF-6815,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,46293,Payment,1464.62,2024-01-08 10:47:00,0.0,CHK-8868,1433.11,1464.62,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-8744,False,Paid in kale chips and weird looks.,Tractor repair service,43357,Expense,925.13,2024-01-09 14:31:00,0.0,,1374.69,925.13,Wages Payable,2100,externaldrive,🌱
Zappa Solar,No Tax,REF-8273,False,Someone painted the barn plaid again.,Tractor repair service,20383,Invoice,0.0,2024-01-08 17:19:00,354.53,,3117.4,354.53,Taxes Payable,2200,hammer,🐝
Compost Collective,Use Tax,REF-5825,True,Billy the Mountain requested cash.,Tractor repair service,24550,Equity Contribution,612.85,2024-01-12 07:49:00,0.0,CHK-5425,4268.5,612.85,Owner's Equity,3000,tray,🏡
Muffin Utility Inc.,Sales Tax,REF-7724,False,Beware of the Central Scrutinizer.,Tractor repair service,34376,Payment,1132.11,2024-01-10 18:05:00,0.0,,4921.61,1132.11,Depreciation,6000,calendar,🛠
Farm Co-op,Sales Tax,REF-8739,False,Billy the Mountain requested cash.,Weekly payroll distribution,69978,Payroll,83.08,2024-01-13 04:58:00,0.0,,2596.84,83.08,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,Use Tax,REF-3222,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,32983,Equity Contribution,1182.12,2024-01-07 00:21:00,0.0,,4916.84,1182.12,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Use Tax,REF-1257,True,Someone painted the barn plaid again.,Tractor repair service,32608,Equity Contribution,793.05,2024-01-11 12:37:00,0.0,,4114.3,793.05,Wages Payable,2100,externaldrive,🌱
Farm Co-op,No Tax,REF-5204,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,94951,Expense,553.12,2024-01-10 20:28:00,0.0,,1332.32,553.12,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Sales Tax,REF-5164,False,Someone painted the barn plaid again.,Weekly payroll distribution,83081,Payment,1334.14,2024-01-08 09:36:00,0.0,,2337.75,1334.14,Taxes Payable,2200,hammer,🐝
Farm Co-op,No Tax,REF-9217,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,89945,Expense,590.56,2024-01-13 16:48:00,0.0,,2532.38,590.56,Taxes Payable,2200,hammer,🐝
Muffin Utility Inc.,Use Tax,REF-2365,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,42318,Payroll,442.02,2024-01-12 06:59:00,0.0,CHK-7341,1662.54,442.02,Fuel,5300,tray,💼
Zappa Solar,Sales Tax,REF-2288,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,79547,Tax,0.0,2024-01-08 16:09:00,1047.19,,1579.01,1047.19,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Sales Tax,REF-8729,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,47356,Equity Contribution,109.45,2024-01-13 07:32:00,0.0,,1328.04,109.45,Sales - Value-Added Goods,4100,folder,🐔
Tractor Depot,Use Tax,REF-6514,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,42407,Expense,545.22,2024-01-10 05:04:00,0.0,,1717.59,545.22,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-6358,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,29274,Equity Contribution,321.46,2024-01-10 11:16:00,0.0,,2579.1,321.46,Insurance,5900,wrench,🧾
USDA,Use Tax,REF-7743,False,Beware of the Central Scrutinizer.,Tractor repair service,31663,Payroll,1047.63,2024-01-10 12:35:00,0.0,,4164.59,1047.63,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,Use Tax,REF-6849,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,26119,Equity Contribution,1143.75,2024-01-08 06:26:00,0.0,,1451.82,1143.75,Owner's Equity,3000,tray,🏡
Zappa Solar,Use Tax,REF-7746,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,21905,Expense,762.48,2024-01-13 10:21:00,0.0,CHK-2007,4815.36,762.48,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,Use Tax,REF-9705,False,Billy the Mountain requested cash.,Tractor repair service,51891,Payment,773.04,2024-01-12 13:58:00,0.0,CHK-1436,1304.39,773.04,Owner's Equity,3000,tray,🏡
Compost Collective,No Tax,REF-1671,True,Paid in kale chips and weird looks.,Tractor repair service,94083,Expense,150.69,2024-01-10 23:04:00,0.0,CHK-9362,2591.83,150.69,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Sales Tax,REF-5702,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,80302,Expense,198.0,2024-01-07 07:59:00,0.0,,2351.16,198.0,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-9430,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,42711,Tax,0.0,2024-01-10 15:35:00,954.94,CHK-5785,3448.03,954.94,Insurance,5900,wrench,🧾
Muffin Utility Inc.,No Tax,REF-7915,True,Billy the Mountain requested cash.,Weekly payroll distribution,80771,Equity Contribution,1067.06,2024-01-09 18:46:00,0.0,,1635.13,1067.06,Depreciation,6000,calendar,🛠
Tractor Depot,Sales Tax,REF-7524,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,79137,Tax,0.0,2024-01-08 19:52:00,1072.5,,2382.27,1072.5,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,Sales Tax,REF-9021,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,75570,Payment,5.56,2024-01-11 03:31:00,0.0,CHK-5908,4893.26,5.56,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,No Tax,REF-3694,False,Someone painted the barn plaid again.,Weekly payroll distribution,16932,Equity Contribution,855.72,2024-01-11 12:21:00,0.0,,3196.4,855.72,Taxes Payable,2200,hammer,🐝
Tractor Depot,Sales Tax,REF-8895,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,71268,Payment,340.76,2024-01-08 01:22:00,0.0,,2768.58,340.76,Depreciation,6000,calendar,🛠
Johnny's Seeds,No Tax,REF-1503,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,25587,Payroll,115.03,2024-01-07 16:37:00,0.0,,1708.14,115.03,Fuel,5300,tray,💼
Compost Collective,Use Tax,REF-7083,True,Paid in kale chips and weird looks.,Tractor repair service,17260,Payment,948.4,2024-01-09 16:03:00,0.0,,4245.95,948.4,Fuel,5300,tray,💼
Zappa Solar,Use Tax,REF-6612,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,97425,Equity Contribution,450.2,2024-01-11 21:49:00,0.0,,2308.67,450.2,Depreciation,6000,calendar,🛠
Zappa Solar,Sales Tax,REF-1567,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,74166,Tax,0.0,2024-01-11 08:49:00,918.26,,1565.89,918.26,Owner's Equity,3000,tray,🏡
Farm Co-op,Use Tax,REF-2951,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,86046,Payroll,1294.65,2024-01-13 12:06:00,0.0,,1921.12,1294.65,Taxes Payable,2200,hammer,🐝
Zappa Solar,No Tax,REF-1673,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,33403,Invoice,0.0,2024-01-11 00:21:00,1362.8,,3015.47,1362.8,Owner's Equity,3000,tray,🏡
Johnny's Seeds,No Tax,REF-7335,False,Someone painted the barn plaid again.,Tractor repair service,23008,Payroll,451.92,2024-01-12 22:36:00,0.0,,1597.92,451.92,Taxes Payable,2200,hammer,🐝
USDA,No Tax,REF-8174,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,69173,Invoice,0.0,2024-01-09 22:07:00,573.3,CHK-9376,3360.43,573.3,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,Sales Tax,REF-5534,False,Paid in kale chips and weird looks.,Weekly payroll distribution,80973,Expense,966.69,2024-01-09 04:39:00,0.0,CHK-9084,2381.41,966.69,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Sales Tax,REF-3529,True,Beware of the Central Scrutinizer.,Tractor repair service,67697,Expense,768.36,2024-01-09 11:05:00,0.0,,1050.64,768.36,Owner's Equity,3000,tray,🏡
Farm Co-op,Sales Tax,REF-8327,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,65072,Equity Contribution,1226.27,2024-01-13 12:04:00,0.0,,3505.96,1226.27,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Sales Tax,REF-5147,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,43370,Expense,1177.75,2024-01-11 19:50:00,0.0,CHK-3119,1268.89,1177.75,Taxes Payable,2200,hammer,🐝
Tractor Depot,No Tax,REF-8194,True,Paid in kale chips and weird looks.,Tractor repair service,87935,Equity Contribution,1219.1,2024-01-10 12:28:00,0.0,CHK-8860,4970.02,1219.1,Insurance,5900,wrench,🧾
Muffin Utility Inc.,No Tax,REF-6389,True,Billy the Mountain requested cash.,Tractor repair service,23444,Payment,187.98,2024-01-10 19:37:00,0.0,CHK-8630,2361.14,187.98,Depreciation,6000,calendar,🛠
Johnny's Seeds,Use Tax,REF-9706,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,77342,Equity Contribution,535.95,2024-01-10 08:17:00,0.0,CHK-5871,3182.23,535.95,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Sales Tax,REF-7159,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,81408,Expense,1182.33,2024-01-09 01:06:00,0.0,,2317.15,1182.33,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Use Tax,REF-5675,True,Paid in kale chips and weird looks.,Tractor repair service,57923,Payment,1195.24,2024-01-11 11:09:00,0.0,,1200.51,1195.24,Taxes Payable,2200,hammer,🐝
Tractor Depot,Use Tax,REF-3383,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,25878,Expense,876.24,2024-01-09 15:52:00,0.0,CHK-7701,3726.75,876.24,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,Sales Tax,REF-4657,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,31324,Payroll,669.4,2024-01-11 19:03:00,0.0,,4161.57,669.4,Depreciation,6000,calendar,🛠
USDA,No Tax,REF-3218,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,80306,Tax,0.0,2024-01-13 17:40:00,305.76,CHK-3487,2911.4,305.76,Fuel,5300,tray,💼
Tractor Depot,No Tax,REF-5947,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,92966,Expense,1112.46,2024-01-10 13:54:00,0.0,,3449.0,1112.46,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-6118,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,96638,Payroll,667.85,2024-01-10 23:38:00,0.0,,4152.76,667.85,Fuel,5300,tray,💼
USDA,Sales Tax,REF-3848,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,43908,Payroll,344.72,2024-01-12 20:28:00,0.0,CHK-4869,3525.53,344.72,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Use Tax,REF-6132,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,75270,Tax,0.0,2024-01-10 22:19:00,7.34,,4284.37,7.34,Fuel,5300,tray,💼
Compost Collective,Use Tax,REF-2147,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,95971,Tax,0.0,2024-01-12 06:34:00,1341.17,CHK-9648,3931.89,1341.17,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,No Tax,REF-2167,True,Beware of the Central Scrutinizer.,Tractor repair service,94283,Invoice,0.0,2024-01-11 10:33:00,1259.05,CHK-3952,2188.16,1259.05,Owner's Equity,3000,tray,🏡
Zappa Solar,Use Tax,REF-2236,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,96848,Equity Contribution,48.07,2024-01-07 15:58:00,0.0,CHK-5722,1475.86,48.07,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Use Tax,REF-2268,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,97341,Equity Contribution,546.38,2024-01-13 22:06:00,0.0,,4240.52,546.38,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Use Tax,REF-3455,True,Billy the Mountain requested cash.,Weekly payroll distribution,15048,Equity Contribution,754.33,2024-01-18 03:56:00,0.0,,3922.79,754.33,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,No Tax,REF-9758,False,Someone painted the barn plaid again.,Tractor repair service,24838,Tax,0.0,2024-01-19 10:25:00,766.14,CHK-6536,2791.68,766.14,Wages Payable,2100,externaldrive,🌱
Zappa Solar,Use Tax,REF-4171,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,14101,Payment,858.21,2024-01-16 23:03:00,0.0,,3798.02,858.21,Fuel,5300,tray,💼
Johnny's Seeds,Use Tax,REF-9216,True,Someone painted the barn plaid again.,Tractor repair service,62093,Invoice,0.0,2024-01-16 14:08:00,148.52,,4703.82,148.52,Fuel,5300,tray,💼
Farm Co-op,No Tax,REF-5215,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,42705,Tax,0.0,2024-01-19 05:53:00,922.5,,1821.84,922.5,Fuel,5300,tray,💼
USDA,Sales Tax,REF-4244,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,96989,Tax,0.0,2024-01-14 11:15:00,1448.25,,1790.42,1448.25,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,Sales Tax,REF-9128,False,Beware of the Central Scrutinizer.,Tractor repair service,38700,Invoice,0.0,2024-01-15 19:39:00,235.41,CHK-2086,2980.5,235.41,Owner's Equity,3000,tray,🏡
Compost Collective,Sales Tax,REF-1879,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,28271,Equity Contribution,1049.78,2024-01-14 13:25:00,0.0,,2416.46,1049.78,Owner's Equity,3000,tray,🏡
Farm Co-op,Sales Tax,REF-1676,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,45453,Payment,33.1,2024-01-17 17:23:00,0.0,,4746.74,33.1,Fuel,5300,tray,💼
USDA,Use Tax,REF-4462,False,Someone painted the barn plaid again.,Tractor repair service,87299,Payroll,1312.14,2024-01-15 13:00:00,0.0,,3741.98,1312.14,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,No Tax,REF-2817,False,Someone painted the barn plaid again.,Weekly payroll distribution,15176,Payroll,1307.79,2024-01-16 06:17:00,0.0,,1071.53,1307.79,Cost of Goods Sold,5000,externaldrive,📦
USDA,No Tax,REF-7456,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,13371,Payroll,1446.01,2024-01-20 15:38:00,0.0,CHK-9301,2605.94,1446.01,Owner's Equity,3000,tray,🏡
Muffin Utility Inc.,Sales Tax,REF-7989,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,23868,Equity Contribution,748.2,2024-01-20 09:16:00,0.0,CHK-6182,1321.76,748.2,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-5950,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,68888,Tax,0.0,2024-01-20 00:02:00,183.97,,3977.3,183.97,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-6173,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,94692,Payroll,482.94,2024-01-18 18:13:00,0.0,CHK-1215,1350.32,482.94,Wages Payable,2100,externaldrive,🌱
Compost Collective,Sales Tax,REF-9867,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,20059,Payroll,333.25,2024-01-20 02:13:00,0.0,,4988.25,333.25,Insurance,5900,wrench,🧾
USDA,Sales Tax,REF-5091,True,Someone painted the barn plaid again.,Weekly payroll distribution,30028,Invoice,0.0,2024-01-16 15:22:00,149.95,,3841.01,149.95,Taxes Payable,2200,hammer,🐝
Muffin Utility Inc.,Sales Tax,REF-4957,False,Beware of the Central Scrutinizer.,Tractor repair service,22784,Expense,1307.4,2024-01-17 21:39:00,0.0,,1885.17,1307.4,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-1296,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,78320,Equity Contribution,58.99,2024-01-15 23:56:00,0.0,,3927.85,58.99,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-7794,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,70187,Invoice,0.0,2024-01-14 02:17:00,244.89,CHK-4994,4791.16,244.89,Sales - Value-Added Goods,4100,folder,🐔
Muffin Utility Inc.,Use Tax,REF-8044,False,Billy the Mountain requested cash.,Tractor repair service,95429,Payment,35.54,2024-01-16 04:06:00,0.0,,2047.25,35.54,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Sales Tax,REF-7469,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,30188,Expense,1286.93,2024-01-14 05:50:00,0.0,CHK-8413,3827.92,1286.93,Taxes Payable,2200,hammer,🐝
Muffin Utility Inc.,No Tax,REF-6457,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,19750,Equity Contribution,1286.81,2024-01-18 01:50:00,0.0,,4017.36,1286.81,Insurance,5900,wrench,🧾
USDA,Use Tax,REF-3849,False,Beware of the Central Scrutinizer.,Tractor repair service,38402,Payroll,45.9,2024-01-18 22:26:00,0.0,,1609.55,45.9,Fuel,5300,tray,💼
Zappa Solar,No Tax,REF-3510,False,Beware of the Central Scrutinizer.,Tractor repair service,90702,Payment,1141.29,2024-01-14 20:35:00,0.0,CHK-8427,1015.55,1141.29,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-4591,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,35567,Invoice,0.0,2024-01-18 13:23:00,551.32,,4800.67,551.32,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-8807,False,Beware of the Central Scrutinizer.,Tractor repair service,35037,Tax,0.0,2024-01-15 05:26:00,761.46,CHK-5666,3932.58,761.46,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,Sales Tax,REF-8087,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,87432,Invoice,0.0,2024-01-15 18:35:00,1191.06,CHK-2603,1878.26,1191.06,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Sales Tax,REF-5876,False,Someone painted the barn plaid again.,Weekly payroll distribution,30158,Payroll,370.16,2024-01-17 17:02:00,0.0,CHK-9183,2924.1,370.16,Owner's Equity,3000,tray,🏡
Farm Co-op,Use Tax,REF-7674,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,12771,Invoice,0.0,2024-01-16 16:02:00,652.01,,1399.32,652.01,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-1630,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,52872,Payroll,1126.53,2024-01-19 22:58:00,0.0,CHK-6245,4412.99,1126.53,Cost of Goods Sold,5000,externaldrive,📦
Farm Co-op,No Tax,REF-1578,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,68879,Payroll,1256.84,2024-01-16 18:30:00,0.0,CHK-3642,1781.1,1256.84,Insurance,5900,wrench,🧾
USDA,No Tax,REF-3532,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,11120,Equity Contribution,511.5,2024-01-19 15:20:00,0.0,CHK-3365,3468.92,511.5,Fuel,5300,tray,💼
Compost Collective,Use Tax,REF-8294,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,28339,Payment,1118.69,2024-01-20 17:15:00,0.0,,1317.7,1118.69,Taxes Payable,2200,hammer,🐝
Muffin Utility Inc.,No Tax,REF-4236,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,93258,Equity Contribution,153.31,2024-01-17 09:48:00,0.0,,1820.41,153.31,Insurance,5900,wrench,🧾
Tractor Depot,Sales Tax,REF-8575,False,Someone painted the barn plaid again.,Tractor repair service,31800,Payroll,1146.98,2024-01-20 20:26:00,0.0,,3940.6,1146.98,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-2492,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,33142,Payroll,712.88,2024-01-20 06:08:00,0.0,CHK-3815,1740.06,712.88,Sales - Value-Added Goods,4100,folder,🐔
