"Symbol","Scientific Name with Author","GSAT Common Name"
"CACO15","Carya cordiformis (Wangenh.) K. Koch","BITTERNUT HICKORY"
"CACO26","Cardamine concatenata (Michx.) Sw.","cutleaf toothwort"
"CADI2","Callirhoe digitata Nutt.","winecup"
"CADI28","Cardamine dissecta (Leavenworth) Al-Shehbaz","forkleaf toothwort"
"CADR","Cardaria draba (L.) Desv.","WHITETOP"
"CAEN4","Canavalia ensiformis (L.) DC.","wonderbean"
"CAESA","Caesalpinia L.","nicker"
"CAFE3","Carex festucacea Schkuhr ex Willd.","prairie sedge"
"CAGI","Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.","bird-of-paradise shrub"
"CAGI3","Calamovilfa gigantea (Nutt.) Scribn. & Merr.","giant sandreed"
"CAHA13","Cardiospermum halicacabum L.","love in a puff"
"CAHE3","Callitriche heterophylla Pursh","twoheaded water-starwort"
"CAHI3","Cardamine hirsuta L.","hairy bittercress"
"CAIL2","Carya illinoinensis (Wangenh.) K. Koch","PECAN"
"CAIN13","Castilleja indivisa Engelm.","entireleaf Indian paintbrush"
"CAIN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray","purple poppymallow"
"CALA20","Carthamus lanatus L.","woolly distaff thistle"
"CALAM2","Calamovilfa (A. Gray) Hack. ex Scribn. & Southworth","sandreed"
"CALE2","Callirhoe leiocarpa R.F. Martin","tall poppymallow"
"CALLI2","Callicarpa L.","beautyberry"
"CALLI3","Callirhoe Nutt.","poppymallow"
"CALLI6","Callitriche L.","water-starwort"
"CALOP2","Calopogon R. Br.","grasspink"
"CALY2","Calycocarpum lyonii (Pursh) A. Gray","cupseed"
"CALYL","Calylophus Spach","sundrops"
"CALYS","Calystegia R. Br.","false bindweed"
"CAMA23","Calystegia macounii (Greene) Brummitt","Macoun's false bindweed"
"CAMAS","Camassia Lindl.","camas"
"CAMEL","Camelina Crantz","false flax"
"CAMI2","Camelina microcarpa Andrz. ex DC.","littlepod false flax"
"CAMPA2","Campanulastrum Small","bellflower"
"CANAV","Canavalia Adans.","jackbean"
"CANNA","Cannabis L.","hemp"
"CANU4","Carduus nutans L.","nodding plumeless thistle"
"CAOK2","Calopogon oklahomensis D.H. Goldman","Oklahoma grasspink"
"CAPA12","Cardamine parviflora L.","SAND BITTERCRESS"
"CAPE23","Callirhoe pedata (Nutt. ex Hook.) A. Gray","palmleaf poppymallow"
"CAPE3","Cardamine pensylvanica Muhl. ex Willd.","PENNSYLVANIA BITTERCRESS"
"CAPE44","Callitriche pedunculosa Nutt.","Nuttall's water-starwort"
"CAPU11","Castilleja purpurea (Nutt.) G. Don","downy Indian paintbrush"
"CAPU9","Castanea pumila (L.) Mill.","chinkapin"
"CAPUC","Castilleja purpurea (Nutt.) G. Don var. citrina (Pennell) Shinners","prairie Indian paintbrush"
"CAPUO","Castanea pumila (L.) Mill. var. ozarkensis (Ashe) Tucker","Ozark chinkapin"
"CAQU3","Cayaponia quinqueloba (Raf.) Shinners","fivelobe cucumber"
"CARA2","Campsis radicans (L.) Seem. ex Bureau","trumpet creeper"
"CARDA","Cardamine L.","bittercress"
"CARDI2","Cardiospermum L.","balloonvine"
"CARDU","Carduus L.","plumeless thistle"
"CAREX","Carex L.","sedge"
"CARPI","Carpinus L.","hornbeam"
"CARTH","Carthamus L.","DISTAFF THISTLE"
"CARU15","Camelina rumelica Velen.","graceful false flax"
"CASA2","Camelina sativa (L.) Crantz","GOLD-OF-PLEASURE"
"CASA3","Cannabis sativa L.","Marijuana"
"CASC5","Camassia scilloides (Raf.) Cory","Atlantic camas"
"CASE12","Calylophus serrulatus (Nutt.) P.H. Raven","yellow sundrops"
"CASE13","Calystegia sepium (L.) R. Br.","HEDGE FALSE BINDWEED"
"CASI10","Calystegia silvatica (Kit.) Griseb.","shortstalk false bindweed"
"CASP8","Catalpa speciosa (Warder) Warder ex Engelm.","NORTHERN CATALPA"
"CASTA","Castanea Mill.","chestnut"
"CASTI2","Castilleja Mutis ex L. f.","Indian paintbrush"
"CATAL","Catalpa Scop.","Catalpa"
"CATE19","Callitriche terrestris Raf.","terrestrial water-starwort"
"CATH2","Caulophyllum thalictroides (L.) Michx.","BLUE COHOSH"
"CATU5","Calopogon tuberosus (L.) Britton, Sterns & Poggenb.","tuberous grasspink"
"CATUS","Calopogon tuberosus (L.) Britton, Sterns & Poggenb. var. simpsonii (Small) Magrath","Simpson's grasspink"
"CAULO","Caulophyllum Michx.","cohosh"
"CAYAP","Cayaponia Silva Manso","melonleaf"
"CEAM","Ceanothus americanus L.","New Jersey tea"
"CEAM2","Centaurea americana Nutt.","American star-thistle"
"CEANO","Ceanothus L.","ceanothus"
"CEBE","Centaurium beyrichii (Torr. & A. Gray ex Torr.) B.L. Rob.","quinineweed"
"CEBR2","Cerastium brachypetalum Pers.","gray chickweed"
"CEBR3","Cerastium brachypodum (Engelm. ex A. Gray) B.L. Rob.","SHORTSTALK CHICKWEED"
"CECA4","Cercis canadensis L.","EASTERN REDBUD"
"CEDE4","Ceratophyllum demersum L.","coon's tail"
"CEEC","Cenchrus echinatus L.","southern sandbur"
"CEEC2","Ceratophyllum echinatum A. Gray","spineless hornwort"
"CEFO2","Cerastium fontanum Baumg.","common mouse-ear chickweed"
"CEFOV2","Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet","BIG CHICKWEED"
"CEGL2","Cerastium glomeratum Thuill.","STICKY CHICKWEED"
"CELA","Celtis laevigata Willd.","sugarberry"
"CELAR","Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson","HACKBERRY"
"CELAS","Celastrus L.","bittersweet"
"CELO3","Cenchrus longispinus (Hack.) Fernald","mat sandbur"
"CELTI","Celtis L.","hackberry"
"CEMO2","Cercocarpus montanus Raf.","mountain mahogany"
"CEMOM4","Cercocarpus montanus Raf. var. montanus","alderleaf mountain mahogany"
"CENCH","Cenchrus L.","sandbur"
"CENTA","Centaurea L.","knapweed"
"CENTA2","Centaurium Hill","centaury"
"CENTR2","Centrosema (DC.) Benth.","butterfly pea"
"CENU2","Cerastium nutans Raf.","nodding chickweed"
"CEOC","Celtis occidentalis L.","common hackberry"
"CEOC2","Cephalanthus occidentalis L.","common buttonbush"
"CEPHA","Cephalanthus L.","buttonbush"
"CERAS","Cerastium L.","mouse-ear chickweed"
"CERAT","Ceratophyllum L.","HORNWORT"
"CERCI2","Cercis L.","redbud"
"CESC","Celastrus scandens L.","AMERICAN BITTERSWEET"
"CESI","Cevallia sinuata Lag.","stinging serpent"
"CESO3","Centaurea solstitialis L.","yellow star thistle"
"CESP4","Cenchrus spinifex Cav.","coastal sandbur"
"CETE2","Centaurium texense (Griseb.) Fernald","Lady Bird's centaury"
"CEVI2","Centrosema virginianum (L.) Benth.","spurred butterfly pea"
"CHAER","Chaerophyllum L.","CHERVIL"
"CHAET2","Chaetopappa DC.","leastdaisy"
"CHAL11","Chamaesyce albomarginata (Torr. & A. Gray) Small","whitemargin sandmat"
"CHAL5","Cheilanthes alabamensis (Buckley) Kunze","ALABAMA LIPFERN"
"CHAL7","Chenopodium album L.","LAMBSQUARTERS"
"CHAMA15","Chamaesyce Gray","sandmat"
"CHAMA17","Chamaecrista (L.) Moench","sensitive pea"
"CHAMA8","Chamaesaracha (A. Gray) Benth.","five eyes"
"CHAS","Chaetopappa asteroides Nutt. ex DC.","Arkansas leastdaisy"
"CHASM","Chasmanthium Link","woodoats"
"CHBA11","Chrysothamnus baileyi Wooton & Standl.","Bailey's rabbitbrush"
"CHCA30","Chamaesyce carunculata (Waterf.) Shinners","sanddune sandmat"
"CHCO","Chamaesaracha coniodes (Moric. ex Dunal) Britton","gray five eyes"
"CHCO2","Chamaesaracha coronopus (Dunal) A. Gray","greenleaf five eyes"
"CHCU2","Chloris cucullata Bisch.","hooded windmillgrass"
"CHEA","Cheilanthes eatonii Baker","Eaton's lipfern"
"CHEIL","Cheilanthes Sw.","lipfern"
"CHENO","Chenopodium L.","goosefoot"
"CHER2","Chaetopappa ericoides (Torr.) G.L. Nesom","rose heath"
"CHER2","Chaetopappa ericoides (Torr.) G.L. Nesom","baby-white aster"
"CHFAF","Chamaecrista fasciculata (Michx.) Greene var. fasciculata","partridge pea"
"CHFE","Cheilanthes feei T. Moore","slender lipfern"
"CHFE2","Cheilanthes fendleri Hook.","Fendler's lipfern"
"CHFE3","Chamaesyce fendleri (Torr. & A. Gray) Small","Fendler's sandmat"
"CHGE2","Chamaesyce geyeri (Engelm. & A. Gray) Small","Geyer's sandmat"
"CHGL13","Chamaesyce glyptosperma (Engelm.) Small","ribseed sandmat"
"CHHO","Cheilanthes horridula Maxon","ROUGH LIPFERN"
"CHHU3","Chamaesyce humistrata (Engelm. ex A. Gray) Small","spreading sandmat"
"CHION","Chionanthus L.","fringetree"
"CHLA10","Chamaesyce lata (Engelm.) Small","hoary sandmat"
"CHLA2","Cheilanthes lanosa (Michx.) D.C. Eaton","HAIRY LIPFERN"
"CHLA5","Chasmanthium latifolium (Michx.) Yates","broadleaved uniola"
"CHLA6","Chasmanthium laxum (L.) Yates","slender woodoats"
"CHLI","Cheilanthes lindheimeri Hook.","fairyswords"
"CHLI2","Chilopsis linearis (Cav.) Sweet","DESERT WILLOW"
"CHLOR","Chloris Sw.","windmillgrass"
"CHMA15","Chamaesyce maculata (L.) Small","spotted sandmat"
"CHMI","Chaenorhinum minus (L.) Lange","dwarf snapdragon"
"CHMI8","Chamaesyce missurica (Raf.) Shinners","prairie sandmat"
"CHNI2","Chamaecrista nictitans (L.) Moench","PARTRIDGE PEA"
"CHNU9","Chamaesyce nutans (Lag.) Small","EYEBANE"
"CHPI8","Chrysopsis pilosa Nutt.","soft goldenaster"
"CHPR","Chaerophyllum procumbens (L.) Crantz","SPREADING CHERVIL"
"CHPR6","Chamaesyce prostrata (Aiton) Small","prostrate sandmat"
"CHRYS7","Chrysopsis (Nutt.) Elliott","goldenaster"
"CHRYS9","Chrysothamnus Nutt.","rabbitbrush"
"CHSE2","Chasmanthium sessiliflorum (Poir.) Yates","longleaf woodoats"
"CHSE4","Chamaesyce serpens (Kunth) Small","matted sandmat"
"CHSE6","Chamaesyce serpyllifolia (Pers.) Small","thymeleaf sandmat"
"CHSP11","Chloracantha spinosa (Benth.) G.L. Nesom","spiny chloracantha"
"CHST8","Chamaesyce stictospora (Engelm.) Small","slimseed sandmat"
"CHTA","Chaerophyllum tainturieri Hook.","hairyfruit chervil"
"CHTE2","Chorispora tenella (Pall.) DC.","crossflower"
"CHTO2","Cheilanthes tomentosa Link","woolly lipfern"
"CHVE2","Chloris verticillata Nutt.","tumble windmillgrass"
"CHVI3","Chionanthus virginicus L.","white fringetree"
"CHVI4","Chloris virgata Sw.","feather fingergrass"
"CHWO","Cheilanthes wootonii Maxon","beaded lipfern"
"CIAL2","Cirsium altissimum (L.) Hill","TALL THISTLE"
"CIAR2","Cinna arundinacea L.","sweet woodreed"
"CICA7","Cirsium carolinianum (Walter) Fernald & B.G. Schub.","soft thistle"
"CICUT","Cicuta L.","water hemlock"
"CIEN2","Cirsium engelmannii Rydb.","Engelmann's thistle"
"CIHO2","Cirsium horridulum Michx.","yellow thistle"
"CIIN","Cichorium intybus L.","CHICORY"
"CILU","Circaea lutetiana L.","broadleaf enchanter's nightshade"
"CIMA2","Cicuta maculata L.","spotted water hemlock"
"CIMU","Cirsium muticum Michx.","SWAMP THISTLE"
"CINNA","Cinna L.","woodreed"
"CIOC2","Cirsium ochrocentrum A. Gray","YELLOWSPINE THISTLE"
"CIRCA","Circaea L.","enchanter's nightshade"
"CIRSI","Cirsium Mill.","thistle"
"CISSU","Cissus L.","treebine"
"CITE2","Cirsium texanum Buckley","TEXAS THISTLE"
"CITR2","Cissus trifoliata (L.) L.","sorrelvine"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CLADR","Cladrastis Raf.","yellowwood"
"CLAN","Cleomella angustifolia Torr.","NARROWLEAF RHOMBOPOD"
"CLAR5","Clinopodium arkansanum (Nutt.) House","LIMESTONE CALAMINT"
"CLAYT","Claytonia L.","springbeauty"
"CLCA3","Clematis catesbyana Pursh","satincurls"
"CLCR","Clematis crispa L.","swamp leather flower"
"CLDR","Clematis drummondii Torr. & A. Gray","Drummond's clematis"
"CLEMA","Clematis L.","leather flower"
"CLEOM","Cleome L.","spiderflower"
"CLEOM2","Cleomella DC.","stinkweed"
"CLGL","Clematis glaucophylla Small","whiteleaf leather flower"
"CLGY","Cleome gynandra L.","spiderwisp"
"CLHA","Cleome hassleriana Chod.","pink queen"
"CLHI","Clematis hirsutissima Pursh","hairy clematis"
"CLHIS","Clematis hirsutissima Pursh var. scottii (Porter) Erickson","Scott's clematis"
"CLITO","Clitoria L.","pigeonwings"
"CLKE","Cladrastis kentukea (Dum. Cours.) Rudd","Kentucky yellowwood"
"CLLI2","Clematis ligusticifolia Nutt.","western white clematis"
"CLMA4","Clitoria mariana L.","butterfly pea"
"CLPI","Clematis pitcheri Torr. & A. Gray","bluebill"
"CLRE","Clematis reticulata Walter","netleaf leather flower"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CLTE4","Clematis terniflora DC.","sweet autumn virginsbower"
"CLVE","Clematis versicolor Small ex Rydb.","pale leather flower"
"CLVI3","Claytonia virginica L.","Virginia springbeauty"
"CLVI5","Clematis virginiana L.","devil's darning needles"
"CNTE","Cnidoscolus texanus (Müll. Arg.) Small","Texas bullnettle"
"COAJ","Consolida ajacis (L.) Schur","doubtful knight's-spur"
"COAM3","Corylus americana Walter","American hazelnut"
"COAM8","Corispermum americanum (Nutt.) Nutt.","American bugseed"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAR6","Colutea arborescens L.","bladder senna"
"COAU2","Corydalis aurea Willd.","scrambled eggs"
"COCA","Cocculus carolinus (L.) DC.","Carolina coralbead"
"COCA5","Conyza canadensis (L.) Cronquist","horseweed"
"COCAC3","Conyza canadensis (L.) Cronquist var. canadensis","Canadian horseweed"
"COCCU","Cocculus DC.","coralbead"
"COCO13","Conoclinium coelestinum (L.) DC.","blue mistflower"
"COCO3","Commelina communis L.","ASIATIC DAYFLOWER"
"COCR2","Corydalis crystallina Engelm.","mealy fumewort"
"COCU2","Corydalis curvisiliqua Engelm.","curvepod fumewort"
"COCY","Coelorachis cylindrica (Michx.) Nash","cylinder jointtail grass"
"CODI5","Commelina diffusa Burm. f.","climbing dayflower"
"CODR","Cornus drummondii C.A. Mey.","ROUGHLEAF DOGWOOD"
"CODR2","Cooperia drummondii Herb.","evening rainlily"
"COELO","Coelorachis Brongn.","jointtail grass"
"COEQ","Convolvulus equitans Benth.","Texas bindweed"
"COER","Commelina erecta L.","whitemouth dayflower"
"COERE","Commelina erecta L. var. erecta","whitemouth dayflower"
"COFL2","Cornus florida L.","FLOWERING DOGWOOD"
"COFL3","Corydalis flavula (Raf.) DC.","yellow fumewort"
"COFO","Cornus foemina Mill.","stiff dogwood"
"COLLI","Collinsia Nutt.","blue eyed Mary"
"COMA2","Conium maculatum L.","Poison hemlock"
"COMI2","Corydalis micrantha (Engelm. ex A. Gray) A. Gray","smallflower fumewort"
"COMME","Commelina L.","dayflower"
"CONOC4","Conoclinium DC.","thoroughwort"
"CONSO","Consolida Gray","knight's-spur"
"CONVO","Convolvulus L.","bindweed"
"COOB2","Cotinus obovatus Raf.","AMERICAN SMOKETREE"
"COOD7","Corallorhiza odontorhiza (Willd.) Poir.","autumn coralroot"
"COOPE","Cooperia Herb.","rain lily"
"COOR","Conringia orientalis (L.) Dumort.","hare's ear mustard"
"CORAL5","Corallorhiza Gagnebin, orth. cons.","coralroot"
"COREO2","Coreopsis L.","tickseed"
"CORIS","Corispermum L.","bugseed"
"CORNU","Cornus L.","dogwood"
"CORON","Coronilla L.","crownvetch"
"CORYD","Corydalis DC.","fumewort"
"CORYL","Corylus L.","HAZELNUT"
"COSA","Coriandrum sativum L.","coriander"
"COSMO","Cosmos Cav.","cosmos"
"COSU5","Cosmos sulphureus Cav.","sulphur cosmos"
"COTI3","Coreopsis tinctoria Nutt.","golden tickseed"
"COTIN","Cotinus Mill.","smoketree"
"COUM","Comandra umbellata (L.) Nutt.","BASTARD TOADFLAX"
"COUMP","Comandra umbellata (L.) Nutt. ssp. pallida (A. DC.) Piehl","pale bastard toadflax"
"COVE2","Collinsia verna Nutt.","spring blue eyed Mary"
"COVI2","Collinsia violacea Nutt.","violet blue eyed Mary"
"COVI3","Commelina virginica L.","VIRGINIA DAYFLOWER"
"COWI5","Corallorhiza wisteriana Conrad","SPRING CORALROOT"
"CRAQ","Crassula aquatica (L.) Schoenl.","water pygmyweed"
"CRASS","Crassula L.","pygmyweed"
"CRATA","Crataegus L.","hawthorn"
"CRCA9","Cryptotaenia canadensis (L.) DC.","Canadian honewort"
"CRCI3","Cryptantha cinerea (Greene) Cronquist","James' cryptantha"
"CRCR3","Cryptantha crassisepala (Torr. & A. Gray) Greene","thicksepal cryptantha"
"CRDI17","Croptilon divaricatum (Nutt.) Raf.","slender scratchdaisy"
"CREPI","Crepis L.","HAWKSBEARD"
"CRESS","Cressa L.","ALKALIWEED"
"CRHO7","Croptilon hookerianum (Torr. & A. Gray) House","Hooker's scratchdaisy"
"CRMI5","Cryptantha minima Rydb.","little cryptantha"
"CROPT","Croptilon Raf.","scratchdaisy"
"CROTA","Crotalaria L.","RATTLEBOX"
"CROTO","Croton L.","Croton"
"CRPE10","Cruciata pedemontana (Bellardi) Ehrend.","piedmont bedstraw"
"CRPU3","Crepis pulchra L.","smallflower hawksbeard"
"CRSA4","Crotalaria sagittalis L.","arrowhead rattlebox"
"CRTE4","Croton texensis (Klotzsch) Müll. Arg.","TEXAS CROTON"
"CRTH","Cryptantha thyrsiflora (Greene) Payson","calcareous cryptantha"
"CRTR5","Cressa truxillensis Kunth","spreading alkaliweed"
"CRUCI2","Cruciata Mill.","bedstraw"
"CRVI2","Crataegus viridis L.","GREEN HAWTHORN"
"CRYPT5","Cryptotaenia DC.","HONEWORT"
"CUAT","Cuscuta attenuata Waterf.","tapertip dodder"
"CUCE","Cuscuta cephalanthi Engelm.","buttonbush dodder"
"CUCO2","Cuscuta compacta Juss. ex Choisy","compact dodder"
"CUCO3","Cuscuta coryli Engelm.","HAZEL DODDER"
"CUCU2","Cuscuta cuspidata Engelm.","CUSP DODDER"
"CUCUM","Cucumis L.","melon"
"CUCUR","Cucurbita L.","gourd"
"CUFO","Cucurbita foetidissima Kunth","Missouri gourd"
"CUGL3","Cuscuta glomerata Choisy","rope dodder"
"CUGR","Cuscuta gronovii Willd. ex Schult.","scaldweed"
"CUIN","Cuscuta indecora Choisy","bigseed alfalfa dodder"
"CUME","Cucumis melo L.","cantaloupe"
"CUOB","Cuscuta obtusiflora Kunth","Peruvian dodder"
"CUOR","Cunila origanoides (L.) Britton","common dittany"
"CUPE3","Cuscuta pentagona Engelm.","FIVEANGLED DODDER"
"CUPHE","Cuphea P. Br.","waxweed"
"CUPO","Cuscuta polygonorum Engelm.","SMARTWEED DODDER"
"CUSCU","Cuscuta L.","dodder"
"CUUM","Cuscuta umbellata Kunth","flatglobe dodder"
"CUVI","Cuphea viscosissima Jacq.","blue waxweed"
"CYAC","Cymopterus acaulis (Pursh) Raf.","plains springparsley"
"CYAC2","Cyperus acuminatus Torr. & Hook. ex Torr.","tapertip flatsedge"
"CYAM3","Cynoglossum amabile Stapf & J.R. Drumm.","Chinese hound's tongue"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","winged pigweed"
"CYBI6","Cyperus bipartitus Torr.","SLENDER FLATSEDGE"
"CYBU3","Cystopteris bulbifera (L.) Bernh.","bulblet bladderfern"
"CYCR6","Cyperus croceus Vahl","Baldwin's flatsedge"
"CYDA","Cynodon dactylon (L.) Pers.","Bermudagrass"
"CYDI","Cyclanthera dissecta (Torr. & A. Gray) Arn.","cutleaf cyclanthera"
"CYDI2","Cynosciadium digitatum DC.","finger dogshade"
"CYDI4","Cyperus difformis L.","variable flatsedge"
"CYEC","Cynosurus echinatus L.","bristly dogstail grass"
"CYEC2","Cyperus echinatus (L.) Alph. Wood","globe flatsedge"
"CYER2","Cyperus erythrorhizos Muhl.","REDROOT FLATSEDGE"
"CYES","Cyperus esculentus L.","chufa flatsedge"
"CYFL","Cyperus flavescens L.","yellow flatsedge"
"CYIMI","Cylindropuntia imbricata (Haw.) F.M. Knuth var. imbricata","tree cholla"
"CYIR","Cyperus iria L.","RICEFIELD FLATSEDGE"
"CYKE2","Cypripedium kentuckiense C.F. Reed","Kentucky lady's slipper"
"CYLA","Cynanchum laeve (Michx.) Pers.","honeyvine"
"CYLA3","Cyperus lancastriensis Porter ex A. Gray","manyflower flatsedge"
"CYLE7","Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P. Wilson","marsh parsley"
"CYLU2","Cyperus lupulinus (Spreng.) Marcks","Great Plains flatsedge"
"CYMA","Cymopterus macrorhizus Buckley","bigroot springparsley"
"CYMO","Cymopterus montanus Nutt. ex Torr. & A. Gray","mountain springparsley"
"CYMOP2","Cymopterus Raf.","springparsley"
"CYNAN","Cynanchum L.","swallow-wort"
"CYNI2","Cyperus niger Ruiz & Pav.","black flatsedge"
"CYNOG","Cynoglossum L.","hound's tongue"
"CYNOS2","Cynosurus L.","dogstail grass"
"CYOD","Cyperus odoratus L.","FRAGRANT FLATSEDGE"
"CYPAP3","Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","greater yellow lady's slipper"
"CYPER","Cyperus L.","flatsedge"
"CYPL3","Cyperus plukenetii Fernald","Plukenet's flatsedge"
"CYPO","Cyperus polystachyos Rottb.","manyspike flatsedge"
"CYPOT","Cyperus polystachyos Rottb. var. texensis (Torr.) Fernald","Texan flatsedge"
"CYPR4","Cystopteris protrusa (Weath.) Blasdell","lowland bladderfern"
"CYPRI","Cypripedium L.","lady's slipper"
"CYPS","Cyperus pseudovegetus Steud.","marsh flatsedge"
"CYRE14","Cyperus retroflexus Buckley","oneflower flatsedge"
"CYRE2","Cyperus reflexus Vahl","bentawn flatsedge"
"CYRE4","Cyperus retrofractus (L.) Torr.","rough flatsedge"
"CYRE5","Cyperus retrorsus Chapm.","pine barren flatsedge"
"CYRO","Cyperus rotundus L.","NUTGRASS"
"CYSC3","Cyperus schweinitzii Torr.","Schweinitz's flatsedge"
"CYSE3","Cyperus setigerus Torr. & Hook.","lean flatsedge"
"CYSP2","Cyperus spectabilis Link","spectacular flatsedge"
"CYSQ","Cyperus squarrosus L.","BEARDED FLATSEDGE"
"CYST","Cyperus strigosus L.","false flatsedge"
"CYSTO","Cystopteris Bernh.","bladderfern"
"CYSU","Cyperus surinamensis Rottb.","tropical flatsedge"
"CYTE3","Cystopteris tennesseensis Shaver","Tennessee bladderfern"
"CYTE7","Cystopteris tenuis (Michx.) Desv.","upland brittle bladderfern"
"CYVI","Cynoglossum virginianum L.","wild comfrey"
"CYXA2","Cyclachaena xanthiifolia (Nutt.) Fresen.","giant sumpweed"
"DAAU","Dalea aurea Nutt. ex Pursh","golden dalea"
"DACA6","Daucus carota L.","Queen Anne's lace"
"DACAC","Dalea candida Michx. ex Willd. var. candida","white prairieclover"
"DACO2","Dalea compacta Spreng.","compact prairie clover"
"DACY","Dalea cylindriceps Barneby","Andean prairie clover"
"DAEN","Dalea enneandra Nutt.","slender dalea"
"DAFO","Dalea formosa Torr.","featherplume"
"DAFR2","Dalea frutescens A. Gray","black prairie clover"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DAJA","Dalea jamesii (Torr.) Torr. & A. Gray","James' prairie clover"
"DALA3","Dalea lanata Spreng.","woolly prairie clover"
"DALA4","Dalea lasiathera A. Gray","PURPLE PRAIRIECLOVER"
"DALEA","Dalea L.","prairie clover"
"DAMA","Dasistoma macrophylla (Nutt.) Raf.","mullein foxglove"
"DAMU","Dalea multiflora (Nutt.) Shinners","roundhead prairie clover"
"DANA","Dalea nana Torr. ex A. Gray","dwarf prairie clover"
"DANTH","Danthonia DC.","oatgrass"
"DAPH2","Dalea phleoides (Torr. & A. Gray) Shinners","slimspike prairie clover"
"DAPU3","Daucus pusillus Michx.","American wild carrot"
"DAPU5","Dalea purpurea Vent.","purple prairie clover"
"DAPUP","Dalea purpurea Vent. var. purpurea","PURPLE PRAIRIECLOVER"
"DAPUP","Dalea purpurea Vent. var. purpurea","violet prairie clover"
"DAQU","Datura quercifolia Kunth","Chinese thorn-apple"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","POVERTY OATGRASS"
"DAST","Datura stramonium L.","JIMSONWEED"
"DATE5","Dalea tenuifolia (A. Gray) Shinners","slimleaf prairie clover"
"DAUCU","Daucus L.","WILD CARROT"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DAWR2","Datura wrightii Regel","sacred thorn-apple"
"DECA2","Delphinium cardinale Hook.","scarlet larkspur"
"DECA7","Desmodium canadense (L.) DC.","showy ticktrefoil"
"DECA8","Desmodium canescens (L.) DC.","hoary ticktrefoil"
"DECAV2","Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks","CAROLINA LARKSPUR"
"DECI","Desmodium ciliare (Muhl. ex Willd.) DC.","hairy small-leaf ticktrefoil"
"DECO2","Desmanthus cooleyi (Eaton) Trel.","Cooley's bundleflower"
"DECU","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don","largebract ticktrefoil"
"DEFL","Deschampsia flexuosa (L.) Trin.","WAVY HAIRGRASS"
"DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","pointedleaf ticktrefoil"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","ILLINOIS BUNDLEFLOWER"
"DEIL2","Desmodium illinoense A. Gray","Illinois ticktrefoil"
"DELA2","Desmodium laevigatum (Nutt.) DC.","smooth ticktrefoil"
"DELE2","Desmanthus leptolobus Torr. & A. Gray","slenderlobe bundleflower"
"DELPH","Delphinium L.","larkspur"
"DEMA2","Desmodium marilandicum (L.) DC.","smooth small-leaf ticktrefoil"
"DENU4","Desmodium nudiflorum (L.) DC.","nakedflower ticktrefoil"
"DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","stiff ticktrefoil"
"DEPA6","Desmodium paniculatum (L.) DC.","panicledleaf ticktrefoil"
"DEPA7","Desmodium pauciflorum (Nutt.) DC.","fewflower ticktrefoil"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DERO3","Desmodium rotundifolium DC.","prostrate ticktrefoil"
"DESCH","Deschampsia P. Beauv.","hairgrass"
"DESCU","Descurainia Webb & Bethel.","tansymustard"
"DESE","Desmodium sessilifolium (Torr.) Torr. & A. Gray","SESSILELEAF TICKCLOVER"
"DESMA","Desmanthus Willd.","bundleflower"
"DESMO","Desmodium Desv.","ticktrefoil"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DEVI4","Desmodium viridiflorum (L.) DC.","velvetleaf ticktrefoil"
"DIAM","Diarrhena americana P. Beauv.","American beakgrain"
"DIANT","Dianthus L.","pink"
"DIAR","Dianthus armeria L.","DEPTFORD PINK"
"DIARR","Diarrhena P. Beauv.","beakgrain"
"DIBR2","Dicliptera brachiata (Pursh) Spreng.","branched foldwing"
"DICA3","Dichondra carolinensis Michx.","Carolina ponysfoot"
"DICA31","Dimorphocarpa candicans (Raf.) Rollins","Palmer's spectaclepod"
"DICA8","Digitaria californica (Benth.) Henr.","Arizona cottontop"
"DICEN","Dicentra Bernh.","bleeding heart"
"DICHA2","Dichanthelium (Hitchc. & Chase) Gould","rosette grass"
