"Symbol","Scientific Name with Author","GSAT Common Name"
"DAPI2","Dalea pinnata (J.F. Gmel.) Barneby","summer farewell"
"DAPIT","Dalea pinnata (J.F. Gmel.) Barneby var. trifoliata (Chapm.) Barneby","summer farewell"
"DAPU3","Daucus pusillus Michx.","American wild carrot"
"DAPU5","Dalea purpurea Vent.","purple prairie clover"
"DAPUP","Dalea purpurea Vent. var. purpurea","purple prairie clover"
"DAQU","Datura quercifolia Kunth","Chinese thorn-apple"
"DASE2","Danthonia sericea Nutt.","downy danthonia"
"DASIS","Dasistoma Raf.","dasistoma"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","POVERTY OATGRASS"
"DAST","Datura stramonium L.","JIMSONWEED"
"DATUR","Datura L.","JIMSONWEED"
"DAUCU","Daucus L.","WILD CARROT"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DAVIG","Dalea villosa (Nutt.) Spreng. var. grisea (Torr. & A. Gray) Barneby","silky prairie clover"
"DEAC4","Deparia acrostichoides (Sw.) M. Kato","silver false spleenwort"
"DEBA4","Decumaria barbara L.","woodvamp"
"DECA3","Delphinium carolinianum Walter","CAROLINA LARKSPUR"
"DECA8","Desmodium canescens (L.) DC.","hoary ticktrefoil"
"DECAC3","Delphinium carolinianum Walter ssp. carolinianum","CAROLINA LARKSPUR"
"DECAV","Delphinium carolinianum Walter ssp. vimineum (D. Don) Warnock","CAROLINA LARKSPUR"
"DECI","Desmodium ciliare (Muhl. ex Willd.) DC.","hairy small-leaf ticktrefoil"
"DECIC","Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare","hairy small-leaf ticktrefoil"
"DECOD","Decodon J.F. Gmel.","decodon"
"DECU","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don","largebract ticktrefoil"
"DECUC","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. cuspidatum","largebract ticktrefoil"
"DECUL","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. longifolium (Torr. & A. Gray) B.G. Schub.","largebract ticktrefoil"
"DECUM","Decumaria L.","decumaria"
"DEFE","Desmodium fernaldii B.G. Schub.","Fernald's ticktrefoil"
"DEGL4","Desmodium glabellum (Michx.) DC.","Dillenius' ticktrefoil"
"DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","pointedleaf ticktrefoil"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","ILLINOIS BUNDLEFLOWER"
"DELA2","Desmodium laevigatum (Nutt.) DC.","smooth ticktrefoil"
"DELI2","Desmodium lineatum DC.","sand ticktrefoil"
"DELPH","Delphinium L.","larkspur"
"DEMA2","Desmodium marilandicum (L.) DC.","smooth small-leaf ticktrefoil"
"DENU4","Desmodium nudiflorum (L.) DC.","nakedflower ticktrefoil"
"DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","stiff ticktrefoil"
"DEPA6","Desmodium paniculatum (L.) DC.","panicledleaf ticktrefoil"
"DEPA7","Desmodium pauciflorum (Nutt.) DC.","fewflower ticktrefoil"
"DEPAP2","Desmodium paniculatum (L.) DC. var. paniculatum","panicledleaf ticktrefoil"
"DEPAR","Deparia Hook. & Grev.","false spleenwort"
"DEPE6","Deparia petersenii (Kunze) M. Kato","Japanese false spleenwort"
"DEPE80","Desmodium perplexum B.G. Schub.","perplexed ticktrefoil"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DEPIB","Descurainia pinnata (Walter) Britton ssp. brachycarpa (Richardson) Detling","western tansymustard"
"DEPIP3","Descurainia pinnata (Walter) Britton ssp. pinnata","western tansymustard"
"DERO3","Desmodium rotundifolium DC.","prostrate ticktrefoil"
"DESCU","Descurainia Webb & Bethel.","tansymustard"
"DESE","Desmodium sessilifolium (Torr.) Torr. & A. Gray","sessileleaf ticktrefoil"
"DESMA","Desmanthus Willd.","bundleflower"
"DESMO","Desmodium Desv.","ticktrefoil"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DEST2","Desmodium strictum (Pursh) DC.","pine barren ticktrefoil"
"DETA","Desmanthus tatuhyensis Hoehne","dwarf bundleflower"
"DETAB","Desmanthus tatuhyensis Hoehne var. brevipes (B.L. Turner) Luckow","dwarf bundleflower"
"DETE3","Desmodium tenuifolium Torr. & A. Gray","slimleaf ticktrefoil"
"DETO","Desmodium tortuosum (Sw.) DC.","dixie ticktrefoil"
"DETR4","Desmodium triflorum (L.) DC.","threeflower ticktrefoil"
"DEVE","Decodon verticillatus (L.) Elliott","swamp loosestrife"
"DEVI4","Desmodium viridiflorum (L.) DC.","velvetleaf ticktrefoil"
"DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","needleleaf rosette grass"
"DIAC2","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark","tapered rosette grass"
"DIACA","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum","tapered rosette grass"
"DIACF","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann","western panicgrass"
"DIACL","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark","Lindheimer panicgrass"
"DIACT","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. thurowii (Scribn. & J.G. Sm.) Gould & C.A. Clark","Thurow's panicgrass"
"DIAL2","Dioscorea alata L.","water yam"
"DIAN","Dichanthium annulatum (Forssk.) Stapf","Kleberg's bluestem"
"DIANT","Dianthus L.","pink"
"DIAR","Dianthus armeria L.","DEPTFORD PINK"
"DIAR5","Dichanthium aristatum (Poir.) C.E. Hubbard","Angleton bluestem"
"DIBA","Dianthus barbatus L.","sweetwilliam"
"DIBI","Digitaria bicornis (Lam.) Roem. & Schult.","Asian crabgrass"
"DIBO2","Dichanthelium boscii (Poir.) Gould & C.A. Clark","Bosc's panicgrass"
"DIBR2","Dicliptera brachiata (Pursh) Spreng.","branched foldwing"
"DIBU","Dioscorea bulbifera L.","air yam"
"DICA3","Dichondra carolinensis Michx.","Carolina ponysfoot"
"DICHA2","Dichanthelium (Hitchc. & Chase) Gould","rosette grass"
"DICHA3","Dichanthium Willem.","bluestem"
"DICHO","Dichondra J.R. Forst. & G. Forst.","ponysfoot"
"DICI","Digitaria ciliaris (Retz.) Koeler","southern crabgrass"
"DICL","Dichanthelium clandestinum (L.) Gould","DEERTONGUE"
"DICLI","Dicliptera Juss.","foldwing"
"DICO2","Dichanthelium commutatum (Schult.) Gould","variable panicgrass"
"DICO4","Dichanthelium consanguineum (Kunth) Gould & C.A. Clark","blood panicgrass"
"DICO6","Digitaria cognata (Schult.) Pilg.","FALL WITCHGRASS"
"DIDA","Diodia dasycephala Cham. & Schltdl.","carretilla"
"DIDE4","Dichanthelium depauperatum (Muhl.) Gould","starved panicgrass"
"DIDI","Didiplis diandra (Nutt. ex DC.) Alph. Wood","waterpurslane"
"DIDI6","Dichanthelium dichotomum (L.) Gould","cypress panicgrass"
"DIDID","Dichanthelium dichotomum (L.) Gould var. dichotomum","cypress panicgrass"
"DIDIE","Dichanthelium dichotomum (L.) Gould var. ensifolium (Baldw. ex Elliott) Gould & C.A. Clark","cypress panicgrass"
"DIDIP","Didiplis Raf.","didiplis"
"DIDIT","Dichanthelium dichotomum (L.) Gould var. tenue (Muhl.) Gould & C.A. Clark","cypress panicgrass"
"DIER4","Dichanthelium erectifolium (Nash) Gould & C.A. Clark","erectleaf panicgrass"
"DIFI","Digitaria filiformis (L.) Koeler","slender crabgrass"
"DIFR6","Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin","Gulf Sebastian-bush"
"DIGIT2","Digitaria Haller","crabgrass"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DILA9","Dichanthelium laxiflorum (Lam.) Gould","openflower rosette grass"
"DILE4","Dichanthelium leucothrix (Nash) Freckmann","rough panicgrass"
"DILI2","Dichanthelium linearifolium (Scribn. ex Nash) Gould","slimleaf panicgrass"
"DILO3","Diplazium lonchophyllum Kunze","lanceleaf twinsorus fern"
"DILO4","Dichanthelium longiligulatum (Nash) Freckmann","coastal plain panicgrass"
"DIMU","Dioclea multiflora (Torr. & A. Gray) C. Mohr","Boykin's clusterpea"
"DIMU2","Diplotaxis muralis (L.) DC.","annual wallrocket"
"DIOCL","Dioclea Kunth","dioclea"
"DIODI","Diodia L.","buttonweed"
"DIOL","Dichanthelium oligosanthes (Schult.) Gould","Heller's rosette grass"
"DIOLO","Dichanthelium oligosanthes (Schult.) Gould var. oligosanthes","Heller's rosette grass"
"DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","Scribner's rosette grass"
"DIOP","Dioscorea oppositifolia L.","Chinese yam"
"DIOSC","Dioscorea L.","yam"
"DIOSP","Diospyros L.","diospyros"
"DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","eggleaf rosette grass"
"DIOVA","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. addisonii (Nash) Gould & C.A. Clark","Addison's rosette grass"
"DIPA9","Dirca palustris L.","eastern leatherwood"
"DIPLA2","Diplazium Sw.","twinsorus fern"
"DIPLO","Diplotaxis DC.","wallrocket"
"DIPY","Diplazium pycnocarpon (Spreng.) Broun","glade fern"
"DIQU","Dioscorea quaternata J.F. Gmel.","fourleaf yam"
"DIRA","Dichanthelium ravenelii (Scribn. & Merr.) Gould","Ravenel's rosette grass"
"DIRCA","Dirca L.","leatherwood"
"DISA","Digitaria sanguinalis (L.) Scop.","HAIRY CRABGRASS"
"DISA5","Dichanthelium sabulorum (Lam.) Gould & C.A. Clark","hemlock rosette grass"
"DISAP","Dichanthelium sabulorum (Lam.) Gould & C.A. Clark var. patulum (Scribn. & Merr.) Gould & C.A. Clark","hemlock rosette grass"
"DISAT","Dichanthelium sabulorum (Lam.) Gould & C.A. Clark var. thinium (Hitchc. & Chase) Gould & C.A. Clark","hemlock rosette grass"
"DISC2","Dichanthelium scabriusculum (Elliott) Gould & C.A. Clark","woolly rosette grass"
"DISC3","Dichanthelium scoparium (Lam.) Gould","velvet panicum"
"DISE3","Digitaria serotina (Walter) Michx.","dwarf crabgrass"
"DISP","Distichlis spicata (L.) Greene","saltgrass"
"DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","roundseed panicgrass"
"DISP4","Dichanthelium spretum (Schult.) Freckmann","Eaton's rosette grass"
"DISPI","Dichanthelium sphaerocarpon (Elliott) Gould var. isophyllum (Scribn.) Gould & C.A. Clark","roundseed panicgrass"
"DISPS3","Dichanthelium sphaerocarpon (Elliott) Gould var. sphaerocarpon","roundseed panicgrass"
"DIST5","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann","roughhair rosette grass"
"DISTG","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann var. glabrescens (Griseb.) Freckmann","roughhair rosette grass"
"DISTI","Distichlis Raf.","saltgrass"
"DISTL","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann var. leucoblepharis (Trin.) Freckmann","roughhair rosette grass"
"DISTS","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann var. strigosum","roughhair rosette grass"
"DITE2","Diodia teres Walter","poorjoe"
"DITET","Diodia teres Walter var. teres","poorjoe"
"DIVI","Digitaria villosa (Walter) Pers.","shaggy crabgrass"
"DIVI2","Digitaria violascens Link","violet crabgrass"
"DIVI3","Diodia virginiana L.","VIRGINIA BUTTONWEED"
"DIVI4","Dioscorea villosa L.","wild yam"
"DIVI5","Diospyros virginiana L.","common persimmon"
"DIVI7","Dichanthelium villosissimum (Nash) Freckmann","whitehair rosette grass"
"DIVIL","Diodia virginiana L. var. latifolia Torr. & A. Gray","VIRGINIA BUTTONWEED"
"DIVIV","Dichanthelium villosissimum (Nash) Freckmann var. villosissimum","whitehair rosette grass"
"DIVIV2","Diodia virginiana L. var. virginiana","VIRGINIA BUTTONWEED"
"DIWR3","Dichanthelium wrightianum (Scribn.) Freckmann","Wright's rosette grass"
"DODEC","Dodecatheon L.","shootingstar"
"DOELL2","Doellingeria Nees","WHITETOP"
"DOJU","Dopatrium junceum (Roxb.) Buch.-Ham. ex Benth.","horsefly's eye"
"DOME","Dodecatheon meadia L.","pride of Ohio"
"DOMEM3","Dodecatheon meadia L. ssp. meadia","pride of Ohio"
"DOPAT","Dopatrium Buch.-Ham. ex Benth.","dopatrium"
"DOSE","Doellingeria sericocarpoides Small","southern whitetop"
"DRABA","Draba L.","Draba"
"DRACO3","Dracopis Cass.","coneflower"
"DRAM","Dracopis amplexicaulis (Vahl) Cass.","clasping coneflower"
"DRBR","Draba brachycarpa Nutt. ex Torr. & A. Gray","shortpod draba"
"DRBR3","Drosera brevifolia Pursh","dwarf sundew"
"DRCA2","Drosera capillaris Poir.","pink sundew"
"DRCE","Dryopteris celsa (Wm. Palmer) Knowlt., Palmer & Pollard ex Small","log fern"
"DRCO2","Drymaria cordata (L.) Willd. ex Schult.","whitesnow"
"DRCOC2","Drymaria cordata (L.) Willd. ex Schult. ssp. cordata","whitesnow"
"DRCU","Draba cuneifolia Nutt. ex Torr. & A. Gray","WEDGELEAF DRABA"
"DRCUC","Draba cuneifolia Nutt. ex Torr. & A. Gray var. cuneifolia","WEDGELEAF DRABA"
"DRIN3","Drosera intermedia Hayne","spoonleaf sundew"
"DRLU","Dryopteris ludoviciana (Kunze) Small","southern woodfern"
"DROSE","Drosera L.","sundew"
"DRRE2","Draba reptans (Lam.) Fernald","Carolina draba"
"DRTR4","Drosera tracyi Macfarlane","Tracy's sundew"
"DRYMA","Drymaria Willd. ex Schult.","drymary"
"DRYOP","Dryopteris Adans.","WOODFERN"
"DUAR3","Dulichium arundinaceum (L.) Britton","threeway sedge"
"DUCHE","Duchesnea Sm.","duchesnea"
"DUER","Duranta erecta L.","golden dewdrops"
"DUIN2","Duchesnea indica (Andrews) Teschem.","Indian strawberry"
"DULIC","Dulichium Pers.","dulichium"
"DURAN","Duranta L.","Duranta"
"DYAM","Dysphania ambrosioides (L.) Mosyakin & Clemants","Mexican tea"
"DYAM","Dysphania ambrosioides (L.) Mosyakin & Clemants","Mexican tea"
"DYGR","Dysphania graveolens (Willd.) Mosyakin & Clemants","fetid goosefoot"
"DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","oblongleaf snakeherb"
"DYPA","Dyssodia papposa (Vent.) Hitchc.","fetid marigold"
"DYPU","Dysphania pumilio (R. Br.) Mosyakin & Clemants","clammy goosefoot"
"DYSCH","Dyschoriste Nees","snakeherb"
"DYSSO","Dyssodia Cav.","Dyssodia"
"ECAN2","Echinacea angustifolia DC.","blacksamson echinacea"
"ECANA","Echinacea angustifolia DC. var. angustifolia","blacksamson echinacea"
"ECANS","Echinacea angustifolia DC. var. strigosa R.L. McGregor","strigose blacksamson"
"ECBE2","Echinodorus berteroi (Spreng.) Fassett","upright burrhead"
"ECCO2","Echinochloa colona (L.) Link","jungle rice"
"ECCO3","Echinodorus cordifolius (L.) Griseb.","creeping burrhead"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","BARNYARDGRASS"
"ECCR2","Echinochloa crus-pavonis (Kunth) Schult.","gulf cockspur grass"
"ECCRM","Echinochloa crus-pavonis (Kunth) Schult. var. macera (Wiegand) Gould","gulf cockspur grass"
"ECHIN","Echinacea Moench","PURPLE CONEFLOWER"
"ECHIN4","Echinochloa P. Beauv.","cockspur grass"
"ECHIN6","Echinodorus Rich. ex Engelm.","burrhead"
"ECHIU","Echium L.","viper's bugloss"
"ECLIP","Eclipta L.","eclipta"
"ECMU2","Echinochloa muricata (P. Beauv.) Fernald","rough barnyardgrass"
"ECMUM","Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand","rough barnyardgrass"
"ECMUM2","Echinochloa muricata (P. Beauv.) Fernald var. muricata","rough barnyardgrass"
"ECPA","Echinacea pallida (Nutt.) Nutt.","pale purple coneflower"
"ECPO3","Echinochloa polystachya (Kunth) Hitchc.","creeping river grass"
"ECPR","Eclipta prostrata (L.) L.","false daisy"
"ECPU","Echinacea purpurea (L.) Moench","eastern purple coneflower"
"ECSA","Echinacea sanguinea Nutt.","sanguin purple coneflower"
"ECTE2","Echinodorus tenellus (Mart. ex Schult. f.) Buchenau","mudbabies"
"ECVU","Echium vulgare L.","common viper's bugloss"
"ECWA","Echinochloa walteri (Pursh) A. Heller","coast cockspur grass"
"EGDE","Egeria densa Planch.","Brazilian waterweed"
"EGERI","Egeria Planch.","egeria"
"EICHH","Eichhornia Kunth","water hyacinth"
"EICR","Eichhornia crassipes (Mart.) Solms","common water hyacinth"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELACA","Eleocharis acicularis (L.) Roem. & Schult. var. acicularis","NEEDLE SPIKERUSH"
"ELAEA","Elaeagnus L.","Elaeagnus"
"ELAL","Eleocharis albida Torr.","white spikerush"
"ELAM3","Elatine americana (Pursh) Arn.","American waterwort"
"ELAT","Eleocharis atropurpurea (Retz.) J. Presl & C. Presl","purple spikerush"
"ELATI","Elatine L.","waterwort"
"ELBA2","Eleocharis baldwinii (Torr.) Chapm.","Baldwin's spikerush"
"ELBR","Eleocharis brittonii Svens. ex Small","Britton's spikerush"
"ELBR5","Elatine brachysperma A. Gray","shortseed waterwort"
"ELCA3","Elephantopus carolinianus Raeusch.","Carolina elephantsfoot"
"ELCE","Eleocharis cellulosa Torr.","Gulf Coast spikerush"
"ELCO2","Eleocharis compressa Sull.","flatstem spikerush"
"ELCOC2","Eleocharis compressa Sull. var. compressa","flatstem spikerush"
"ELEL2","Eleocharis elongata Chapm.","slim spikerush"
"ELEL3","Elephantopus elatus Bertol.","tall elephantsfoot"
"ELEN","Eleocharis engelmannii Steud.","Engelmann's spikerush"
"ELEOC","Eleocharis R. Br.","spikerush"
"ELEPH","Elephantopus L.","elephantsfoot"
"ELEQ","Eleocharis equisetoides (Elliott) Torr.","jointed spikesedge"
"ELER","Eleocharis erythropoda Steud.","bald spikerush"
"ELEUS","Eleusine Gaertn.","GOOSEGRASS"
"ELFA","Eleocharis fallax Weath.","creeping spikerush"
"ELFL","Eleocharis flavescens (Poir.) Urb.","yellow spikerush"
"ELFLF","Eleocharis flavescens (Poir.) Urb. var. flavescens","yellow spikerush"
"ELGE","Eleocharis geniculata (L.) Roem. & Schult.","CANADA SPIKESEDGE"
"ELIN3","Eleusine indica (L.) Gaertn.","Indian goosegrass"
"ELMA5","Eleocharis macrostachya Britton","pale spikerush"
"ELMI2","Eleocharis microcarpa Torr.","smallfruit spikerush"
"ELMI3","Eleocharis minima Kunth","small spikerush"
"ELMO","Eleocharis montana (Kunth) Roem. & Schult.","mountain spikerush"
"ELMO2","Eleocharis montevidensis Kunth","sand spikerush"
"ELNU","Elephantopus nudatus A. Gray","smooth elephantsfoot"
"ELOB2","Eleocharis obtusa (Willd.) Schult.","blunt spikerush"
"ELOL","Eleocharis olivacea Torr.","bright green spikerush"
"ELOLO","Eleocharis olivacea Torr. var. olivacea","bright green spikerush"
"ELPA3","Eleocharis palustris (L.) Roem. & Schult.","common spikerush"
"ELPA5","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","DWARF SPIKERUSH"
"ELPAP","Eleocharis palustris (L.) Roem. & Schult. var. palustris","common spikerush"
"ELPU2","Elaeagnus pungens Thunb.","thorny olive"
"ELQU","Eleocharis quadrangulata (Michx.) Roem. & Schult.","squarestem spikerush"
"ELRA","Eleocharis radicans (A. Dietr.) Kunth","rooted spikerush"
"ELRU","Elatine rubella Rydb.","southwestern waterwort"
"ELTE","Eleocharis tenuis (Willd.) Schult.","slender spikerush"
"ELTET","Eleocharis tenuis (Willd.) Schult. var. tenuis","slender spikerush"
"ELTEV","Eleocharis tenuis (Willd.) Schult. var. verrucosa (Svens.) Svens.","slender spikerush"
"ELTO","Eleocharis tortilis (Link) Schult.","twisted spikerush"
"ELTO2","Elephantopus tomentosus L.","devil's grandmother"
"ELTR5","Eleocharis tricostata Torr.","three-angle spikerush"
"ELTU","Eleocharis tuberculosa (Michx.) Roem. & Schult.","cone-cup spikerush"
"ELUM","Elaeagnus umbellata Thunb.","autumn olive"
"ELUMP","Elaeagnus umbellata Thunb. var. parvifolia (Wall. ex Royle) C.K. Schneid.","autumn olive"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"ELVI4","Eleocharis vivipara Link","viviparous spikerush"
"ELVIV","Elymus virginicus L. var. virginicus","VIRGINIA WILDRYE"
"ELWO","Eleocharis wolfii (A. Gray) A. Gray ex Britton","Wolf's spikerush"
"ELYMU","Elymus L.","wildrye"
"EMFO","Emilia fosbergii Nicolson","Florida tasselflower"
"EMILI","Emilia Cass.","tasselflower"
"EMSO","Emilia sonchifolia (L.) DC.","lilac tasselflower"
"EMSOS","Emilia sonchifolia (L.) DC. var. sonchifolia","lilac tasselflower"
"EPCO","Epilobium coloratum Biehler","purpleleaf willowherb"
"EPIDE","Epidendrum L.","star orchid"
"EPIFA","Epifagus Nutt.","beechdrops"
"EPILO","Epilobium L.","willowherb"
"EPMA3","Epidendrum magnoliae Muhl.","green fly orchid"
"EPMAM","Epidendrum magnoliae Muhl. var. magnoliae","green fly orchid"
"EPVI2","Epifagus virginiana (L.) W.P.C. Barton","beechdrops"
"EQHY","Equisetum hyemale L.","SCOURINGRUSH HORSETAIL"
"EQHYA","Equisetum hyemale L. var. affine (Engelm.) A.A. Eaton","SCOURINGRUSH HORSETAIL"
"EQRA","Equisetum ramosissimum Desf.","branched scouringrush"
"EQUIS","Equisetum L.","horsetail"
"ERAC4","Eriochloa acuminata (J. Presl) Kunth","tapertip cupgrass"
"ERACA","Eriochloa acuminata (J. Presl) Kunth var. acuminata","tapertip cupgrass"
"ERAGR","Eragrostis von Wolf","lovegrass"
"ERAL9","Erythronium albidum Nutt.","white fawnlily"
"ERAM5","Erythronium americanum Ker Gawl.","dogtooth violet"
"ERAMH","Erythronium americanum Ker Gawl. ssp. harperi (W. Wolf) Parks & Hardin","dogtooth violet"
"ERAN","Erigeron annuus (L.) Pers.","eastern daisy fleabane"
"ERBA","Eragrostis bahiensis Schrad. ex Schult.","Bahia lovegrass"
"ERBA2","Eragrostis barrelieri Daveau","MEDITERRANEAN LOVEGRASS"
"ERBE11","Eriocaulon benthamii Kunth","Bentham's pipewort"
"ERCA","Eragrostis capillaris (L.) Nees","lace grass"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCI2","Eragrostis ciliaris (L.) R. Br.","gophertail lovegrass"
"ERCI4","Eriocaulon cinereum R. Br.","ashy pipewort"
"ERCI6","Erodium cicutarium (L.) L'Hér. ex Aiton","redstem stork's bill"
"ERCIC","Erodium cicutarium (L.) L'Hér. ex Aiton ssp. cicutarium","redstem stork's bill"
"ERCO7","Eriocaulon compressum Lam.","flattened pipewort"
"ERCO8","Eriochloa contracta Hitchc.","PRAIRIE CUPGRASS"
"ERCR6","Erythrina crista-galli L.","crybabytree"
"ERCU","Eragrostis curtipedicellata Buckley","gummy lovegrass"
"ERCU2","Eragrostis curvula (Schrad.) Nees","WEEPING LOVEGRASS"
"ERDE5","Eriocaulon decangulare L.","tenangle pipewort"
"ERDED2","Eriocaulon decangulare L. var. decangulare","tenangle pipewort"
"ERDEL","Eriocaulon decangulare L. var. latifolium Chapm.","tenangle pipewort"
"ERECH","Erechtites Raf.","burnweed"
"EREL","Eragrostis elliottii S. Watson","field lovegrass"
"EREMO2","Eremochloa Büse","centipede grass"
"ERGA2","Eragrostis gangetica (Roxb.) Steud.","slimflower lovegrass"
"ERHE3","Eryngium heterophyllum Engelm.","Wright's eryngo"
"ERHE4","Erythrina herbacea L.","redcardinal"
"ERHI","Eragrostis hirsuta (Michx.) Nees","bigtop lovegrass"
"ERHI12","Erechtites hieraciifolius (L.) Raf. ex DC.","American burnweed"
"ERHIH2","Erechtites hieraciifolius (L.) Raf. ex DC. var. hieraciifolius","American burnweed"
"ERHO9","Eryngium hookeri Walp.","Hooker's eryngo"
"ERHY","Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.","TEAL LOVEGRASS"
"ERIGE2","Erigeron L.","fleabane"
"ERIN","Eragrostis intermedia Hitchc.","plains lovegrass"
"ERIN6","Eryngium integrifolium Walter","blueflower eryngo"
"ERIOB","Eriobotrya Lindl.","loquat"
"ERIOC","Eriocaulon L.","pipewort"
"ERIOC2","Eriochloa Kunth","cupgrass"
"ERIOG","Eriogonum Michx.","buckwheat"
"ERJA3","Eriobotrya japonica (Thunb.) Lindl.","loquat"
"ERJA4","Eragrostis japonica (Thunb.) Trin.","pond lovegrass"
"ERLI3","Eriocaulon lineare Small","narrow pipewort"
"ERLO5","Eriogonum longifolium Nutt.","longleaf buckwheat"
"ERLOL4","Eriogonum longifolium Nutt. var. longifolium","longleaf buckwheat"
"ERLU","Eragrostis lugens Nees","mourning lovegrass"
"ERMI5","Eragrostis minor Host","little lovegrass"
"ERMU4","Eriogonum multiflorum Benth.","heartsepal buckwheat"
"ERODI","Erodium L'Hér. ex Aiton","stork's bill"
"EROP","Eremochloa ophiuroides (Munro) Hack.","centipede grass"
"ERPE","Eragrostis pectinacea (Michx.) Nees ex Steud.","tufted lovegrass"
"ERPEM","Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder","desert lovegrass"
"ERPEP2","Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea","tufted lovegrass"
"ERPH","Erigeron philadelphicus L.","PHILADELPHIA FLEABANE"
"ERPHP","Erigeron philadelphicus L. var. philadelphicus","PHILADELPHIA FLEABANE"
"ERPI2","Eragrostis pilosa (L.) P. Beauv.","Indian lovegrass"
"ERPR16","Erigeron procumbens (Houst. ex Mill.) G.L. Nesom","Corpus Christi fleabane"
"ERPR5","Eryngium prostratum Nutt. ex DC.","CREEPING ERYNGO"
"ERPU","Erigeron pulchellus Michx.","robin's plantain"
"ERPU4","Eriochloa punctata (L.) Desv. ex Ham.","Louisiana cupgrass"
"ERPUP","Erigeron pulchellus Michx. var. pulchellus","robin's plantain"
"ERQU","Erigeron quercifolius Lam.","oakleaf fleabane"
"ERRE","Eragrostis refracta (Muhl.) Scribn.","COASTAL LOVEGRASS"
"ERRE4","Erysimum repandum L.","spreading wallflower"
"ERRO5","Erythronium rostratum W. Wolf","yellow troutlily"
"ERSE","Eragrostis secundiflora J. Presl","red lovegrass"
"ERSEO","Eragrostis secundiflora J. Presl ssp. oxylepis (Torr.) S.D. Koch","red lovegrass"
"ERSP","Eragrostis spectabilis (Pursh) Steud.","PURPLE LOVEGRASS"
"ERST3","Erigeron strigosus Muhl. ex Willd.","PRAIRIE FLEABANE"
"ERSTB","Erigeron strigosus Muhl. ex Willd. var. beyrichii (Fisch. & C.A. Mey.) Torr. & A. Gray ex A. Gray","Beyrich's fleabane"
"ERSTS2","Erigeron strigosus Muhl. ex Willd. var. strigosus","PRAIRIE FLEABANE"
"ERTE7","Erigeron tenuis Torr. & A. Gray","slenderleaf fleabane"
"ERTE8","Eriocaulon texense Koern.","Texas pipewort"
"ERTR3","Eragrostis trichodes (Nutt.) Alph. Wood","sand lovegrass"
"ERVE","Erigeron vernus (L.) Torr. & A. Gray","early whitetop fleabane"
"ERYNG","Eryngium L.","eryngo"
"ERYSI","Erysimum L.","wallflower"
"ERYTH","Erythrina L.","Erythrina"
"ERYTH3","Erythronium L.","fawnlily"
"ERYU","Eryngium yuccifolium Michx.","button eryngo"
"ERYUS","Eryngium yuccifolium Michx. var. synchaetum A. Gray ex J.M. Coult. & Rose","button eryngo"
"ERYUY","Eryngium yuccifolium Michx. var. yuccifolium","button eryngo"
