"Symbol","Scientific Name with Author","GSAT Common Name"
"CHAL11","Chamaesyce albomarginata (Torr. & A. Gray) Small","WHITEMARGIN EUPHORBIA"
"CHAL5","Cheilanthes alabamensis (Buckley) Kunze","ALABAMA LIPFERN"
"CHAL7","Chenopodium album L.","LAMBSQUARTERS"
"CHAS","Chaetopappa asteroides Nutt. ex DC.","LEAST DAISY"
"CHCO","Chamaesaracha coniodes (Moric. ex Dunal) Britton","GRAY FALSE NIGHTSHADE"
"CHCO2","Chamaesaracha coronopus (Dunal) A. Gray","GREEN FALSE NIGHTSHADE"
"CHCU2","Chloris cucullata Bisch.","hooded windmillgrass"
"CHEA","Cheilanthes eatonii Baker","EATON LIPFERN"
"CHFA2","Chamaecrista fasciculata (Michx.) Greene","PARTRIDGE PEA"
"CHFE","Cheilanthes feei T. Moore","FEE LIPFERN"
"CHFE2","Cheilanthes fendleri Hook.","FENDLER LIPFERN"
"CHGA2","Chloris gayana Kunth","RHODESGRASS"
"CHGE2","Chamaesyce geyeri (Engelm. & A. Gray) Small","GEYER SUPURGE"
"CHGL13","Chamaesyce glyptosperma (Engelm.) Small","RIDGESEED SPURGE"
"CHHO","Cheilanthes horridula Maxon","ROUGH LIPFERN"
"CHHY3","Chamaesyce hyssopifolia (L.) Small","HYSSOP SPURGE"
"CHIN2","Chenopodium incanum (S. Watson) A. Heller","NEALY GOOSEFOOT"
"CHLA10","Chamaesyce lata (Engelm.) Small","HOARY SPURGE"
"CHLA2","Cheilanthes lanosa (Michx.) D.C. Eaton","HAIRY LIPFERN"
"CHLA5","Chasmanthium latifolium (Michx.) Yates","BROADLEAF UNIOLA"
"CHLA6","Chasmanthium laxum (L.) Yates","SPIKE UNIOLA"
"CHLE4","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","NARROWLEAVED GOOSEFOOT"
"CHLI","Cheilanthes lindheimeri Hook.","LINDHEIMER LIPFERN"
"CHLI2","Chilopsis linearis (Cav.) Sweet","DESERT WILLOW"
"CHMA15","Chamaesyce maculata (L.) Small","SPOTTED SPURGE"
"CHNIN2","Chamaecrista nictitans (L.) Moench ssp. nictitans var. nictitans","SENSITIVE PARTRIDGEPEA"
"CHNU9","Chamaesyce nutans (Lag.) Small","NODDING SPURGE"
"CHPA5","Chenopodium pallescens Standl.","LIGHT GOOSEFOOT"
"CHPI8","Chrysopsis pilosa Nutt.","SOFT GOLDASTER"
"CHPR","Chaerophyllum procumbens (L.) Crantz","SPREADING CHERVIL"
"CHPR6","Chamaesyce prostrata (Aiton) Small","PROSTRATE SPURGE"
"CHPU4","Chrysothamnus pulchellus (A. Gray) Greene","southwest rabbitbrush"
"CHSE2","Chasmanthium sessiliflorum (Poir.) Yates","Longleaf uniola"
"CHSI2","Chenopodium simplex (Torr.) Raf.","MAPLELEAF GOOSEFOOT"
"CHSP11","Chloracantha spinosa (Benth.) G.L. Nesom","SPINY ASTER"
"CHST8","Chamaesyce stictospora (Engelm.) Small","SLIMSEED SPURGE"
"CHSU3","Chloris ×subdolichostachya Müll. Berol. (pro sp.) [cucullata × verticillata]","NASH WINDMILLGRASS"
"CHTA","Chaerophyllum tainturieri Hook.","CHERVIL"
"CHVE2","Chloris verticillata Nutt.","tumble windmillgrass"
"CHVI3","Chionanthus virginicus L.","white fringetree"
"CHVI4","Chloris virgata Sw.","SHOWY CHLORIS"
"CHWO","Cheilanthes wootonii Maxon","WOOTON LIPFERN"
"CIAR2","Cinna arundinacea L.","STOUT WOODREED"
"CIBR3","Citharexylum brachyanthum (A. Gray) A. Gray","MEXICAN FIDDLEWOOD"
"CICA","Cinnamomum camphora (L.) J. Presl","CAMPHOR TREE"
"CICA7","Cirsium carolinianum (Walter) Fernald & B.G. Schub.","CAROLINA THISTLE"
"CIEN2","Cirsium engelmannii Rydb.","ENGELMANN THISTLE"
"CIMA2","Cicuta maculata L.","spotted waterhemlock"
"CIMU","Cirsium muticum Michx.","SWAMP THISTLE"
"CIOC2","Cirsium ochrocentrum A. Gray","YELLOWSPINE THISTLE"
"CITE2","Cirsium texanum Buckley","TEXAS THISTLE"
"CITR2","Cissus trifoliata (L.) L.","IVY TREEBINE"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CLAL3","Clethra alnifolia L.","SUMMERSWEET CLETHRA"
"CLAN","Cleomella angustifolia Torr.","NARROWLEAF RHOMBOPOD"
"CLCO2","Clematis columbiana (Nutt.) Torr. & A. Gray","ROCK CLEMATIS"
"CLCR","Clematis crispa L.","CURLY VIRGINSBOWER"
"CLDR","Clematis drummondii Torr. & A. Gray","old man's beard"
"CLKE","Cladrastis kentukea (Dum. Cours.) Rudd","YELLOWOOD"
"CLMA4","Clitoria mariana L.","PIDGEONWINGS"
"CLMAJ","Cladium mariscus (L.) Pohl ssp. jamaicense (Crantz) Kük.","JAMAICA SAWGRASS"
"CLPI","Clematis pitcheri Torr. & A. Gray","PITCHER CLEMATIS"
"CLPID","Clematis pitcheri Torr. & A. Gray var. dictyota (Greene) Dennis","PITCHER CLEMATIS"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CLTE2","Clematis texensis Buckley","TEXAS CLEMATIS"
"CLVE","Clematis versicolor Small ex Rydb.","MANYCOLORED VIRGINSBOWER"
"CLVI5","Clematis virginiana L.","VIRGINIA BOWER"
"CNTE","Cnidoscolus texanus (Müll. Arg.) Small","BULLNETTLE"
"COAC2","Cotoneaster acutifolius Turcz.","Peking cotoneaster"
"COAJ","Consolida ajacis (L.) Schur","ROCKET LARKSPUR"
"COAM3","Corylus americana Walter","HAZELNUT"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAU2","Corydalis aurea Willd.","GOLDEN CORYDALIS"
"COCA","Cocculus carolinus (L.) DC.","CAROLINA SNAILSEED"
"COCA5","Conyza canadensis (L.) Cronquist","MARESTAIL"
"COCO3","Commelina communis L.","ASIATIC DAYFLOWER"
"COCU2","Corydalis curvisiliqua Engelm.","CURVEPOD CORYDALIS"
"COCY","Coelorachis cylindrica (Michx.) Nash","CAROLINA JOINTTAIL"
"CODR","Cornus drummondii C.A. Mey.","ROUGHLEAF DOGWOOD"
"CODR2","Cooperia drummondii Herb.","TEXAS RAINLILLY"
"COEQ","Convolvulus equitans Benth.","GRAY BINDWEED"
"COER","Commelina erecta L.","ERECT DAYFLOWER"
"COFL2","Cornus florida L.","FLOWERING DOGWOOD"
"COFL3","Corydalis flavula (Raf.) DC.","PALE CORYDALIS"
"COGR5","Coreopsis grandiflora Hogg ex Sweet","BIGFLOWER COREOPSIS"
"COHOE","Condalia hookeri M.C. Johnst. var. edwardsiana (Cory) M.C. Johnst.","BLUEWOOD CONDALIA"
"COLA5","Coreopsis lanceolata L.","LANCE COREOPSIS"
"COMA2","Conium maculatum L.","Poison hemlock"
"COOB2","Cotinus obovatus Raf.","AMERICAN SMOKETREE"
"COOB9","Cornus obliqua Raf.","SILKY DOGWOOD"
"COOR","Conringia orientalis (L.) Dumort.","TREACLE HARESEAR"
"COPA10","Coreopsis palmata Nutt.","WEDGELEAF COREOPSIS"
"COPE","Cooperia pedunculata Herb.","COOPERS RAINLILY"
"COPU2","Coreopsis pubescens Elliott","HAIRY COREOPSIS"
"CORA4","Conyza ramosissima Cronquist","BRANCHING CONYZA"
"CORA6","Cornus racemosa Lam.","GRAY DOGWOOD"
"COSP3","Condalia spathulata A. Gray","knifeleaf condalia"
"COSU7","Coryphantha sulcata (Engelm.) Britton & Rose","FINGER CACTUS"
"COTE6","Colubrina texensis (Torr. & A. Gray) A. Gray","TEXAS COLUBRINA"
"COTI3","Coreopsis tinctoria Nutt.","Plains coreopsis"
"COTR4","Coreopsis tripteris L.","ATLANTIC COREOPSIS"
"COUM","Comandra umbellata (L.) Nutt.","BASTARD TOADFLAX"
"COVE2","Collinsia verna Nutt.","BLUE-EYED MARY"
"COVI2","Collinsia violacea Nutt.","VIOLET COLLENSIA"
"COVI3","Commelina virginica L.","VIRGINIA DAYFLOWER"
"COVI8","Condalia viridis I.M. Johnst.","GREEN CONDALIA"
"COWI5","Corallorhiza wisteriana Conrad","coralroot"
"CRAN4","Cryptantha angustifolia (Torr.) Greene","bristlelobe cryptantha"
"CRAR2","Croton argyranthemus Michx.","SILVERLEAF CROTON"
"CRBE2","Crataegus berberifolia Torr. & A. Gray","barberry hawthorn"
"CRCA","Crataegus calpodendron (Ehrh.) Medik.","PEAR HAWTHORN"
"CRCA6","Croton capitatus Michx.","WOOLLY CROTON"
"CRCA9","Cryptotaenia canadensis (L.) DC.","HONEWORT"
"CRCI","Croton ciliatoglandulifer Ortega","Mexican croton"
"CRCIJ","Cryptantha cinerea (Greene) Cronquist var. jamesii (Torr.) Cronquist","JAMES CRYPTANTHA"
"CRCO2","Crataegus coccinioides Ashe","KANSAS HASWTHORN"
"CRCR2","Crataegus crus-galli L.","CORY CROTON"
"CRDI6","Croton dioicus Cav.","grassland croton"
"CRDO2","Crataegus douglasii Lindl.","BLACK HAWTHORN"
"CRFR","Croton fruticulosus Engelm. ex Torr.","bush croton"
"CRGLL","Croton glandulosus L. var. lindheimeri Müll. Arg.","TROPIC CROTON"
"CRIN3","Crataegus intricata Lange","BILTMORE HAWTHORN"
"CRMA5","Crataegus marshallii Eggl.","PARSLEY HAWTHORN"
"CRMI5","Cryptantha minima Rydb.","SMALL CRYPTANTHA"
"CRMI8","Croton michauxii G.L. Webster","NARROWLEAF RUSHFOIL"
"CRMIE","Croton michauxii G.L. Webster var. ellipticus (Willd.) B.W. van Ee & P.E. Berry","TWO-FRUIT RUSHFOIL"
"CRMO2","Crataegus mollis Scheele","red hawthorn"
"CRMO6","Croton monanthogynus Michx.","ONESEEDED CROTON"
"CROP","Crataegus opaca Hook. & Arn.","riverflat hawthorn"
"CRPR2","Crataegus pruinosa (Wendl. f.) K. Koch","FROSTED HAWTHORN"
"CRPU","Crataegus punctata Jacq.","DOTTED HAWTHORN"
"CRPU3","Crepis pulchra L.","HAWKSBEARD"
"CRPU6","Croton punctatus Jacq.","GULF CROTON"
"CRRE3","Crataegus reverchonii Sarg.","REVERCHON HAWTHORN"
"CRSA4","Crotalaria sagittalis L.","ARROW CROTALARIA"
"CRSP","Crataegus spathulata Michx.","LITTLEHIP HAWTHORN"
"CRSP2","Crotalaria spectabilis Roth","showy crotalaria"
"CRSU7","Croton suaveolens Torr.","scented croton"
"CRTE2","Crataegus texana Buckley","Texas hawthorn"
"CRTE4","Croton texensis (Klotzsch) Müll. Arg.","TEXAS CROTON"
"CRTH","Cryptantha thyrsiflora (Greene) Payson","CRYPTANTHA"
"CRTR5","Cressa truxillensis Kunth","ALKALIWEED"
"CRVI2","Crataegus viridis L.","GREEN HAWTHORN"
"CUAT","Cuscuta attenuata Waterf.","dodder"
"CUCE","Cuscuta cephalanthi Engelm.","BUTTERBUSH DODDER"
"CUCO3","Cuscuta coryli Engelm.","HAZEL DODDER"
"CUCU2","Cuscuta cuspidata Engelm.","CUSP DODDER"
"CUFO","Cucurbita foetidissima Kunth","buffalo gourd"
"CUPE3","Cuscuta pentagona Engelm.","field dodder"
"CUPET","Cucurbita pepo L. var. texana (Scheele) D. Decker","Texas gourd"
"CYAC","Cymopterus acaulis (Pursh) Raf.","WILD PARSLEY"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","TUMBLE RINGWING"
"CYBU3","Cystopteris bulbifera (L.) Bernh.","BULB BLADDERFERN"
"CYDA","Cynodon dactylon (L.) Pers.","Bermudagrass"
"CYDA4","Cylindropuntia davisii (Engelm. & J.M. Bigelow) F.M. Knuth","JEFF DAVIS CHOLLA"
"CYDI","Cyclanthera dissecta (Torr. & A. Gray) Arn.","cutleaf cyclanthera"
"CYDI2","Cynosciadium digitatum DC.","FRINGED DOGSHADE"
"CYEC2","Cyperus echinatus (L.) Alph. Wood","globe flatsedge"
"CYEL","Cyperus elegans L.","sticky flatsedge"
"CYER2","Cyperus erythrorhizos Muhl.","REDROOT FLATSEDGE"
"CYES","Cyperus esculentus L.","CHUFA"
"CYFL","Cyperus flavescens L.","PALE FLATSEDGE"
"CYFR2","Cystopteris fragilis (L.) Bernh.","brittle bladderfern"
"CYIMA","Cylindropuntia imbricata (Haw.) F.M. Knuth var. argentea (Anthony) Backeb.","WALKINGSTICK CHOLLA"
"CYIMI","Cylindropuntia imbricata (Haw.) F.M. Knuth var. imbricata","cholla"
"CYIR","Cyperus iria L.","RICEFIELD FLATSEDGE"
"CYKL","Cylindropuntia kleiniae (DC.) F.M. Knuth","candle cholla"
"CYLA","Cynanchum laeve (Michx.) Pers.","HONEYVINE MILKWEED"
"CYLE8","Cylindropuntia leptocaulis (DC.) F.M. Knuth","TASAJILLO"
"CYLUL","Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus","SLENDER FLATSEDGE"
"CYMO","Cymopterus montanus Nutt. ex Torr. & A. Gray","MONTANA WAVEWING"
"CYOB2","Cydonia oblonga Mill.","quince"
"CYOD","Cyperus odoratus L.","FRAGRANT FLATSEDGE"
"CYPAP3","Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","YELLOW LADYSLIPPER"
"CYRA","Cyrilla racemiflora L.","SWAMP CYRILLA"
"CYRO","Cyperus rotundus L.","NUTGRASS"
"CYSC3","Cyperus schweinitzii Torr.","SCHWEINITZ FLATSEDGE"
"CYSQ","Cyperus squarrosus L.","BEARDED FLATSEDGE"
"CYST","Cyperus strigosus L.","STRAWCOLORED NUTGRASS"
"CYTU3","Cylindropuntia tunicata (Lehm.) F.M. Knuth","ABROJO"
"CYVI","Cynoglossum virginianum L.","BLUE HOUNDSTONGUE"
"CYVI2","Cyperus virens Michx.","green flatsedge"
"CYXA2","Cyclachaena xanthiifolia (Nutt.) Fresen.","giant sumpweed"
"DAAU","Dalea aurea Nutt. ex Pursh","golden dalea"
"DACA6","Daucus carota L.","WILD CARROT"
"DACOC","Dalea compacta Spreng. var. compacta","prairie clover"
"DAEN","Dalea enneandra Nutt.","BIGTOP DALEA"
"DAFO","Dalea formosa Torr.","FEATHER DALEA"
"DAFR2","Dalea frutescens A. Gray","BLACK DALEA"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DAGR2","Dalea greggii A. Gray","GREGG DALEA"
"DAJA","Dalea jamesii (Torr.) Torr. & A. Gray","JAMES DALEA"
"DALA3","Dalea lanata Spreng.","WOOLY DALEA"
"DALA4","Dalea lasiathera A. Gray","purple dalea"
"DALE2","Dasylirion leiophyllum Engelm. ex Trel.","SMOOTH SOTOL"
"DAMA","Dasistoma macrophylla (Nutt.) Raf.","MULLIEN SEYEMERIA"
"DAMU","Dalea multiflora (Nutt.) Shinners","ROUNDHEAD PRAIRIECLOVER"
"DANA","Dalea nana Torr. ex A. Gray","DWARF DALEA"
"DANE","Dalea neomexicana (A. Gray) Cory","New Mexico dalea"
"DAPU3","Daucus pusillus Michx.","rattlesnake weed"
"DAPU5","Dalea purpurea Vent.","PURPLE PRAIRIECLOVER"
"DAPU7","Dasyochloa pulchella (Kunth) Willd. ex Rydb.","fluffgrass"
"DAQU","Datura quercifolia Kunth","OAKLEAF THORNAPPLE"
"DASE2","Danthonia sericea Nutt.","downy danthonia"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","POVERTY DANTHONIA"
"DAST","Datura stramonium L.","JIMSONWEED"
"DATE3","Dasylirion texanum Scheele","Texas sotol"
"DAVI","Dalea villosa (Nutt.) Spreng.","SILKY PRAIRIECLOVER"
"DECA3","Delphinium carolinianum Walter","CAROLINA LARKSPUR"
"DECA8","Desmodium canescens (L.) DC.","HOARY TICKCLOVER"
"DECAV2","Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks","WHITE LARKSPUR"
"DECI","Desmodium ciliare (Muhl. ex Willd.) DC.","LITTLELEAF TICKCLOVER"
"DECO2","Desmanthus cooleyi (Eaton) Trel.","JAMES BUNDLEFLOWER"
"DEFL","Deschampsia flexuosa (L.) Trin.","WAVY HAIRGRASS"
"DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","TREFOIL TICKCLOVER"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","ILLINOIS BUNDLEFLOWER"
"DEIL2","Desmodium illinoense A. Gray","ILLINOIS TICKCLOVER"
"DEIN3","Desmodium incanum DC.","TICKCLOVER"
"DELA2","Desmodium laevigatum (Nutt.) DC.","SMOOTH TICKCLOVER"
"DEMA2","Desmodium marilandicum (L.) DC.","MARYLAND TICKCLOVER"
"DENU4","Desmodium nudiflorum (L.) DC.","BARESTEM TICKCLOVER"
"DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","STIFF TICKCLOVER"
"DEPA6","Desmodium paniculatum (L.) DC.","PANICLED TICKCLOVER"
"DEPA7","Desmodium pauciflorum (Nutt.) DC.","FEWFLOWERED TICKCLOVER"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DERO3","Desmodium rotundifolium DC.","ROUNDHEAD TICKCLOVER"
"DESE","Desmodium sessilifolium (Torr.) Torr. & A. Gray","SESSILELEAF TICKCLOVER"
"DESMO","Desmodium Desv.","TICKCLOVER"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","FLIXWEED TANSYMUSTARD"
"DETR","Delphinium tricorne Michx.","ROCK LARKSPUR"
"DEVE2","Desmanthus velutinus Scheele","velvet bundleflower"
"DEVI4","Desmodium viridiflorum (L.) DC.","VELVETLEAF TICKCLOVER"
"DIAN","Dichanthium annulatum (Forssk.) Stapf","KLEBERG BLUESTEM"
"DIAR5","Dichanthium aristatum (Poir.) C.E. Hubbard","Angleton bluestem"
"DIAR7","Digitaria arenicola (Swallen) Beetle","green sprangletop"
"DICA26","Dianthus caryophyllus L.","carnation"
"DICA3","Dichondra carolinensis Michx.","GRASS PONYFOOT"
"DICA8","Digitaria californica (Benth.) Henr.","Arizona cottontop"
"DICL","Dichanthelium clandestinum (L.) Gould","DEERTONGUE"
"DICO6","Digitaria cognata (Schult.) Pilg.","FALL WITCHGRASS"
"DICU","Dicentra cucullaria (L.) Bernh.","DUTCHMANS BRITCHES"
"DIFI","Digitaria filiformis (L.) Koeler","slender crabgrass"
"DIFR6","Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin","GULF SEBASTIANA"
"DIFU2","Dipsacus fullonum L.","VENUSCUP TEASLE"
"DIIN2","Digitaria insularis (L.) Mez ex Ekman","sourgrass"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DILA10","Distictis lactiflora (Vahl) DC.","WOOLY PANICUM"
"DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","Scribner's panicum"
"DIPA9","Dirca palustris L.","MOOSEWOOD"
"DISA","Digitaria sanguinalis (L.) Scop.","HAIRY CRABGRASS"
"DISP","Distichlis spicata (L.) Greene","SEASHORE SALTGRASS"
"DISP","Distichlis spicata (L.) Greene","INLAND SALTGRASS"
"DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","ROUNDSEED PANICUM"
"DITE2","Diodia teres Walter","ROUGH BUTTONWEED"
"DITE3","Diospyros texana Scheele","Texas persimmon"
"DITET","Diodia teres Walter var. teres","POOR-JOE"
"DIVI3","Diodia virginiana L.","VIRGINIA BUTTONWEED"
"DIVI5","Diospyros virginiana L.","EASTERN PERSIMMON"
"DOME","Dodecatheon meadia L.","COMMON SHOOTING STAR"
"DRBR","Draba brachycarpa Nutt. ex Torr. & A. Gray","SHORTFRUITED DRABA"
"DRCU","Draba cuneifolia Nutt. ex Torr. & A. Gray","WEDGELEAF DRABA"
"DRFI2","Dryopteris filix-mas (L.) Schott","MALE WOODFERN"
"DRMA4","Dryopteris marginalis (L.) A. Gray","WOODFERN"
"DRRE2","Draba reptans (Lam.) Fernald","CREEPING DRABA"
"DUIN2","Duchesnea indica (Andrews) Teschem.","INDIA MOCKSTRAWBERRY"
"DYAM","Dysphania ambrosioides (L.) Mosyakin & Clemants","Mexican tea"
"DYLI","Dyschoriste linearis (Torr. & A. Gray) Kuntze","NARROWLEAF DYSCHORISTE"
"DYPU","Dysphania pumilio (R. Br.) Mosyakin & Clemants","ridged goosefoot"
"DYTA2","Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.","MARYGOLD DOGWEED"
"EBEB","Ebenopsis ebano (Berl.) Barneby & Grimes","Texas ebony"
"ECAN2","Echinacea angustifolia DC.","BLACKSAMSON"
"ECCH2","Echinocereus chisoensis W.T. Marshall","CHISOS LACE CACTUS"
"ECCO2","Echinochloa colona (L.) Link","jungle rice"
"ECCOG","Echinocereus coccineus Engelm. var. gurneyi (L.D. Benson) K.D. Heil & Brack","strawberry cactus"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","BARNYARDGRASS"
"ECEN2","Echinocereus enneacanthus Engelm.","SMALLSPINE PITAYA"
"ECFE","Echinocereus fendleri (Engelm.) Sencke ex J.N. Haage","FENDLER CACTUS"
"ECFR","Echinochloa frumentacea Link","Japanese millet"
"ECHO","Echinocactus horizonthalonius Lem.","devilshead"
"ECLO","Echinocystis lobata (Michx.) Torr. & A. Gray","WILD CUCUMBER"
"ECPA","Echinacea pallida (Nutt.) Nutt.","PURPLE CONEFLOWER"
"ECPE","Echinocereus pectinatus (Scheidw.) Engelm.","rainbow cactus"
"ECPE2","Echinocereus pentalophus (DC.) Lem.","ladyfinger cactus"
"ECPR","Eclipta prostrata (L.) L.","YERBA DE TAJO"
"ECRE","Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage","lace hedgehog cactus"
"ECRO2","Echinocereus ×roetteri (Engelm.) Rümpler [coccineus × dasyacanthus]","LLOYDS HEDGEHOG CACTUS"
"ECTE","Echinocactus texensis Hopffer","DEVIL'S PINCUSHION"
"ECVI2","Echinocereus viridiflorus Engelm.","GREEN PITAYA"
"ECVIC6","Echinocereus viridiflorus Engelm. var. chloranthus (Engelm.) Backeb.","GREENFLOWERED PITAYA"
"ECWA","Echinochloa walteri (Pursh) A. Heller","COAST COCKSPUR"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELAN","Elaeagnus angustifolia L.","RUSSIAN OLIVE"
"ELCA3","Elephantopus carolinianus Raeusch.","LEAFY ELEPHANTFOOT"
"ELCA4","Elymus canadensis L.","CANADA WILDRYE"
"ELCA7","Elodea canadensis Michx.","CANADA WATERWEED"
"ELCE","Eleocharis cellulosa Torr.","GULFCOAST SPIKESEDGE"
"ELCO2","Eleocharis compressa Sull.","FLATSTEMMED SPIKESEDGE"
"ELEL5","Elymus elymoides (Raf.) Swezey","BOTTLEBRUSH SQUIRRELTAIL"
"ELER","Eleocharis erythropoda Steud.","SPIKESEDGE"
"ELGE","Eleocharis geniculata (L.) Roem. & Schult.","CANADA SPIKESEDGE"
"ELIN3","Eleusine indica (L.) Gaertn.","GOOSEGRASS"
"ELNU","Elephantopus nudatus A. Gray","NAKED ELEPHANTFOOT"
"ELNU2","Elodea nuttallii (Planch.) H. St. John","WESTERN WATERWEED"
"ELNY","Ellisia nyctelea (L.) L.","FALSE BABYBLUEEYES"
"ELOB2","Eleocharis obtusa (Willd.) Schult.","BLUNT SPIKESEDGE"
"ELOV","Eleocharis ovata (Roth) Roem. & Schult.","ovate spikerush"
"ELPA3","Eleocharis palustris (L.) Roem. & Schult.","creeping spikerush"
"ELPA5","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","DWARF SPIKERUSH"
"ELQU","Eleocharis quadrangulata (Michx.) Roem. & Schult.","SQUARESTEM SPIKESEDGE"
"ELRO2","Eleocharis rostellata (Torr.) Torr.","BEAKED SPIKERUSH"
"ELTO2","Elephantopus tomentosus L.","HAIRY ELEPHANTFOOT"
"ELTR","Elatine triandra Schkuhr","LONGSTEM WATERWORT"
"ELTR4","Elionurus tripsacoides Humb. & Bonpl. ex Willd.","Pan American balsamscale"
"ELVI","Elymus villosus Muhl. ex Willd.","HAIRY WILDRYE"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"EMSU","Emorya suaveolens Torr.","emorybush"
"ENDE","Enneapogon desvauxii Desv. ex P. Beauv.","feather pappusgrass"
"ENPE4","Engelmannia peristenia (Raf.) Goodman & C.A. Lawson","ENGELMANNDAISY"
"EPAN","Ephedra antisyphilitica Berl. ex C.A. Mey.","ERECT EPHEDRA"
"EPAS","Ephedra aspera Engelm. ex S. Watson","boundary ephedra"
"EPCO","Epilobium coloratum Biehler","WILLOWWEED"
"EPCO2","Ephedra coryi E.L. Reed","CORY EPHEDRA"
"EPGI","Epipactis gigantea Douglas ex Hook.","GIANT HELLEBORE"
"EPPE","Ephedra pedunculata Engelm. ex S. Watson","VINE EPHEDRA"
"EPTO","Ephedra torreyana S. Watson","TORREY EPHEDRA"
"EPTR","Ephedra trifurca Torr. ex S. Watson","longleaf ephedra"
"EQAR","Equisetum arvense L.","FIELD HORSETAIL"
"EQHY","Equisetum hyemale L.","SCOURINGRUSH HORSETAIL"
"EQLA","Equisetum laevigatum A. Braun","SMOOTH HORSETAIL"
"ERACA","Eriochloa acuminata (J. Presl) Kunth var. acuminata","SOUTHWESTERN CUPGRASS"
"ERAL4","Eriogonum alatum Torr.","WING ERIOGONUM"
"ERAN","Erigeron annuus (L.) Pers.","ANNUAL FLEABANE"
"ERAN4","Eriogonum annuum Nutt.","ANNUAL WILDBUCKWHEAT"
"ERAS2","Erysimum asperum (Nutt.) DC.","PRAIRIE ROCKET"
"ERBA2","Eragrostis barrelieri Daveau","MEDITERRANEAN LOVEGRASS"
"ERBE2","Erigeron bellidiastrum Nutt.","WESTERN FLEABANE"
"ERCA","Eragrostis capillaris (L.) Nees","LACEGRASS"
"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","WESTERN WALLFLOWER"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCI6","Erodium cicutarium (L.) L'Hér. ex Aiton","CALIFORNIA FILAREE"
"ERCO8","Eriochloa contracta Hitchc.","PRAIRIE CUPGRASS"
"ERCU","Eragrostis curtipedicellata Buckley","gummy lovegrass"
"ERCU2","Eragrostis curvula (Schrad.) Nees","WEEPING LOVEGRASS"
"ERDI4","Erigeron divergens Torr. & A. Gray","SPREADING FLEABANE"
"ERDI7","Eryngium diffusum Torr.","BUSHY ERYNGO"
"ERER","Eragrostis erosa Scribn.","CHIHUAHUA LOVEGRASS"
"ERFL","Erigeron flagellaris A. Gray","TRAILING FLEABANE"
"ERGE","Erigeron geiseri Shinners","basin fleabane"
"ERHE4","Erythrina herbacea L.","EASTERN CORALBEAN"
"ERHY","Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.","TEAL LOVEGRASS"
"ERIN","Eragrostis intermedia Hitchc.","plains lovegrass"
"ERIN6","Eryngium integrifolium Walter","SIMPLELEAF ERYNGO"
"ERJA","Eriogonum jamesii Benth.","JAMES WILDBUCKWHEAT"
"ERLA12","Ericameria laricifolia (A. Gray) Shinners","Ericameria"
"ERLA3","Eriogonum lachnogynum Torr. ex Benth.","WOOLYCUP WILDBUCKWHEAT"
"ERLE","Eragrostis lehmanniana Nees","Lehmann lovegrass"
"ERLE11","Eryngium leavenworthii Torr. & A. Gray","LEAVENWORTH ERYNGO"
"ERLO5","Eriogonum longifolium Nutt.","LONGLEAF WILDBUCKWHEAT"
"ERLOF","Eriogonum lonchophyllum Torr. & A. Gray var. fendlerianum (Benth.) Reveal","FENDLER WILDBUCKWHEAT"
"ERLU","Eragrostis lugens Nees","mourning lovegrass"
