"Symbol","Scientific Name with Author","GSAT Common Name"
"CAWR","Calycoseris wrightii A. Gray","white tackstem"
"CEANO","Ceanothus L.","Ceanothus"
"CEAR4","Cerastium arvense L.","field chickweed"
"CEBE2","Cerastium beeringianum Cham. & Schltdl.","Bering chickweed"
"CEDI3","Centaurea diffusa Lam.","diffuse knapweed"
"CEEC","Cenchrus echinatus L.","southern sandbur"
"CEEH","Celtis ehrenbergiana (Klotzsch) Liebm.","desert hackberry"
"CEFE","Ceanothus fendleri A. Gray","Fendler ceanothus"
"CEFO2","Cerastium fontanum Baumg.","Common chickweed"
"CEGR","Ceanothus greggii A. Gray","desert ceanothus"
"CEGR7","Cerastium gracile Dufour","slender chickweed"
"CEIN3","Ceanothus integerrimus Hook. & Arn.","deerbrush ceanothus"
"CEIN7","Cercocarpus intricatus S. Watson","littleleaf mountain-mahogany"
"CELA","Celtis laevigata Willd.","NETLEAF HACKBERRY"
"CELE3","Cercocarpus ledifolius Nutt.","curlleaf mountain-mahogany"
"CELO3","Cenchrus longispinus (Hack.) Fernald","longspine sandbur"
"CELTI","Celtis L.","Celtis"
"CEME2","Centaurea melitensis L.","Maltese star thistle"
"CEMO2","Cercocarpus montanus Raf.","alderleaf mountain-mahogany"
"CEMOG","Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin","birchleaf mountain-mahogany"
"CENCH","Cenchrus L.","Cenchrus"
"CENTA","Centaurea L.","Centaurea"
"CENU2","Cerastium nutans Raf.","nodding chickweed"
"CEOC2","Cephalanthus occidentalis L.","buttonbush"
"CEOR9","Cercis orbiculata Greene","redbud"
"CEPHA","Cephalanthus L.","Cephalanthus"
"CERAS","Cerastium L.","Cerastium"
"CERCI2","Cercis L.","Cercis"
"CERCO","Cercocarpus Kunth","Cercocarpus"
"CESO3","Centaurea solstitialis L.","yellow star thistle"
"CESTM","Centaurea stoebe L. ssp. micranthos (Gugler) Hayek","SPOTTED KNAPWEED"
"CETE3","Cerastium texanum Britton","Texas chickweed"
"CHAEN","Chaenactis DC.","Chaenactis"
"CHAL11","Chamaesyce albomarginata (Torr. & A. Gray) Small","whitemargin spurge"
"CHAL7","Chenopodium album L.","common lambsquarters"
"CHAMA15","Chamaesyce Gray","Chamaesyce"
"CHAMA2","Chamaebatiaria (Porter) Maxim.","Chamaebatiaria"
"CHBA11","Chrysothamnus baileyi Wooton & Standl.","Bailey rabbitbrush"
"CHBR","Chorizanthe brevicornu Torr.","brittle spineflower"
"CHCA4","Chenopodium capitatum (L.) Asch.","strawberry blite goosefoot"
"CHCO6","Chorizanthe corrugata (Torr.) Torr. & A. Gray","wrinkled spineflower"
"CHDE","Chenopodium desiccatum A. Nelson","narrowleaf goosefoot"
"CHDO","Chaenactis douglasii (Hook.) Hook. & Arn.","Douglas pincushion flower"
"CHENO","Chenopodium L.","Chenopodium"
"CHFR","Chaenactis fremontii A. Gray","desert pincushion flower"
"CHFR3","Chenopodium fremontii S. Watson","FREMONT GOOSEFOOT"
"CHGA2","Chloris gayana Kunth","Rhodes windmillgrass"
"CHGR17","Chamaesyce gracillima (S. Watson) Millsp.","Mexican spurge"
"CHGR6","Chrysothamnus greenei (A. Gray) Greene","Greene rabbitbrush"
"CHHY3","Chamaesyce hyssopifolia (L.) Small","LEAFY SPURGE"
"CHILO","Chilopsis D. Don","Chilopsis"
"CHIN2","Chenopodium incanum (S. Watson) A. Heller","mealy goosefoot"
"CHLE4","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","narrowleaf goosefoot"
"CHLI2","Chilopsis linearis (Cav.) Sweet","desert-willow"
"CHLI3","Chrysothamnus linifolius Greene","spearleaf rabbitbrush"
"CHLOR","Chloris Sw.","Chloris"
"CHMA","Chaenactis macrantha D.C. Eaton","largehead pincushion flower"
"CHMA15","Chamaesyce maculata (L.) Small","SPOTTED SPURGE"
"CHMI2","Chamaebatiaria millefolium (Torr.) Maxim.","fernbush"
"CHMU2","Chenopodium murale L.","nettleleaf goosefoot"
"CHNE3","Chenopodium neomexicanum Standl.","New Mexico goosefoot"
"CHORI2","Chorizanthe R. Br. ex Benth.","Chorizanthe"
"CHPO12","Chamaesyce polycarpa (Benth.) Millsp. ex Parish","smallseed spurge"
"CHPR5","Chenopodium pratericola Rydb.","DESERT GOOSEFOOT"
"CHPR6","Chamaesyce prostrata (Aiton) Small","PROSTRATE SPURGE"
"CHRI","Chorizanthe rigida (Torr.) Torr. & A. Gray","turkshead"
"CHRU","Chenopodium rubrum L.","RED GOOSEFOOT"
"CHRYS2","Chrysanthemum L.","Chrysanthemum"
"CHRYS9","Chrysothamnus Nutt.","Chrysothamnus"
"CHSE4","Chamaesyce serpens (Kunth) Small","matted spurge"
"CHSE6","Chamaesyce serpyllifolia (Pers.) Small","THYMELEAF SPURGE"
"CHST8","Chamaesyce stictospora (Engelm.) Small","SLIMSEED SPURGE"
"CHVE2","Chloris verticillata Nutt.","tumble windmillgrass"
"CHVI4","Chloris virgata Sw.","feather fingergrass"
"CHVI8","Chrysothamnus viscidiflorus (Hook.) Nutt.","Douglas rabbitbrush"
"CHWA","Chenopodium watsonii A. Nelson","Watson goosefoot"
"CHWA2","Chorizanthe watsonii Torr. & A. Gray","fivetooth spineflower"
"CIAR3","Cirsium arizonicum (A. Gray) Petr.","Arizona thistle"
"CIAR4","Cirsium arvense (L.) Scop.","CANADA THISTLE"
"CICHO","Cichorium L.","Cichorium"
"CICUT","Cicuta L.","Cicuta"
"CIDR2","Cirsium drummondii Torr. & A. Gray","dwarf thistle"
"CIIN","Cichorium intybus L.","CHICORY"
"CIMA2","Cicuta maculata L.","spotted water hemlock"
"CINE","Cirsium neomexicanum A. Gray","New Mexico thistle"
"CIOC2","Cirsium ochrocentrum A. Gray","YELLOWSPINE THISTLE"
"CIPA","Cirsium parryi (A. Gray) Petr.","Parry thistle"
"CIRSI","Cirsium Mill.","Cirsium"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CIWH","Cirsium wheeleri (A. Gray) Petr.","Wheeler thistle"
"CLDR","Clematis drummondii Torr. & A. Gray","Drummond virginsbower"
"CLEMA","Clematis L.","Clematis"
"CLEOM","Cleome L.","Cleome"
"CLHI","Clematis hirsutissima Pursh","hairy virginsbower"
"CLIS","Cleome isomeris Greene","burrofat"
"CLITO","Clitoria L.","Clitoria"
"CLLI2","Clematis ligusticifolia Nutt.","western white virginsbower"
"CLLU2","Cleome lutea Hook.","yellow beeplant"
"CLMA4","Clitoria mariana L.","Atlantic pigeonwings"
"CLMU","Cleome multicaulis DC.","slender spiderflower"
"CLPA","Clematis palmeri Rose","Palmer virginsbower"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CNAN","Cnidoscolus angustidens Torr.","mala mujer"
"CNIDO","Cnidoscolus Pohl","Cnidoscolus"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAU2","Corydalis aurea Willd.","GOLDEN CORYDALIS"
"COBO","Conyza bonariensis (L.) Cronquist","asthma horseweed"
"COCA31","Coursetia caribaea (Jacq.) Lavin","anil falso"
"COCA5","Conyza canadensis (L.) Cronquist","Canadian horseweed"
"COCA8","Coreopsis californica (Nutt.) H. Sharsm.","California tickseed"
"COCU2","Corydalis curvisiliqua Engelm.","CURVEPOD CORYDALIS"
"CODI4","Commelina dianthifolia Delile","birdbill dayflower"
"CODO2","Coreopsis douglasii (DC.) H.M. Hall","Douglas tickseed"
"COEQ","Convolvulus equitans Benth.","hoary bindweed"
"COER","Commelina erecta L.","whitemouth dayflower"
"COER5","Condalia ericoides (A. Gray) M.C. Johnst.","javelina bush"
"COGL","Condalia globosa I.M. Johnst.","bitter condalia"
"COGL7","Coursetia glabella (A. Gray) Lavin","smooth coursetia"
"COGL8","Coursetia glandulosa A. Gray","samota"
"COLEO","Coleogyne Torr.","Coleogyne"
"COMA2","Conium maculatum L.","Poison hemlock"
"COMA25","Corallorhiza maculata (Raf.) Raf.","spotted coralroot"
"COMAN","Comandra Nutt.","Comandra"
"COME2","Conioselinum mexicanum J.M. Coult. & Rose","Mexican hemlock-parsley"
"COMME","Commelina L.","Commelina"
"CONDA","Condalia Cav.","Condalia"
"CONIO","Conioselinum Hoffm.","Conioselinum"
"CONIU","Conium L.","Conium"
"CONVO","Convolvulus L.","Convolvulus"
"CONYZ","Conyza Less.","Conyza"
"COPA13","Cottea pappophoroides Kunth","cotta grass"
"COPA16","Cordia parvifolia A. DC.","small leaf cordia"
"COPA9","Cordylanthus parviflorus (Ferris) Wiggins","purple birdsbeak"
"CORA","Coleogyne ramosissima Torr.","blackbrush"
"CORAL5","Corallorhiza Gagnebin, orth. cons.","Corallorrhiza"
"CORDI","Cordia L.","Cordia"
"CORDY","Cordylanthus Nutt. ex Benth.","Cordylanthus"
"CORE3","Coryphantha recurvata (Engelm.) Britton & Rose","Santa Cruz beehive cactus"
"COREO2","Coreopsis L.","Coreopsis"
"CORNU","Cornus L.","Cornus"
"COROR","Coryphantha robustispina (Schott ex Engelm.) Britton & Rose ssp. robustispina","Pima pineapple cactus"
"COROS","Coryphantha robustispina (Schott ex Engelm.) Britton & Rose ssp. scheeri (Muehlenpf.) N.P. Taylor","Pima pineapple cactus"
"CORYD","Corydalis DC.","Corydalis"
"CORYP","Coryphantha (Engelm.) Lem.","Coryphantha"
"COSC2","Conioselinum scopulorum (A. Gray) J.M. Coult. & Rose","Rocky Mountain hemlock-parsley"
"COSE16","Cornus sericea L.","redosier dogwood"
"COSP3","Condalia spathulata A. Gray","knifeleaf condalia"
"COST19","Corallorhiza striata Lindl.","striped coralroot"
"COTI3","Coreopsis tinctoria Nutt.","GOLDEN TICKSEED"
"COTTE","Cottea Kunth","Cottea"
"COUM","Comandra umbellata (L.) Nutt.","BASTARD TOADFLAX"
"COURS","Coursetia DC.","Coursetia"
"COWA","Condalia warnockii M.C. Johnst.","Mexican crucillo"
"COWI5","Corallorhiza wisteriana Conrad","SPRING CORALROOT"
"COWR2","Cordylanthus wrightii A. Gray","Wright birdsbeak"
"CRAC2","Crepis acuminata Nutt.","tapertip hawksbeard"
"CRAC3","Cryptogramma acrostichoides R. Br.","American rockbrake"
"CRAL","Cryptantha albida (Kunth) I.M. Johnst.","New Mexico cryptantha"
"CRAN4","Cryptantha angustifolia (Torr.) Greene","popcornflower cryptantha"
"CRASS","Crassula L.","Crassula"
"CRATA","Crataegus L.","Crataegus"
"CRCA13","Cryptantha capitata (Eastw.) I.M. Johnst.","capitate cryptantha"
"CRCA5","Croton californicus Müll. Arg.","California croton"
"CRCI2","Cryptantha circumscissa (Hook. & Arn.) I.M. Johnst.","cushion cryptantha"
"CRCI3","Cryptantha cinerea (Greene) Cronquist","JAMES CRYPTANTHA"
"CRCO34","Crassula connata (Ruiz & Pav.) A. Berger","sand pygmyweed"
"CRCR3","Cryptantha crassisepala (Torr. & A. Gray) Greene","thicksepal cryptantha"
"CREPI","Crepis L.","Crepis"
"CRER","Crataegus erythropoda Ashe","cerro hawthorn"
"CRFE3","Cryptantha fendleri (A. Gray) Greene","sand dune cryptantha"
"CRGA2","Cryptantha ganderi I.M. Johnst.","Gander cryptantha"
"CRHO3","Cryptantha holoptera (A. Gray) J.F. Macbr.","winged cryptantha"
"CRIN4","Crepis intermedia A. Gray","limestone hawksbeard"
"CRLI2","Croton lindheimerianus Scheele","threeseed croton"
"CRMA7","Cryptantha maritima (Greene) Greene","Guadalupe cryptantha"
"CRMI","Cryptantha micrantha (Torr.) I.M. Johnst.","redroot cryptantha"
"CRMU2","Cryptantha muricata (Hook. & Arn.) A. Nelson & J.F. Macbr.","pointed cryptantha"
"CRNE2","Cryptantha nevadensis A. Nelson & Kennedy","Nevada cryptantha"
"CROC","Crepis occidentalis Nutt.","largeflower hawksbeard"
"CROTA","Crotalaria L.","Crotalaria"
"CROTO","Croton L.","Croton"
"CRPT","Cryptantha pterocarya (Torr.) Greene","wingnut cryptantha"
"CRPU4","Crotalaria pumila Ortega","low rattlebox"
"CRRA2","Cryptantha racemosa (S. Watson) Greene","bushy cryptantha"
"CRRI","Crataegus rivularis Nutt.","river hawthorn"
"CRRU3","Crepis runcinata (James) Torr. & A. Gray","fiddleleaf hawksbeard"
"CRSA4","Crotalaria sagittalis L.","arrowhead rattlebox"
"CRSE11","Croton setigerus Hook.","doveweed croton"
"CRSE5","Cryptantha setosissima (A. Gray) Payson","bristly cryptantha"
"CRSO","Croton sonorae Torr.","Sonoran croton"
"CRTE4","Croton texensis (Klotzsch) Müll. Arg.","TEXAS CROTON"
"CRVI6","Crassula viridis (S. Watson) Bywater & Wickens","pricklyseed pygmyweed"
"CRWI2","Croton wigginsii L.C. Wheeler","Wiggins croton"
"CRWO","Crataegus wootoniana Eggl.","Wooton hawthorn"
"CRYPT","Cryptantha Lehm. ex G. Don","CRYPTANTHA"
"CRYPT3","Cryptogramma R. Br.","Cryptogramma"
"CUAP","Cuscuta applanata Engelm.","Gila River dodder"
"CUCO3","Cuscuta coryli Engelm.","HAZEL DODDER"
"CUCUR","Cucurbita L.","Cucurbita"
"CUDE2","Cuscuta denticulata Engelm.","smalltooth dodder"
"CUDI","Cucurbita digitata A. Gray","fingerleaf gourd"
"CUER","Cuscuta erosa Yunck.","Sonoran dodder"
"CUFO","Cucurbita foetidissima Kunth","buffalo gourd"
"CUGR","Cuscuta gronovii Willd. ex Schult.","love dodder"
"CUIN","Cuscuta indecora Choisy","largeseed dodder"
"CUOD","Cuscuta odontolepis Engelm.","Santa Rita dodder"
"CUPA","Cucurbita palmata S. Watson","coyote melon"
"CUPO2","Cuscuta potosina Schaffn.","globe dodder"
"CUPRE","Cupressus L.","Cupressus"
"CUSA","Cuscuta salina Engelm.","saltmarsh dodder"
"CUSCU","Cuscuta L.","Cuscuta"
"CUTU","Cuscuta tuberculata Brandegee","tuber dodder"
"CUUM","Cuscuta umbellata Kunth","flatglobe dodder"
"CYAC2","Cyperus acuminatus Torr. & Hook. ex Torr.","taperleaf flatsedge"
"CYACA2","Cylindropuntia acanthocarpa (Engelm. & J.M. Bigelow) F.M. Knuth var. acanthocarpa","buckhorn cholla"
"CYAM","Cyperus amabilis Vahl","foothill flatsedge"
"CYAR14","Cylindropuntia arbuscula (Engelm.) F.M. Knuth","pencil cholla"
"CYDA","Cynodon dactylon (L.) Pers.","Bermuda grass"
"CYDI4","Cyperus difformis L.","variable flatsedge"
"CYEC3","Cylindropuntia echinocarpa (Engelm. & J.M. Bigelow) F.M. Knuth","silver cholla"
"CYES","Cyperus esculentus L.","yellow nutsedge"
"CYFE2","Cyperus fendlerianus Boeckeler","Fendler flatsedge"
"CYFUF","Cylindropuntia fulgida (Engelm.) F.M. Knuth var. fulgida","jumping cholla"
"CYIMI","Cylindropuntia imbricata (Haw.) F.M. Knuth var. imbricata","tree cholla"
"CYLA2","Cyperus laevigatus L.","smooth flatsedge"
"CYLE8","Cylindropuntia leptocaulis (DC.) F.M. Knuth","Christmas cholla"
"CYMA4","Cyperus manimae Kunth","smoothstem flatsedge"
"CYNI2","Cyperus niger Ruiz & Pav.","black flatsedge"
"CYNOD","Cynodon Rich.","Cynodon"
"CYOD","Cyperus odoratus L.","FRAGRANT FLATSEDGE"
"CYPER","Cyperus L.","Cyperus"
"CYRA9","Cylindropuntia ramosissima (Engelm.) F.M. Knuth","diamond cholla"
"CYRO","Cyperus rotundus L.","purple nutsedge"
"CYSP2","Cyperus spectabilis Link","spectacular flatsedge"
"CYSP8","Cylindropuntia spinosior (Engelm.) F.M. Knuth","cane cholla"
"CYVE3","Cylindropuntia versicolor (Engelm. ex J.M. Coult.) F.M. Knuth","staghorn cholla"
"CYWH","Cylindropuntia whipplei (Engelm. & J.M. Bigelow) F.M. Knuth","Whipple cholla"
"DAAL","Dalea albiflora A. Gray","whiteflower dalea"
"DACA3","Danthonia californica Bol.","California oatgrass"
"DACTY","Dactylis L.","Dactylis"
"DADI2","Datura discolor Bernh.","desert thornapple"
"DAFO","Dalea formosa Torr.","feathery dalea"
"DAFRF","Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz","shrubby-cinquefoil"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DAGR","Dalea grayi (Vail) L.O. Williams","Gray dalea"
"DALA3","Dalea lanata Spreng.","woolly dalea"
"DALE3","Dalea leporina (Aiton) Bullock","foxtail dalea"
"DALEA","Dalea L.","Dalea"
"DAMO","Dalea mollis Benth.","soft dalea"
"DAMO2","Dalea mollissima (Rydb.) Munz","hairy dalea"
"DANE","Dalea neomexicana (A. Gray) Cory","New Mexico dalea"
"DANTH","Danthonia DC.","Danthonia"
"DAPR","Dalea pringlei A. Gray","Pringle dalea"
"DAPU4","Dalea pulchra Gentry","Santa Catalina dalea"
"DAPU5","Dalea purpurea Vent.","violet dalea"
"DAPU7","Dasyochloa pulchella (Kunth) Willd. ex Rydb.","fluffgrass"
"DASIP","Dasiphora Raf.","Dasiphora"
"DAST","Datura stramonium L.","JIMSONWEED"
"DASYL","Dasylirion Zucc.","Dasylirion"
"DASYO","Dasyochloa Willd. ex Rydb.","Dasyochloa"
"DATUR","Datura L.","Datura"
"DAVE","Dalea versicolor Zucc.","oakwoods dalea"
"DAWH2","Dasylirion wheeleri S. Watson","sotol"
"DAWR","Dalea wrightii A. Gray","Wright dalea"
"DAWR2","Datura wrightii Regel","sacred datura"
"DEAR2","Desmodium arizonicum S. Watson","Arizona tickclover"
"DEBA3","Desmodium batocaulon A. Gray","bushy tickclover"
"DECA6","Descurainia californica (A. Gray) O.E. Schulz","Sierran tansymustard"
"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass"
"DECI2","Desmodium cinerascens A. Gray","spiked tickclover"
"DECO4","Desmanthus covillei (Britton & Rose) Wiggins ex B.L. Turner","Coville bundleflower"
"DEGL8","Desmanthus glandulosus (B.L. Turner) Luckow","glandular bundleflower"
"DEGR2","Desmodium grahamii A. Gray","Graham tickclover"
"DEIN5","Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn","mountain tansymustard"
"DELPH","Delphinium L.","Delphinium"
"DENE","Desmodium neomexicanum A. Gray","New Mexico tickclover"
"DENU2","Delphinium nuttallianum Pritz. ex Walp.","twolobe larkspur"
"DEOB","Descurainia obtusa (Greene) O.E. Schulz","blunt tansymustard"
"DEPA","Delphinium parishii A. Gray","desert larkspur"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DEPS","Desmodium psilocarpum A. Gray","Santa Cruz Island tickclover"
"DEPS2","Desmodium psilophyllum Schltdl.","simpleleaf tickclover"
"DERE4","Desmodium retinens Schltdl.","Santa Rita tickclover"
"DESC","Delphinium scaposum Greene","barestem larkspur"
"DESC2","Delphinium scopulorum A. Gray","Rocky Mountain larkspur"
"DESCH","Deschampsia P. Beauv.","Deschampsia"
"DESCU","Descurainia Webb & Bethel.","Descurainia"
"DESMA","Desmanthus Willd.","Desmanthus"
"DESMO","Desmodium Desv.","Desmodium"
"DEVI3","Desmanthus virgatus (L.) Willd.","wild bundleflower"
"DEWO","Delphinium wootonii Rydb.","Organ Mountain larkspur"
"DICA14","Dichelostemma capitatum (Benth.) Alph. Wood","bluedicks"
"DICA7","Dithyrea californica Harv.","California spectaclepod"
"DICA8","Digitaria californica (Benth.) Henr.","Arizona cottontop"
"DICHE2","Dichelostemma Kunth","Dichelostemma"
"DIFU2","Dipsacus fullonum L.","common teasel"
"DIGIT2","Digitaria Haller","Digitaria"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DIMOR","Dimorphocarpa Rollins","Dimorphocarpa"
"DIODI","Diodia L.","Diodia"
"DIPI2","Dimorphocarpa pinnatifida Rollins","tansy spectaclepod"
"DIPSA","Dipsacus L.","Dipsacus"
"DISA","Digitaria sanguinalis (L.) Scop.","large crabgrass"
"DISP","Distichlis spicata (L.) Greene","desert saltgrass"
"DISTI","Distichlis Raf.","Distichlis"
"DITE2","Diodia teres Walter","buttonweed"
"DITHY","Dithyrea Harv.","Dithyrea"
"DIWI2","Dimorphocarpa wislizeni (Engelm.) Rollins","touristplant spectaclepod"
"DODEC","Dodecatheon L.","Dodecatheon"
"DODON","Dodonaea Mill.","Dodonaea"
"DOPU","Dodecatheon pulchellum (Raf.) Merr.","darkthroat shootingstar"
"DOVI","Dodonaea viscosa (L.) Jacq.","hopseed bush"
"DRABA","Draba L.","Draba"
"DRAL4","Draba albertina Greene","slender draba"
"DRAR3","Dryopteris arguta (Kaulf.) Watt","coastal woodfern"
"DRAS","Draba asprella Greene","rough draba"
"DRAU","Draba aurea Vahl ex Hornem.","golden draba"
"DRBR","Draba brachycarpa Nutt. ex Torr. & A. Gray","shortpod draba"
"DRCU","Draba cuneifolia Nutt. ex Torr. & A. Gray","WEDGELEAF DRABA"
"DRRU2","Dryopetalon runcinatum A. Gray","rock mustard"
"DRSP","Draba spectabilis Greene","showy draba"
"DRYOP","Dryopteris Adans.","Dryopteris"
"DRYOP2","Dryopetalon A. Gray","Dryopetalon"
"DUCO","Dudleya collomiae Rose ex Morton","echeveria"
"DUDLE","Dudleya Britton & Rose","Dudleya"
"DUER","Duranta erecta L.","golden dewdrops"
"DUPU","Dudleya pulverulenta (Nutt.) Britton & Rose","chalk echeveria"
"DURAN","Duranta L.","Duranta"
"DYAM","Dysphania ambrosioides (L.) Mosyakin & Clemants","Mexican tea goosefoot"
"DYPA","Dyssodia papposa (Vent.) Hitchc.","dogbane dyssodia"
"DYSSO","Dyssodia Cav.","Dyssodia"
"ECCO2","Echinochloa colona (L.) Link","junglerice grass"
"ECCO5","Echinocereus coccineus Engelm.","scarlet hedgehog cactus"
"ECCOA","Echinocereus coccineus Engelm. var. arizonicus (Rose ex Orcutt) D.J. Ferguson","Arizona hedgehog cactus"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","barnyard grass"
"ECDA","Echinocereus dasyacanthus Engelm.","spiny hedgehog cactus"
"ECEN","Echinocereus engelmannii (Parry ex Engelm.) Lem.","Engelmann hedgehog cactus"
"ECFE","Echinocereus fendleri (Engelm.) Sencke ex J.N. Haage","Fendler hedgehog cactus"
"ECHIN2","Echinocactus Link & Otto","Echinocactus"
"ECHIN3","Echinocereus Engelm.","Echinocereus"
"ECHIN4","Echinochloa P. Beauv.","Echinochloa"
"ECHO","Echinocactus horizonthalonius Lem.","turkshead barrel cactus"
"ECNI","Echinocereus nicholii (L.D. Benson) Parfitt","Nichol hedgehog cactus"
"ECPE","Echinocereus pectinatus (Scheidw.) Engelm.","rainbow cactus"
"ECPO2","Echinocactus polycephalus Engelm. & J.M. Bigelow","many-headed barrel cactus"
"ECPO6","Echinocereus polyacanthus Engelm.","Mojave mound hedgehog cactus"
"ECRI3","Echinocereus rigidissimus (Engelm.) hort ex F. Haage","rainbow hedgehog cactus"
"ECTR","Echinocereus triglochidiatus Engelm.","claretcup hedgehog cactus"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELAEA","Elaeagnus L.","Elaeagnus"
"ELAN","Elaeagnus angustifolia L.","Russian-olive"
"ELBA","Elionurus barbiculmis Hack.","woolly bunchgrass"
"ELCA4","Elymus canadensis L.","CANADA WILDRYE"
"ELEL5","Elymus elymoides (Raf.) Swezey","BOTTLEBRUSH SQUIRRELTAIL"
"ELEOC","Eleocharis R. Br.","Eleocharis"
"ELFL","Eleocharis flavescens (Poir.) Urb.","yellow spikerush"
"ELGE","Eleocharis geniculata (L.) Roem. & Schult.","Canada spikerush"
"ELGL","Elymus glaucus Buckley","blue wildrye"
"ELION","Elionurus Humb. & Bonpl. ex Willd.","Elionurus"
"ELLA3","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould","streambank wheatgrass"
"ELLAL","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus","thickspike wheatgrass"
"ELMO","Eleocharis montana (Kunth) Roem. & Schult.","mountain spikerush"
"ELMO2","Eleocharis montevidensis Kunth","sand spikerush"
"ELPA3","Eleocharis palustris (L.) Roem. & Schult.","common spikerush"
"ELPA4","Eleocharis parishii Britton","Parish spikerush"
"ELPS","Elymus ×pseudorepens (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [lanceolatus × trachycaulus]","creeping wildrye"
"ELRE4","Elymus repens (L.) Gould","quackgrass"
"ELRO2","Eleocharis rostellata (Torr.) Torr.","BEAKED SPIKERUSH"
"ELTR7","Elymus trachycaulus (Link) Gould ex Shinners","Slender wheatgrass"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"ELYMU","Elymus L.","Elymus"
"ENAR","Enceliopsis argophylla (D.C. Eaton) A. Nelson","silverleaf sunray"
"ENCEL","Encelia Adans.","Encelia"
"ENCEL2","Enceliopsis (A. Gray) A. Nelson","Enceliopsis"
"ENDE","Enneapogon desvauxii Desv. ex P. Beauv.","spike pappusgrass"
"ENFA","Encelia farinosa A. Gray ex Torr.","white brittlebush"
"ENFR","Encelia frutescens (A. Gray) A. Gray","rayless brittlebush"
"ENGEL","Engelmannia A. Gray ex Nutt.","Engelmannia"
"ENNEA","Enneapogon Desv. ex P. Beauv.","Enneapogon"
"ENPE4","Engelmannia peristenia (Raf.) Goodman & C.A. Lawson","ENGELMANN DAISY"
"EPAS","Ephedra aspera Engelm. ex S. Watson","rough Mormon tea"
"EPHED","Ephedra L.","Ephedra"
"EPNE","Ephedra nevadensis S. Watson","Nevada Mormon tea"
"EPTO","Ephedra torreyana S. Watson","Torrey Mormon tea"
"EPTR","Ephedra trifurca Torr. ex S. Watson","longleaf Mormon tea"
"EPVI","Ephedra viridis Coville","green Mormon tea"
"EQAR","Equisetum arvense L.","FIELD HORSETAIL"
"EQHY","Equisetum hyemale L.","SCOURINGRUSH HORSETAIL"
"EQLA","Equisetum laevigatum A. Braun","SMOOTH HORSETAIL"
"EQUIS","Equisetum L.","Equisetum"
"ERAC4","Eriochloa acuminata (J. Presl) Kunth","SOUTHWESTERN CUPGRASS"
"ERAGR","Eragrostis von Wolf","Eragrostis"
"ERAL4","Eriogonum alatum Torr.","winged buckwheat"
"ERAN2","Eriodictyon angustifolium Nutt.","yerba santa"
"ERAR5","Eriochloa aristata Vasey","bearded cupgrass"
"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","WESTERN WALLFLOWER"
"ERCA2","Erigeron caespitosus Nutt.","tufted fleabane"
"ERCA4","Erigeron canus A. Gray","hoary fleabane"
"ERCE3","Ericameria cervina (S. Watson) Rydb.","deer goldenbush"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCI6","Erodium cicutarium (L.) L'Hér. ex Aiton","redstem filaree"
"ERCO14","Eriogonum corymbosum Benth.","crispleaf buckwheat"
"ERCO27","Erigeron concinnus (Hook. & Arn.) Torr. & A. Gray","Navajo fleabane"
"ERCO8","Eriochloa contracta Hitchc.","PRAIRIE CUPGRASS"
"ERCU2","Eragrostis curvula (Schrad.) Nees","WEEPING LOVEGRASS"
"ERCU7","Ericameria cuneata (A. Gray) McClatchie","cliff goldenbush"
"ERDE6","Eriogonum deflexum Torr.","skeletonweed buckwheat"
"ERDE9","Eriogonum deserticola S. Watson","dune buckwheat"
"ERDI2","Eriastrum diffusum (A. Gray) H. Mason","miniature woollystar"
"ERDI4","Erigeron divergens Torr. & A. Gray","SPREADING FLEABANE"
"ERDI5","Eriogonum divaricatum Hook.","divergent buckwheat"
"EREA","Erigeron eatonii A. Gray","Eaton fleabane"
"ERER2","Eriastrum eremicum (Jeps.) H. Mason","desert eriastrum"
"ERFA2","Eriogonum fasciculatum Benth.","flattop buckwheat"
