"Symbol","Scientific Name with Author","GSAT Common Name"
"CYOD","Cyperus odoratus L.","fragrant flatsedge"
"CYOF","Cynoglossum officinale L.","hound's tongue"
"CYPAP3","Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","Yellow lady's slipper"
"CYPAP4","Cypripedium parviflorum Salisb. var. parviflorum","Yellow lady's slipper"
"CYRE6","Cypripedium reginae Walter","showy lady's slipper"
"CYSC3","Cyperus schweinitzii Torr.","Schweinitz's flatsedge"
"CYSQ","Cyperus squarrosus L.","Awned cyperus"
"CYVIB","Cynoglossum virginianum L. var. boreale (Fernald) Cooperr.","Norther wild comfrey"
"CYXA2","Cyclachaena xanthiifolia (Nutt.) Fresen.","marsh elder"
"DACA6","Daucus carota L.","WILD CARROT"
"DACAC","Dalea candida Michx. ex Willd. var. candida","white prairie clover"
"DACAO","Dalea candida Michx. ex Willd. var. oligophylla (Torr.) Shinners","white prairie clover"
"DAEN","Dalea enneandra Nutt.","Nine-anther prairie clover"
"DAFRF","Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz","Shrubby cinquefoil"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DALE3","Dalea leporina (Aiton) Bullock","foxtail prairie clover"
"DAPU5","Dalea purpurea Vent.","purple prairie clover"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","POVERTY OATGRASS"
"DAST","Datura stramonium L.","Jimson weed"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DAVI6","Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase","Long-bracted orchis"
"DEBI","Delphinium bicolor Nutt.","little larkspur"
"DECA7","Desmodium canadense (L.) DC.","Canada ticktrefoil"
"DECAV2","Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks","Prairie larkspur"
"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass"
"DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","Large-flowered ticktrefoil"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","prairie bundleflower"
"DEINI","Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incana","Western tansy mustard"
"DEPIB","Descurainia pinnata (Walter) Britton ssp. brachycarpa (Richardson) Detling","tansymustard"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DIACF","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann","Woolly panicgrass"
"DICU","Dicentra cucullaria (L.) Bernh.","dutchman's breeches"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DILE2","Dichanthelium leibergii (Vasey) Freckmann","Leiberg's panicum"
"DILI2","Dichanthelium linearifolium (Scribn. ex Nash) Gould","slimleaf panicgrass"
"DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","Scribner's rosette grass"
"DISA","Digitaria sanguinalis (L.) Scop.","HAIRY CRABGRASS"
"DISP","Distichlis spicata (L.) Greene","SEASHORE SALTGRASS"
"DIVIV","Dichanthelium villosissimum (Nash) Freckmann var. villosissimum","Woolly panicgrass"
"DIWI5","Dichanthelium wilcoxianum (Vasey) Freckmann","fall rosette grass"
"DOPU","Dodecatheon pulchellum (Raf.) Merr.","Shooting star"
"DOUMP2","Doellingeria umbellata (Mill.) Nees var. pubens (A. Gray) Britton","Flattop aster"
"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","Wood fern"
"DRCR4","Dryopteris cristata (L.) A. Gray","Crested shield fern"
"DRNE","Draba nemorosa L.","Yellow whitlowwort"
"DRPA2","Dracocephalum parviflorum Nutt.","American dragonhead"
"DRRE2","Draba reptans (Lam.) Fernald","WHITE WHITLOWWORT"
"DRRO","Drosera rotundifolia L.","Round-leaf sundew"
"DRTH","Dracocephalum thymiflorum L.","thymeleaf dragonhead"
"DYBO","Dysphania botrys (L.) Mosyakin & Clemants","Jerusalem oak"
"DYPA","Dyssodia papposa (Vent.) Hitchc.","fetid marigold"
"ECAN2","Echinacea angustifolia DC.","blacksamson echinacea"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","BARNYARDGRASS"
"ECLO","Echinocystis lobata (Michx.) Torr. & A. Gray","WILD CUCUMBER"
"ECMUM","Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand","rough barnyardgrass"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELAM3","Elatine americana (Pursh) Arn.","waterwort"
"ELAN","Elaeagnus angustifolia L.","RUSSIAN OLIVE"
"ELCA4","Elymus canadensis L.","CANADA WILDRYE"
"ELCA7","Elodea canadensis Michx.","waterweed"
"ELCO","Elaeagnus commutata Bernh. ex Rydb.","silverberry"
"ELCO2","Eleocharis compressa Sull.","flatstem spikerush"
"ELDA","×Elyhordeum dakotense (Bowden) Bowden [Elymus canadensis × Hordeum jubatum]","Dakota barley"
"ELDI3","Elymus diversiglumis Scribn. & C.R. Ball","Interrupted wildrye"
"ELELB2","Elymus elymoides (Raf.) Swezey ssp. brevifolius (J.G. Sm.) Barkworth","SQUIRRELTAIL"
"ELER","Eleocharis erythropoda Steud.","bald spikerush"
"ELGL","Elymus glaucus Buckley","blue wildrye"
"ELHYH","Elymus hystrix L. var. hystrix","Bottlebrush-grass"
"ELLAL","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus","thickspike wheatgrass"
"ELMA5","Eleocharis macrostachya Britton","spikerush"
"ELMA5","Eleocharis macrostachya Britton","Irisleaf spikerush"
"ELMA8","×Elyhordeum macounii (Vasey) Barkworth & D.R. Dewey [Elymus trachycaulus × Hordeum jubatum]","Macoun's wildrye"
"ELMO4","×Elyhordeum montanense (Scribn.) Bowden [Elymus virginicus × Hordeum jubatum]","mountain barley"
"ELNY","Ellisia nyctelea (L.) L.","WATERPOD"
"ELOV","Eleocharis ovata (Roth) Roem. & Schult.","BLUNT SPIKESEDGE"
"ELPA5","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","Eleocharis parvula"
"ELPAP","Eleocharis palustris (L.) Roem. & Schult. var. palustris","common spikerush"
"ELQU2","Eleocharis quinqueflora (Hartmann) O. Schwarz","Few-flowered spikesedge"
"ELRE4","Elymus repens (L.) Gould","quackgrass"
"ELTRS","Elymus trachycaulus (Link) Gould ex Shinners ssp. subsecundus (Link) Á. Löve & D. Löve","bearded wheatgrass"
"ELTRT","Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus","Slender wheatgrass"
"ELVI","Elymus villosus Muhl. ex Willd.","HAIRY WILDRYE"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"ELWO","Eleocharis wolfii (A. Gray) A. Gray ex Britton","Wolf's spikerush"
"ENDI","Endolepis dioica (Nutt.) Standl.","Sillscale"
"EPBR3","Epilobium brachycarpum C. Presl","Willow herb"
"EPLE2","Epilobium leptophyllum Raf.","Narrow-leaved willow herb"
"EPPY4","Epilobium pygmaeum (Speg.) Hoch & P.H. Raven","Smooth spike primrose"
"EQFE","Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum]","Intermediate scouring rush"
"EQFL","Equisetum fluviatile L.","water horsetail"
"EQHY","Equisetum hyemale L.","Common scouring rush"
"EQLA","Equisetum laevigatum A. Braun","Smooth scouring rush"
"EQPA","Equisetum palustre L.","marsh horsetail"
"EQPR","Equisetum pratense Ehrh.","meadow horsetail"
"EQSY","Equisetum sylvaticum L.","Wood horsetail"
"EQUIS","Equisetum L.","FIELD HORSETAIL"
"ERAN4","Eriogonum annuum Nutt.","annual buckwheat"
"ERAS2","Erysimum asperum (Nutt.) DC.","WESTERN WALLFLOWER"
"ERCA2","Erigeron caespitosus Nutt.","tufted fleabane"
"ERCH7","Eriophorum chamissonis C.A. Mey.","Chamisso's cottonsedge"
"ERCH9","Erysimum cheiranthoides L.","Wormwood wallflower"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCO4","Erigeron compositus Pursh","cutleaf daisy"
"ERDI4","Erigeron divergens Torr. & A. Gray","SPREADING FLEABANE"
"ERFL4","Eriogonum flavum Nutt.","Yellow wild buckwheat"
"ERGA","Erucastrum gallicum (Willd.) O.E. Schulz","common dogmustard"
"ERHY","Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.","TEAL LOVEGRASS"
"ERIN7","Erysimum inconspicuum (S. Watson) MacMill.","SMALLFLOWER WALLFLOWER"
"ERLO","Erigeron lonchophyllus Hook.","shortray fleabane"
"ERNAG","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. glabrata (A. Gray) G.L. Nesom & Baird","Rabbit brush"
"ERNAN5","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. nauseosa","Rabbit brush"
"ERPAP6","Eriogonum pauciflorum Pursh var. pauciflorum","fewflower buckwheat"
"ERPE","Eragrostis pectinacea (Michx.) Nees ex Steud.","tufted lovegrass"
"ERPH","Erigeron philadelphicus L.","PHILADELPHIA FLEABANE"
"ERPU2","Erigeron pumilus Nutt.","shaggy fleabane"
"ERSP","Eragrostis spectabilis (Pursh) Steud.","PURPLE LOVEGRASS"
"ERST3","Erigeron strigosus Muhl. ex Willd.","DAISY FLEABANE"
"ERSU2","Erigeron subtrinervis Rydb. ex Porter & Britton","Leafystem fleabane"
"ERVES","Eruca vesicaria (L.) Cav. ssp. sativa (Mill.) Thell.","Rocket-salad"
"ERVI14","Eriogonum visheri A. Nelson","Visher's buckwheat"
"ERVI9","Eriophorum viridicarinatum (Engelm.) Fernald","cottongrass"
"ESMI3","Escobaria missouriensis (Sweet) D.R. Hunt","Missouri pincushion"
"ESVIV","Escobaria vivipara (Nutt.) Buxbaum var. vivipara","Pincushion catus"
"EUAT5","Euonymus atropurpureus Jacq.","eastern wahoo"
"EUCY2","Euphorbia cyparissias L.","CYPRESS SPURGE"
"EUES","Euphorbia esula L.","LEAFY SPURGE"
"EUGRG","Euthamia graminifolia (L.) Nutt. var. graminifolia","Narrow-leaved goldenrod"
"EUGRG","Euthamia graminifolia (L.) Nutt. var. graminifolia","Narrow-leaved goldenrod"
"EUGY","Euthamia gymnospermoides Greene","TEXAS GOLDENTOP"
"EUMA8","Euphorbia marginata Pursh","snow on the mountain"
"EUMAB4","Eutrochium maculatum (L.) E.E. Lamont var. bruneri (A. Gray) E.E. Lamont","spotted joepyeweed"
"EUPE3","Eupatorium perfoliatum L.","common boneset"
"EUSP","Euphorbia spathulata Lam.","warty spurge"
"FAES2","Fagopyrum esculentum Moench","buckwheat"
"FEHA3","Festuca hallii (Vasey) Piper","rough fescue"
"FESAS","Festuca saximontana Rydb. var. saximontana","Sheep's fescue"
"FESU3","Festuca subverticillata (Pers.) Alexeev","NODDING FESCUE"
"FRAT","Fritillaria atropurpurea Nutt.","spotted fritillary"
"FRNI","Fraxinus nigra Marshall","black ash"
"FRPE","Fraxinus pennsylvanica Marshall","GREEN ASH"
"FRPU2","Fritillaria pudica (Pursh) Spreng.","yellow fritillary"
"FRVEA2","Fragaria vesca L. ssp. americana (Porter) Staudt","Wood strawberry"
"FRVI","Fragaria virginiana Duchesne","WILD STRAWBERRY"
"FUVA","Fumaria vaillantii Loisel.","fumitory"
"GAAP2","Galium aparine L.","CATCHWEED BEDSTRAW"
"GAAR","Gaillardia aristata Pursh","blanketflower"
"GABI3","Galeopsis bifida Boenn.","Common hemp nettle"
"GABO2","Galium boreale L.","northern bedstraw"
"GALA2","Galium labradoricum (Wiegand) Wiegand","Labroador bedstraw"
"GAPA2","Galinsoga parviflora Cav.","Small flower galinsoga"
"GAQU","Galinsoga quadriradiata Cav.","fringed quickweed"
"GATR2","Galium trifidum L.","small bedstraw"
"GATR3","Galium triflorum Michx.","Sweet-scented bedstraw"
"GAVE","Galium verum L.","YELLOW BEDSTRAW"
"GEAF","Gentiana affinis Griseb.","Northern gentian"
"GEAL3","Geum aleppicum Jacq.","yellow avens"
"GEAMA","Gentianella amarella (L.) Börner ssp. acuta (Michx.) J.M. Gillett","Bitter gentian"
"GEAN","Gentiana andrewsii Griseb.","closed bottle gentian"
"GEBI2","Geranium bicknellii Britton","Bicknell's cranesbill"
"GECA5","Geranium carolinianum L.","Carolina cranesbill"
"GECA7","Geum canadense Jacq.","WHITE AVENS"
"GECR2","Gentianopsis crinita (Froel.) Ma","greater fringed gentian"
"GEMA","Geranium maculatum L.","Wild cranesbill"
"GEMA4","Geum macrophyllum Willd.","Large-leaf avens"
"GEPU2","Geranium pusillum L.","Small cranesbill"
"GEPU5","Gentiana puberulenta J. Pringle","DOWNY GENTIAN"
"GERI2","Geum rivale L.","purple avens"
"GETR","Geum triflorum Pursh","Prairie smoke"
"GEVI6","Gentianopsis virgata (Raf.) Holub","fringed gentian"
"GLBO","Glyceria borealis (Nash) Batchelder","northern mannagrass"
"GLGR","Glyceria grandis S. Watson","American mannagrass"
"GLHE2","Glechoma hederacea L.","ground ivy"
"GLLE3","Glycyrrhiza lepidota Pursh","AMERICAN LICORICE"
"GLMA","Glaux maritima L.","sea milkwort"
"GLST","Glyceria striata (Lam.) Hitchc.","FOWL MANNAGRASS"
"GLTR","Gleditsia triacanthos L.","Honey locust"
"GNPA","Gnaphalium palustre Nutt.","western marsh cudweed"
"GRNE","Gratiola neglecta Torr.","hedge hyssop"
"GRSQQ","Grindelia squarrosa (Pursh) Dunal var. quasiperennis Lunell","CURLYCUP GUMWEED"
"GRSQS2","Grindelia squarrosa (Pursh) Dunal var. squarrosa","CURLYCUP GUMWEED"
"GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","BROOM SNAKEWEED"
"GYDI","Gymnocladus dioicus (L.) K. Koch","KENTUCKY COFFEETREE"
"GYPA","Gypsophila paniculata L.","babysbreath"
"HADE","Hackelia deflexa (Wahlenb.) Opiz","nodding stickseed"
"HADE2","Halenia deflexa (Sm.) Griseb.","American spurred gentian"
"HAFL2","Hackelia floribunda (Lehm.) I.M. Johnst.","Large-flowered stickseed"
"HAVI2","Hackelia virginiana (L.) I.M. Johnst.","beggarslice"
"HEAN3","Helianthus annuus L.","common sunflower"
"HEAU","Helenium autumnale L.","COMMON SNEEZEWEED"
"HEBI2","Helianthemum bicknellii Fernald","frostweed"
"HEBO","Hedysarum boreale Nutt.","Sweet-broom"
"HECOC8","Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata","Needle-and-thread"
"HECU3","Heliotropium curassavicum L.","seaside heliotrope"
"HEDR","Hedeoma drummondii Benth.","Drummond's false pennyroyal"
"HEDU2","Heteranthera dubia (Jacq.) MacMill.","WATER STARGRASS"
"HEGR4","Helianthus grosseserratus M. Martens","Sawtooth sunflower"
"HEHES","Heliopsis helianthoides (L.) Sweet var. scabra (Dunal) Fernald","false sunflower"
"HEHI","Hedeoma hispida Pursh","rough false pennyroyal"
"HEMA2","Helianthus maximiliani Schrad.","MAXIMILIAN SUNFLOWER"
"HEMA3","Hesperis matronalis L.","Dame's rocket"
"HEMA80","Heracleum maximum W. Bartram","cow parsnip"
"HENUN","Helianthus nuttallii Torr. & A. Gray ssp. nuttallii","Nuttall's sunflower"
"HENUR","Helianthus nuttallii Torr. & A. Gray ssp. rydbergii (Britton) R.W. Long","Rydberg's sunflower"
"HEPAP2","Helianthus pauciflorus Nutt. ssp. pauciflorus","STIFF SUNFLOWER"
"HEPAS","Helianthus pauciflorus Nutt. ssp. subrhomboideus (Rydb.) O. Spring & E. Schilling","STIFF SUNFLOWER"
"HEPE","Helianthus petiolaris Nutt.","PRAIRIE SUNFLOWER"
"HERI","Heuchera richardsonii R. Br.","Richardson's alumroot"
"HESP11","Hesperostipa spartea (Trin.) Barkworth","PORCUPINE GRASS"
"HETU","Helianthus tuberosus L.","Jerusalem artichoke"
"HEVIF","Heterotheca villosa (Pursh) Shinners var. foliosa (Nutt.) V.L. Harms","Golden aster"
"HEVIM3","Heterotheca villosa (Pursh) Shinners var. minor (Hook.) Semple","Golden aster"
"HICA3","Hieracium canadense Michx.","Canadian hawkweed"
"HIHIA","Hierochloe hirta (Schrank) Borbás ssp. arctica (J. Presl) G. Weim.","sweetgrass"
"HITR","Hibiscus trionum L.","FLOWER-OF-AN-HOUR"
"HIUM","Hieracium umbellatum L.","Northern hawkweed"
"HIVU2","Hippuris vulgaris L.","common mare's-tail"
"HOJU","Hordeum jubatum L.","FOXTAIL BARLEY"
"HOLO","Houstonia longifolia Gaertn.","Slender-leaved bluet"
"HOPU","Hordeum pusillum Nutt.","LITTLE BARLEY"
"HULU","Humulus lupulus L.","common hop"
"HUTO","Hudsonia tomentosa Nutt.","Beach heather"
"HYFIP3","Hymenopappus filifolius Hook. var. polycephalus (Osterh.) B.L. Turner","manyhead hymenopappus"
"HYHI2","Hypoxis hirsuta (L.) Coville","YELLOW STARGRASS"
"HYMA2","Hypericum majus (A. Gray) Britton","Greater St. Johns-wort"
"HYNI","Hyoscyamus niger L.","black henbane"
"HYRI","Hymenoxys richardsonii (Hook.) Cockerell","Colorado rubber plant"
"HYTE2","Hymenopappus tenuifolius Pursh","SLIMLEAF HYMENOPAPPUS"
"HYVI","Hydrophyllum virginianum L.","waterleaf"
"IMCA","Impatiens capensis Meerb.","Spotted touch-me-not"
"IMPA","Impatiens pallida Nutt.","pale touch-me-not"
"IPCO5","Ipomopsis congesta (Hook.) V.E. Grant","ballhead ipomopsis"
"IPPU2","Ipomoea purpurea (L.) Roth","Common morning-glory"
"IRMI","Iris missouriensis Nutt.","Rocky Mountain iris"
"IVAN2","Iva annua L.","annual marshelder"
"IVAX","Iva axillaris Pursh","POVERTYWEED"
"JUALN","Juncus alpinoarticulatus Chaix ssp. nodulosus (Wahlenb.) Hämet-Ahti","Alpine rush"
"JUARL","Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén","BALTIC RUSH"
"JUBU","Juncus bufonius L.","TOAD RUSH"
"JUCO6","Juniperus communis L.","Dwarf juniper"
"JUDU2","Juncus dudleyi Wiegand","DUDLEY'S RUSH"
"JUGE","Juncus gerardii Loisel.","Blackgrass"
"JUHO2","Juniperus horizontalis Moench","creeping juniper"
"JUHO2","Juniperus horizontalis Moench","creeping juniper"
"JUIN2","Juncus interior Wiegand","INLAND RUSH"
"JULO","Juncus longistylis Torr.","Long-style rush"
"JUNI","Juglans nigra L.","BLACK WALNUT"
"JUNO2","Juncus nodosus L.","knotted rush"
"JUSC2","Juniperus scopulorum Sarg.","Rocky Mt. red cedar"
"JUTO","Juncus torreyi Coville","Torrey's rush"
"JUVIV","Juniperus virginiana L. var. virginiana","EASTERN REDCEDAR"
"KNAR","Knautia arvensis (L.) J.M. Coult.","Blue-buttons"
"KOMA","Koeleria macrantha (Ledeb.) Schult.","JUNEGRASS"
"KRLA2","Krascheninnikovia lanata (Pursh) A. Meeuse & Smit","WINTERFAT"
"LAAM","Lamium amplexicaule L.","henbit deadnettle"
"LABI","Lactuca biennis (Moench) Fernald","tall blue lettuce"
"LACA","Lactuca canadensis L.","wild lettuce"
"LACA3","Laportea canadensis (L.) Weddell","Wood nettle"
"LACE","Lappula cenchrusoides A. Nelson","Great Plains stickseed"
"LACO3","Lapsana communis L.","common nipplewort"
"LALU","Lactuca ludoviciana (Nutt.) Riddell","Western wild lettuce"
"LAOC2","Lathyrus ochroleucus Hook.","Yellow vetchling"
"LAOCC","Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins","Cupseed stickseed"
"LAOCO","Lappula occidentalis (S. Watson) Greene var. occidentalis","LOW STICKSEED"
"LAPA4","Lathyrus palustris L.","Marsh vetchling"
"LASE","Lactuca serriola L.","PRICKLY LETTUCE"
"LATAP","Lactuca tatarica (L.) C.A. Mey. var. pulchella (Pursh) Breitung","BLUE LETTUCE"
"LAVE","Lathyrus venosus Muhl. ex Willd.","Bushy vetchling"
"LEAL","Lesquerella alpina (Nutt.) S. Watson","alpine bladderpod"
"LEARA2","Lesquerella arenosa (Richardson) Rydb. var. arenosa","Northern bladderpod"
"LECA2","Leonurus cardiaca L.","common motherwort"
"LEDE","Lepidium densiflorum Schrad.","peppergrass"
"LEFUF","Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow","bearded sprangletop"
"LELU","Lesquerella ludoviciana (Nutt.) S. Watson","BLADDERPOD"
"LEMI3","Lemna minor L.","common duckweed"
"LEMO4","Leucocrinum montanum Nutt. ex A. Gray","common starlily"
"LEOR","Leersia oryzoides (L.) Sw.","RICE CUTGRASS"
"LEPE","Lemna perpusilla Torr.","MINUTE DUCKWEED"
"LEPE2","Lepidium perfoliatum L.","Clasping peppergrass"
"LERA2","Lepidium ramosissimum A. Nelson","Bushy pepperweed"
"LEST","Lechea stricta Leggett ex Britton","prairie pinweed"
"LETR","Lemna trisulca L.","star duckweed"
"LEVI2","Leersia virginica Willd.","WHITEGRASS"
"LEVI3","Lepidium virginicum L.","VIRGINIA PEPPERWEED"
"LEVU","Leucanthemum vulgare Lam.","Ox-eyed daisy"
"LIAQ","Limosella aquatica L.","water mudwort"
"LIAS","Liatris aspera Michx.","tall blazing star"
"LIBO3","Linnaea borealis L.","Twinflower"
"LICA12","Lithospermum canescens (Michx.) Lehm.","hoary puccoon"
"LICO3","Linum compactum A. Nelson","STIFFSTEM FLAX"
"LIDA","Linaria dalmatica (L.) Mill.","DALMATIAN TOADFLAX"
"LIDR3","Lipocarpha drummondii (Nees) G. Tucker","Drummond hemicarpha"
"LIDU","Lindernia dubia (L.) Pennell","FALSE PIMPERNEL"
"LIIN2","Lithospermum incisum Lehm.","Narrow-leaved puccoon"
"LILEL2","Linum lewisii Pursh var. lewisii","BLUE FLAX"
"LILI","Liatris ligulistylis (A. Nelson) K. Schum.","Rocky Mountain blazing star"
"LILO","Liparis loeselii (L.) Rich.","yellow widelip orchid"
"LIMI12","Lipocarpha micrantha (Vahl) G. Tucker","Common hemicarpha"
"LIPHA","Lilium philadelphicum L. var. andinum (Nutt.) Ker Gawl.","wood lily"
"LIPU","Liatris punctata Hook.","dotted blazing star"
"LIPY","Liatris pycnostachya Michx.","prairie blazing star"
"LIRIR","Linum rigidum Pursh var. rigidum","STIFFSTEM FLAX"
"LISU4","Linum sulcatum Riddell","GROOVED FLAX"
"LIUS","Linum usitatissimum L.","common flax"
"LIVU2","Linaria vulgaris Mill.","BUTTER-AND-EGGS"
"LOCO6","Lotus corniculatus L.","Bird's-foot deervetch"
"LODI2","Lonicera dioica L.","Wild honeysuckle"
"LOFOD","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. daucifolium (Torr. & A. Gray) W.L. Theobald","WILD PARSLEY"
"LOFOF2","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. foeniculaceum","desert biscuitroot"
"LOKA","Lobelia kalmii L.","Kalm's lobelia"
"LOMA3","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","bigseed biscuitroot"
"LOOR","Lomatium orientale J.M. Coult. & Rose","Northern Idaho biscuitroot"
"LOPE2","Lolium persicum Boiss. & Hohen. ex Boiss.","Persian ryegrass"
"LOPEM2","Lolium perenne L. ssp. multiflorum (Lam.) Husnot","PERENNIAL RYEGRASS"
"LOPEP","Lolium perenne L. ssp. perenne","PERENNIAL RYEGRASS"
"LOSI","Lobelia siphilitica L.","Blue cardinal-flower"
"LOSP","Lobelia spicata Lam.","PALESPIKE LOBELIA"
"LOTA","Lonicera tatarica L.","TATARIAN HONEYSUCKLE"
"LOTE2","Lolium temulentum L.","Darnel ryegrass"
"LOUNU","Lotus unifoliolatus (Hook.) Benth. var. unifoliolatus","PRAIRIE TREFOIL"
"LUARA11","Lupinus argenteus Pursh ssp. argenteus var. argenteus","Silvery lupine"
"LUPAP4","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. parviflorus","Silvery lupine"
"LUPU","Lupinus pusillus Pursh","Small lupine"
"LYALA4","Lythrum alatum Pursh var. alatum","WINGED LYTHRUM"
"LYAM","Lycopus americanus Muhl. ex W.P.C. Barton","AMERICAN BUGLEWEED"
"LYAS","Lycopus asper Greene","rough bugleweed"
"LYBA4","Lycium barbarum L.","matrimony vine"
"LYCH3","Lychnis chalcedonica L.","Scarlet lychnis"
"LYCI","Lysimachia ciliata L.","FRINGED LOOSESTRIFE"
"LYHY","Lysimachia hybrida Michx.","loosestrife"
"LYJU","Lygodesmia juncea (Pursh) D. Don ex Hook.","RUSH SKELETONPLANT"
"LYQU","Lysimachia quadriflora Sims","Whorled loosestrife"
"LYSA2","Lythrum salicaria L.","PURPLE LOOSESTRIFE"
"LYTH2","Lysimachia thyrsiflora L.","tufted loosestrife"
"LYUN","Lycopus uniflorus Michx.","northern bugleweed"
"MACA2","Machaeranthera canescens (Pursh) A. Gray","hoary tansyaster"
"MACA4","Maianthemum canadense Desf.","Wild-lily-of-the-valley"
"MADI6","Matricaria discoidea DC.","Pineapple weed"
"MAGL2","Madia glomerata Hook.","mountain tarweed"
"MAGR2","Machaeranthera grindelioides (Nutt.) Shinners","rayless tansyaster"
"MANE","Malva neglecta Wallr.","COMMON MALLOW"
"MAPA5","Malva parviflora L.","SMALL-FRUITED MALLOW"
"MAPIP4","Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida var. pinnatifida","cutleaf ironplant"
"MAPU5","Malva pusilla Sm.","COMMON MALLOW"
"MARAR","Maianthemum racemosum (L.) Link ssp. racemosum","False spikenard"
"MARE6","Matricaria recutita L.","chamomile"
"MAST","Matteuccia struthiopteris (L.) Todaro","ostrich fern"
"MAST4","Maianthemum stellatum (L.) Link","spikenard"
"MASY","Malva sylvestris L.","HIGH MALLOW"
"MAVE","Malva verticillata L.","Clustered mallow"
"MAVE2","Marsilea vestita Hook. & Grev.","pepperwort"
"MEAR4","Mentha arvensis L.","FIELD MINT"
"MECA3","Menispermum canadense L.","COMMON MOONSEED"
"MEDE2","Mentzelia decapetala (Pursh ex Sims) Urb. & Gilg ex Gilg","tenpetal blazingstar"
"MEDI","Mentzelia dispersa S. Watson","bushy blazingstar"
"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells"
"MELU","Medicago lupulina L.","black medick"
"MEOB","Mertensia oblongifolia (Nutt.) G. Don","oblongleaf bluebells"
"MEOF","Melilotus officinalis (L.) Lam.","YELLOW SWEETCLOVER"
"MEOF","Melilotus officinalis (L.) Lam.","white sweet clover"
"MESA","Medicago sativa L.","ALFALFA"
"METR3","Menyanthes trifoliata L.","buckbean"
"MIGLJ","Mimulus glabratus Kunth var. jamesii (Torr. & A. Gray ex Benth.) A. Gray","Roundleaf monkey-flower"
"MIGU","Mimulus guttatus DC.","Common yellow monkey-flower"
"MIHI","Mirabilis hirsuta (Pursh) MacMill.","hairy four o'clock"
"MILI3","Mirabilis linearis (Pursh) Heimerl","narrowleaf four o'clock"
"MINU3","Mitella nuda L.","naked miterwort"
"MINY","Mirabilis nyctaginea (Michx.) MacMill.","Wild four-o'clock"
"MIRI","Mimulus ringens L.","Allegheny monkey-flower"
"MOAL","Morus alba L.","WHITE MULBERRY"
"MOBR2","Monarda bradburiana Beck","eastern beebalm"
"MOLA6","Moehringia lateriflora (L.) Fenzl","grove sandwort"
"MONU","Monolepis nuttalliana (Schult.) Greene","Nuttall's povertyweed"
"MOUN3","Monotropa uniflora L.","Indian pipe"
"MOVE","Mollugo verticillata L.","green carpetweed"
"MUAS","Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi","scratchgrass"
"MUCU3","Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.","PLAINS MUHLY"
