"Symbol","Scientific Name with Author","GSAT Common Name"
"CIBU","Cicuta bulbifera L.","bulblet-bearing water hemlock"
"CICA11","Cirsium canescens Nutt.","prairie thistle"
"CICA6","Cirsium canovirens (Rydb.) Petr.","graygreen thistle"
"CICER","Cicer L.","cicer"
"CICHO","Cichorium L.","CHICORY"
"CICUT","Cicuta L.","water hemlock"
"CIDR2","Cirsium drummondii Torr. & A. Gray","dwarf thistle"
"CIEA","Cirsium eatonii (A. Gray) B.L. Rob.","Eaton's thistle"
"CIFL","Cirsium flodmanii (Rydb.) Arthur","Flodman's thistle"
"CIFO","Cirsium foliosum (Hook.) DC.","elk thistle"
"CIHO","Cirsium hookerianum Nutt.","white thistle"
"CIIN","Cichorium intybus L.","CHICORY"
"CILA2","Cinna latifolia (Trevis. ex Goepp.) Griseb.","drooping woodreed"
"CILU","Circaea lutetiana L.","broadleaf enchanter's nightshade"
"CIMA2","Cicuta maculata L.","spotted water hemlock"
"CINNA","Cinna L.","woodreed"
"CIOC2","Cirsium ochrocentrum A. Gray","YELLOWSPINE THISTLE"
"CIOW","Cirsium ownbeyi S.L. Welsh","Ownbey's thistle"
"CIPU3","Cirsium pulcherrimum (Rydb.) K. Schum.","Wyoming thistle"
"CIRCA","Circaea L.","enchanter's nightshade"
"CIRE","Cirsium remotifolium (Hook.) DC.","fewleaf thistle"
"CIRO2","Cistanthe rosea (S. Watson) Hershkovitz","rosy pussypaws"
"CIRSI","Cirsium Mill.","thistle"
"CISC2","Cirsium scariosum Nutt.","glory thistle"
"CISC2","Cirsium scariosum Nutt.","meadow thistle"
"CISC2","Cirsium scariosum Nutt.","meadow thistle"
"CISC3","Cirsium scopulorum (Greene) Cockerell ex Daniels","mountain thistle"
"CISTA","Cistanthe Spach","pussypaws"
"CISU","Cirsium subniveum Rydb.","Jackson Hole thistle"
"CIUM","Cistanthe umbellata (Torr.) Hershkovitz","Mt. Hood pussypaws"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CLARK","Clarkia Pursh","clarkia"
"CLAYT","Claytonia L.","springbeauty"
"CLCO2","Clematis columbiana (Nutt.) Torr. & A. Gray","ROCK CLEMATIS"
"CLEMA","Clematis L.","leather flower"
"CLEOM","Cleome L.","spiderflower"
"CLHI","Clematis hirsutissima Pursh","hairy clematis"
"CLLA2","Claytonia lanceolata Pall. ex Pursh","lanceleaf springbeauty"
"CLLI2","Clematis ligusticifolia Nutt.","western white clematis"
"CLLU2","Cleome lutea Hook.","yellow spiderflower"
"CLME","Claytonia megarhiza (A. Gray) Parry ex S. Watson","alpine springbeauty"
"CLOC2","Clematis occidentalis (Hornem.) DC.","western blue virginsbower"
"CLPE","Claytonia perfoliata Donn ex Willd.","miner's lettuce"
"CLPU","Clarkia pulchella Pursh","pinkfairies"
"CLRO5","Claytonia rosea Rydb.","western springbeauty"
"CLRU2","Claytonia rubra (Howell) Tidestr.","redstem springbeauty"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CLUM","Claytonia umbellata S. Watson","Great Basin springbeauty"
"COAM8","Corispermum americanum (Nutt.) Nutt.","American bugseed"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAU2","Corydalis aurea Willd.","scrambled eggs"
"COBI2","Cosmos bipinnatus Cav.","garden cosmos"
"COCA13","Cornus canadensis L.","bunchberry dogwood"
"COCA5","Conyza canadensis (L.) Cronquist","Canadian horseweed"
"COCO6","Corylus cornuta Marshall","BEAKED HAZELNUT"
"COCU2","Corydalis curvisiliqua Engelm.","curvepod fumewort"
"CODE","Collomia debilis (S. Watson) Greene","alpine collomia"
"COER","Commelina erecta L.","whitemouth dayflower"
"COGR4","Collomia grandiflora Douglas ex Lindl.","grand collomia"
"COLA5","Coreopsis lanceolata L.","lanceleaf tickseed"
"COLI2","Collomia linearis Nutt.","tiny trumpet"
"COLLI","Collinsia Nutt.","blue eyed Mary"
"COLLO","Collomia Nutt.","trumpet"
"COMA2","Conium maculatum L.","Poison hemlock"
"COMA25","Corallorhiza maculata (Raf.) Raf.","summer coralroot"
"COMAN","Comandra Nutt.","BASTARD TOADFLAX"
"COMAR3","Comarum L.","comarum"
"COME17","Corallorhiza mertensiana Bong.","Pacific coralroot"
"COMME","Commelina L.","dayflower"
"CONIM","Conimitella Rydb.","conimitella"
"CONIO","Conioselinum Hoffm.","hemlockparsley"
"CONIU","Conium L.","Poison hemlock"
"CONRI","Conringia Heist. ex Fabr.","hare's ear mustard"
"CONVO","Convolvulus L.","bindweed"
"CONYZ","Conyza Less.","horseweed"
"COOR","Conringia orientalis (L.) Dumort.","hare's ear mustard"
"COPA28","Comarum palustre L.","purple marshlocks"
"COPA3","Collinsia parviflora Lindl.","maiden blue eyed Mary"
"CORA5","Cordylanthus ramosus Nutt. ex Benth.","bushy bird's beak"
"CORAL5","Corallorhiza Gagnebin, orth. cons.","coralroot"
"CORDY","Cordylanthus Nutt. ex Benth.","bird's-beak"
"COREO2","Coreopsis L.","tickseed"
"CORIS","Corispermum L.","bugseed"
"CORNU","Cornus L.","dogwood"
"CORON","Coronilla L.","crownvetch"
"CORYD","Corydalis DC.","fumewort"
"CORYL","Corylus L.","HAZELNUT"
"COSC2","Conioselinum scopulorum (A. Gray) J.M. Coult. & Rose","Rocky Mountain hemlockparsley"
"COSE16","Cornus sericea L.","redosier dogwood"
"COSES","Cornus sericea L. ssp. sericea","redosier dogwood"
"COSMO","Cosmos Cav.","cosmos"
"COST19","Corallorhiza striata Lindl.","Hooded coralroot"
"COSTV2","Corallorhiza striata Lindl. var. vreelandii (Rydb.) L.O. Williams","Vreeland's coralroot"
"COTE","Collomia tenella A. Gray","diffuse collomia"
"COTI3","Coreopsis tinctoria Nutt.","GOLDEN TICKSEED"
"COTR18","Corallorhiza trifida Chatelain","yellow coralroot"
"COUM","Comandra umbellata (L.) Nutt.","BASTARD TOADFLAX"
"COUMP","Comandra umbellata (L.) Nutt. ssp. pallida (A. DC.) Piehl","pale bastard toadflax"
"COVI5","Corispermum villosum Rydb.","hairy bugseed"
"COWE","Corispermum welshii Mosyakin","Welsh's bugseed"
"COWI","Conimitella williamsii (D.C. Eaton) Rydb.","Williams' miterwort"
"COWI5","Corallorhiza wisteriana Conrad","SPRING CORALROOT"
"CRAC2","Crepis acuminata Nutt.","tapertip hawksbeard"
"CRAC3","Cryptogramma acrostichoides R. Br.","American rockbrake"
"CRAF","Cryptantha affinis (A. Gray) Greene","quill cryptantha"
"CRAL2","Crypsis alopecuroides (Piller & Mitterp.) Schrad.","foxtail pricklegrass"
"CRAM3","Cryptantha ambigua (A. Gray) Greene","basin cryptantha"
"CRASS","Crassula L.","pygmyweed"
"CRAT","Crepis atribarba A. Heller","slender hawksbeard"
"CRATA","Crataegus L.","hawthorn"
"CRCA7","Cryptantha caespitosa (A. Nelson) Payson","tufted cryptantha"
"CRCA8","Cryptantha cana (A. Nelson) Payson","mountain cryptantha"
"CRCE","Cryptantha celosioides (Eastw.) Payson","buttecandle"
"CRCH","Crataegus chrysocarpa Ashe","fireberry hawthorn"
"CRCI2","Cryptantha circumscissa (Hook. & Arn.) I.M. Johnst.","cushion cryptantha"
"CRCI3","Cryptantha cinerea (Greene) Cronquist","James' cryptantha"
"CRDO2","Crataegus douglasii Lindl.","BLACK HAWTHORN"
"CREL","Crepis elegans Hook.","elegant hawksbeard"
"CREPI","Crepis L.","HAWKSBEARD"
"CRER","Crataegus erythropoda Ashe","cerro hawthorn"
"CRFE3","Cryptantha fendleri (A. Gray) Greene","sanddune cryptantha"
"CRFL5","Cryptantha flava (A. Nelson) Payson","Brenda's yellow cryptantha"
"CRFL6","Cryptantha flavoculata (A. Nelson) Payson","roughseed cryptantha"
"CRGR3","Cryptantha gracilis Osterh.","narrowstem cryptantha"
"CRIN4","Crepis intermedia A. Gray","limestone hawksbeard"
"CRKE","Cryptantha kelseyana Greene","Kelsey's cryptantha"
"CRMI5","Cryptantha minima Rydb.","little cryptantha"
"CRMO4","Crepis modocensis Greene","Modoc hawksbeard"
"CRNA","Crepis nana Richardson","dwarf alpine hawksbeard"
"CROC","Crepis occidentalis Nutt.","largeflower hawksbeard"
"CROTO","Croton L.","Croton"
"CRRI","Crataegus rivularis Nutt.","river hawthorn"
"CRRO6","Cryptantha rollinsii I.M. Johnst.","Rollins' cryptantha"
"CRRU3","Crepis runcinata (James) Torr. & A. Gray","fiddleleaf hawksbeard"
"CRSA7","Crassula saginoides (Maxim.) Bywater & Wickens","wrinkleseed pygmyweed"
"CRSC2","Cryptantha scoparia A. Nelson","Pinyon Desert cryptantha"
"CRSE3","Cryptantha sericea (A. Gray) Payson","silky cryptantha"
"CRSO5","Crassula solieri (Gay) F. Meigen","smoothseed pygmyweed"
"CRSP4","Cryptantha spiculifera (Piper) Payson","Snake River cryptantha"
"CRST2","Cryptogramma stelleri (S.G. Gmel.) Prantl","fragile rockbrake"
"CRST5","Cryptantha stricta (Osterh.) Payson","Yampa River cryptantha"
"CRSU15","Cryptantha subcapitata Dorn & Lichvar","Wallowa cryptantha"
"CRSU5","Crataegus succulenta Schrad. ex Link","FLESHY HAWTHORN"
"CRTE3","Crepis tectorum L.","narrowleaf hawksbeard"
"CRTE4","Croton texensis (Klotzsch) Müll. Arg.","TEXAS CROTON"
"CRTH","Cryptantha thyrsiflora (Greene) Payson","calcareous cryptantha"
"CRTO4","Cryptantha torreyana (A. Gray) Greene","Torrey's cryptantha"
"CRVI4","Cryptantha virgata (Porter) Payson","miner's candle"
"CRWA2","Cryptantha watsonii (A. Gray) Greene","Watson's cryptantha"
"CRYPS","Crypsis Aiton","pricklegrass"
"CRYPT","Cryptantha Lehm. ex G. Don","cryptantha"
"CRYPT3","Cryptogramma R. Br.","rockbrake"
"CUAP2","Cuscuta approximata Bab.","alfalfa dodder"
"CUCA","Cuscuta californica Hook. & Arn.","chaparral dodder"
"CUCUR","Cucurbita L.","gourd"
"CUEP","Cuscuta epithymum (L.) L.","clover dodder"
"CUFO","Cucurbita foetidissima Kunth","Missouri gourd"
"CUGR","Cuscuta gronovii Willd. ex Schult.","scaldweed"
"CUGRG","Cuscuta gronovii Willd. ex Schult. var. gronovii","scaldweed"
"CUIN","Cuscuta indecora Choisy","bigseed alfalfa dodder"
"CUME4","Cuscuta megalocarpa Rydb.","bigfruit dodder"
"CUPE3","Cuscuta pentagona Engelm.","fiveangled dodder"
"CUPL","Cuscuta plattensis A. Nelson","prairie dodder"
"CUSCU","Cuscuta L.","dodder"
"CYAC","Cymopterus acaulis (Pursh) Raf.","plains springparsley"
"CYAC2","Cyperus acuminatus Torr. & Hook. ex Torr.","tapertip flatsedge"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","winged pigweed"
"CYBI6","Cyperus bipartitus Torr.","SLENDER FLATSEDGE"
"CYBU","Cymopterus bulbosus A. Nelson","bulbous springparsley"
"CYCLO","Cycloloma Moq.","cycloloma"
"CYER2","Cyperus erythrorhizos Muhl.","REDROOT FLATSEDGE"
"CYEV","Cymopterus evertii R.L. Hartm. & Kirkpatrick","Evert's springparsley"
"CYFA","Cypripedium fasciculatum Kellogg ex S. Watson","clustered lady's slipper"
"CYFE2","Cyperus fendlerianus Boeckeler","Fendler's flatsedge"
"CYFR2","Cystopteris fragilis (L.) Bernh.","brittle bladderfern"
"CYLA10","Cymopterus lapidosus (M.E. Jones) M.E. Jones","talus springparsley"
"CYLO","Cymopterus longipes S. Watson","longstalk springparsley"
"CYMO","Cymopterus montanus Nutt. ex Torr. & A. Gray","mountain springparsley"
"CYMO2","Cypripedium montanum Douglas ex Lindl.","mountain lady's slipper"
"CYMOP2","Cymopterus Raf.","springparsley"
"CYNI3","Cymopterus nivalis S. Watson","snowline springparsley"
"CYNOG","Cynoglossum L.","hound's tongue"
"CYOF","Cynoglossum officinale L.","gypsyflower"
"CYPA19","Cypripedium parviflorum Salisb.","lesser yellow lady's slipper"
"CYPAP3","Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","greater yellow lady's slipper"
"CYPER","Cyperus L.","flatsedge"
"CYPRI","Cypripedium L.","lady's slipper"
"CYSC3","Cyperus schweinitzii Torr.","Schweinitz's flatsedge"
"CYSQ","Cyperus squarrosus L.","BEARDED FLATSEDGE"
"CYSTO","Cystopteris Bernh.","bladderfern"
"CYWI3","Cymopterus williamsii R.L. Hartm. & Constance","Williams' springparsley"
"CYXA2","Cyclachaena xanthiifolia (Nutt.) Fresen.","carelessweed"
"DAAU","Dalea aurea Nutt. ex Pursh","golden prairie clover"
"DACA3","Danthonia californica Bol.","California oatgrass"
"DACA6","Daucus carota L.","Queen Anne's lace"
"DACA7","Dalea candida Michx. ex Willd.","white prairie clover"
"DACTY","Dactylis L.","ORCHARDGRASS"
"DACY","Dalea cylindriceps Barneby","Andean prairie clover"
"DAEN","Dalea enneandra Nutt.","nineanther prairie clover"
"DAFRF","Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz","Shrubby cinquefoil"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DAIN","Danthonia intermedia Vasey","timber oatgrass"
"DALEA","Dalea L.","prairie clover"
"DANTH","Danthonia DC.","oatgrass"
"DAPA2","Danthonia parryi Scribn.","Parry's oatgrass"
"DAPU5","Dalea purpurea Vent.","purple prairie clover"
"DASIP","Dasiphora Raf.","Shrubby cinquefoil"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","poverty oatgrass"
"DATUR","Datura L.","JIMSONWEED"
"DAUCU","Daucus L.","WILD CARROT"
"DAUN","Danthonia unispicata (Thurb.) Munro ex Macoun","onespike danthonia"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DAVI6","Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase","longbract frog orchid"
"DAWR2","Datura wrightii Regel","sacred thorn-apple"
"DEBA2","Delphinium barbeyi (Huth) Huth","subalpine larkspur"
"DEBI","Delphinium bicolor Nutt.","little larkspur"
"DECA6","Descurainia californica (A. Gray) O.E. Schulz","Sierra tansymustard"
"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass"
"DEDA","Deschampsia danthonioides (Trin.) Munro","annual hairgrass"
"DEDI11","Delphinium distichum Geyer ex Hook.","twospike larkspur"
"DEEL","Deschampsia elongata (Hook.) Munro","slender hairgrass"
"DEGE2","Delphinium geyeri Greene","Geyer's larkspur"
"DEGL2","Delphinium glaucescens Rydb.","smooth larkspur"
"DEGL3","Delphinium glaucum S. Watson","Sierra larkspur"
"DEIN5","Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn","mountain tansymustard"
"DEINI","Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incana","Wind River tansymustard"
"DELPH","Delphinium L.","larkspur"
"DENU2","Delphinium nuttallianum Pritz. ex Walp.","twolobe larkspur"
"DEOC","Delphinium ×occidentale (S. Watson) S. Watson (pro sp.) [barbeyi × glaucum]",null
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DEPIN","Descurainia pinnata (Walter) Britton ssp. nelsonii (Rydb.) Detling","Nelson's tansymustard"
"DEPIP2","Descurainia pinnata (Walter) Britton ssp. paysonii Detling","Payson's tansymustard"
"DESCH","Deschampsia P. Beauv.","hairgrass"
"DESCU","Descurainia Webb & Bethel.","tansymustard"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DIAC2","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark","tapered rosette grass"
"DIACF","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann","western panicgrass"
"DIACS","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. sericeum (Schmoll) Freckmann","Pacific panicgrass"
"DIACT2","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. thermale (Bol.) Freckmann","Geysers panicgrass"
"DIANT","Dianthus L.","pink"
"DIAR","Dianthus armeria L.","DEPTFORD PINK"
"DIBA","Dianthus barbatus L.","sweetwilliam"
"DICEN","Dicentra Bernh.","bleeding heart"
"DICHA2","Dichanthelium (Hitchc. & Chase) Gould","rosette grass"
"DIDE","Dianthus deltoides L.","maiden pink"
"DIDE4","Dichanthelium depauperatum (Muhl.) Gould","starved panicgrass"
"DIFU2","Dipsacus fullonum L.","Fuller's teasel"
"DIGIT2","Digitaria Haller","crabgrass"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DILI2","Dichanthelium linearifolium (Scribn. ex Nash) Gould","slimleaf panicgrass"
"DIOL","Dichanthelium oligosanthes (Schult.) Gould","Heller's rosette grass"
"DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","Scribner's rosette grass"
"DIPSA","Dipsacus L.","teasel"
"DISA","Digitaria sanguinalis (L.) Scop.","hairy crabgrass"
"DISP","Distichlis spicata (L.) Greene","INLAND SALTGRASS"
"DISTI","Distichlis Raf.","saltgrass"
"DIUN","Dicentra uniflora Kellogg","longhorn steer's-head"
"DIWI5","Dichanthelium wilcoxianum (Vasey) Freckmann","fall rosette grass"
"DOCO","Dodecatheon conjugens Greene","Bonneville shootingstar"
"DODEC","Dodecatheon L.","shootingstar"
"DOJE","Dodecatheon jeffreyi Van Houtte","Sierrra shootingstar"
"DOLA2","Downingia laeta (Greene) Greene","Great Basin calicoflower"
"DOMO","Douglasia montana A. Gray","Rocky Mountain dwarf-primrose"
"DOPU","Dodecatheon pulchellum (Raf.) Merr.","darkthroat shootingstar"
"DOUGL","Douglasia Lindl.","dwarf-primrose"
"DOWNI","Downingia Torr.","calicoflower"
"DRABA","Draba L.","draba"
"DRACO","Dracocephalum L.","dragonhead"
"DRAL4","Draba albertina Greene","slender draba"
"DRAN","Drosera anglica Huds.","English sundew"
"DRAU","Draba aurea Vahl ex Hornem.","golden draba"
"DRBO","Draba borealis DC.","boreal draba"
"DRBR2","Draba breweri S. Watson","cushion draba"
"DRCR","Draba crassa Rydb.","thickleaf draba"
"DRCR2","Draba crassifolia Graham","snowbed draba"
"DRDE","Draba densifolia Nutt.","denseleaf draba"
"DREX2","Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy","spreading woodfern"
"DRFI2","Dryopteris filix-mas (L.) Schott","male fern"
"DRFL","Draba fladnizensis Wulfen","Austrian draba"
"DRGL","Draba glabella Pursh","smooth draba"
"DRGL6","Draba globosa Payson","beavertip draba"
"DRIN2","Draba incerta Payson","Yellowstone draba"
"DRJU2","Draba juvenilis Kom.","longstalk draba"
"DRLO","Draba lonchocarpa Rydb.","lancepod draba"
"DRNE","Draba nemorosa L.","woodland draba"
"DROC","Dryas octopetala L.","eightpetal mountain-avens"
"DROCH","Dryas octopetala L. ssp. hookeriana (Juz.) Hultén","Hooker's mountain-avens"
"DROCO","Dryas octopetala L. ssp. octopetala","eightpetal mountain-avens"
"DROL","Draba oligosperma Hook.","fewseed draba"
"DROSE","Drosera L.","sundew"
"DRPA","Draba paysonii J.F. Macbr.","Payson's draba"
"DRPA2","Dracocephalum parviflorum Nutt.","American dragonhead"
"DRPAT","Draba paysonii J.F. Macbr. var. treleasii (O.E. Schulz) C.L. Hitchc.","Trelease's draba"
"DRPO2","Draba porsildii G. Mulligan","Porsild's draba"
"DRPR","Draba praealta Greene","tall draba"
"DRRE2","Draba reptans (Lam.) Fernald","Carolina draba"
"DRSP","Draba spectabilis Greene","showy draba"
"DRST4","Draba streptocarpa A. Gray","pretty draba"
"DRTH","Dracocephalum thymiflorum L.","thymeleaf dragonhead"
"DRVE","Draba ventosa A. Gray","Wind River draba"
"DRVE2","Draba verna L.","spring draba"
"DRYAS","Dryas L.","mountain-avens"
"DRYOP","Dryopteris Adans.","WOODFERN"
"DUAR3","Dulichium arundinaceum (L.) Britton","threeway sedge"
"DULIC","Dulichium Pers.","dulichium"
"DYBO","Dysphania botrys (L.) Mosyakin & Clemants","Jerusalem oak goosefoot"
"DYPA","Dyssodia papposa (Vent.) Hitchc.","fetid marigold"
"DYSSO","Dyssodia Cav.","Dyssodia"
"ECAN2","Echinacea angustifolia DC.","blacksamson echinacea"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","BARNYARDGRASS"
"ECHIN","Echinacea Moench","PURPLE CONEFLOWER"
"ECHIN3","Echinocereus Engelm.","hedgehog cactus"
"ECHIN4","Echinochloa P. Beauv.","cockspur grass"
"ECHIN5","Echinocystis Torr. & A. Gray","echinocystis"
"ECHIU","Echium L.","vipersbugloss"
"ECLO","Echinocystis lobata (Michx.) Torr. & A. Gray","WILD CUCUMBER"
"ECMU2","Echinochloa muricata (P. Beauv.) Fernald","rough barnyardgrass"
"ECVI2","Echinocereus viridiflorus Engelm.","nylon hedgehog cactus"
"ECVU","Echium vulgare L.","common vipersbugloss"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELAEA","Elaeagnus L.","Elaeagnus"
"ELAL5","Elymus alaskanus (Scribn. & Merr.) Á. Löve","Alaskan wheatgrass"
"ELAL7","Elymus albicans (Scribn. & J.G. Sm.) Á. Löve","Montana wheatgrass"
"ELAN","Elaeagnus angustifolia L.","RUSSIAN OLIVE"
"ELAR6","×Elyleymus aristatus (Merr.) Barkworth & D.R. Dewey [Elymus elymoides × Leymus triticoides]","purple wildrye"
"ELATI","Elatine L.","waterwort"
"ELBA3","Elymus bakeri (E.E. Nelson) Á. Löve","Baker's wheatgrass"
"ELBE","Eleocharis bella (Piper) Svens.","beautiful spikerush"
"ELBI2","Elodea bifoliata H. St. John","twoleaf waterweed"
"ELCA4","Elymus canadensis L.","CANADA WILDRYE"
"ELCA7","Elodea canadensis Michx.","Canadian waterweed"
"ELCO","Elaeagnus commutata Bernh. ex Rydb.","silverberry"
"ELDI3","Elymus diversiglumis Scribn. & C.R. Ball","diverseglume wildrye"
"ELEL4","Eleocharis elliptica Kunth","elliptic spikerush"
"ELEL5","Elymus elymoides (Raf.) Swezey","squirreltail"
"ELELE","Elymus elymoides (Raf.) Swezey ssp. elymoides","squirreltail"
"ELEOC","Eleocharis R. Br.","spikerush"
"ELFL","Eleocharis flavescens (Poir.) Urb.","yellow spikerush"
"ELGL","Elymus glaucus Buckley","blue wildrye"
"ELHA3","Elymus ×hansenii Scribn. (pro sp.) [glaucus × elymoides or multisetus]","Hansen squirreltail"
"ELHI4","×Elyleymus hirtiflorus (Hitchc.) Barkworth [Elymus trachycaulus × Leymus innovatus]","Canadian wildrye"
"ELLA3","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould","streambank wheatgrass"
"ELLAL","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus","thickspike wheatgrass"
"ELLIS","Ellisia L.","ellisia"
"ELMA8","×Elyhordeum macounii (Vasey) Barkworth & D.R. Dewey [Elymus trachycaulus × Hordeum jubatum]","Macoun's barley"
"ELMO4","×Elyhordeum montanense (Scribn.) Bowden [Elymus virginicus × Hordeum jubatum]","mountain barley"
"ELMU3","Elymus multisetus M.E. Jones","big squirreltail"
"ELNU2","Elodea nuttallii (Planch.) H. St. John","WESTERN WATERWEED"
"ELNY","Ellisia nyctelea (L.) L.","Aunt Lucy"
"ELOB2","Eleocharis obtusa (Willd.) Schult.","blunt spikerush"
"ELODE","Elodea Michx.","waterweed"
"ELOL","Eleocharis olivacea Torr.","bright green spikerush"
"ELOV","Eleocharis ovata (Roth) Roem. & Schult.","ovate spikerush"
"ELPA3","Eleocharis palustris (L.) Roem. & Schult.","common spikerush"
"ELPA5","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","DWARF SPIKERUSH"
"ELPS","Elymus ×pseudorepens (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [lanceolatus × trachycaulus]","false quackgrass"
"ELQU2","Eleocharis quinqueflora (Hartmann) O. Schwarz","fewflower spikerush"
"ELRE4","Elymus repens (L.) Gould","quackgrass"
"ELRO2","Eleocharis rostellata (Torr.) Torr.","BEAKED SPIKERUSH"
"ELRU","Elatine rubella Rydb.","southwestern waterwort"
"ELSA4","Elymus ×saundersii Vasey (pro sp.) [elymoides × trachycaulus]","Saunders wheatgrass"
"ELSC4","Elymus scribneri (Vasey) M.E. Jones","spreading wheatgrass"
"ELTR7","Elymus trachycaulus (Link) Gould ex Shinners","Slender wheatgrass"
"ELTRS","Elymus trachycaulus (Link) Gould ex Shinners ssp. subsecundus (Link) Á. Löve & D. Löve","slender wheatgrass"
"ELTRT","Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus","Slender wheatgrass"
"ELUN","Eleocharis uniglumis (Link) Schult.","onescale spikerush"
"ELVI","Elymus villosus Muhl. ex Willd.","HAIRY WILDRYE"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"ELWI","Elymus wiegandii Fernald","Wiegand's wildrye"
"ELYHO","×Elyhordeum Mansf. ex Zizin & Petrowa","BARLEY"
"ELYLE","×Elyleymus Baum","wildrye"
"ELYMU","Elymus L.","wildrye"
"ENDI","Endolepis dioica (Nutt.) Standl.","Suckley's endolepis"
"ENDOL","Endolepis Torr.","endolepis"
"EPAN4","Epilobium anagallidifolium Lam.","pimpernel willowherb"
"EPBR3","Epilobium brachycarpum C. Presl","tall annual willowherb"
"EPCA3","Epilobium canum (Greene) P.H. Raven","hummingbird trumpet"
"EPCAG","Epilobium canum (Greene) P.H. Raven ssp. garrettii (A. Nelson) P.H. Raven","Garrett's firechalice"
"EPCI","Epilobium ciliatum Raf.","fringed willowherb"
"EPCL","Epilobium clavatum Trel.","talus willowherb"
"EPGI","Epipactis gigantea Douglas ex Hook.","stream orchid"
"EPGL","Epilobium glaberrimum Barbey","glaucus willowherb"
"EPHA","Epilobium halleanum Hausskn.","glandular willowherb"
"EPHED","Ephedra L.","jointfir"
"EPHO","Epilobium hornemannii Rchb.","Hornemann's willowherb"
"EPILO","Epilobium L.","willowherb"
"EPIPA","Epipactis Zinn","helleborine"
"EPLA3","Epilobium lactiflorum Hausskn.","milkflower willowherb"
"EPLE2","Epilobium leptophyllum Raf.","bog willowherb"
"EPOR2","Epilobium oregonense Hausskn.","Oregon willowherb"
"EPPA","Epilobium palustre L.","marsh willowherb"
"EPPY4","Epilobium pygmaeum (Speg.) Hoch & P.H. Raven","smooth spike-primrose"
"EPSA","Epilobium saximontanum Hausskn.","Rocky Mountain willowherb"
"EPSU","Epilobium suffruticosum Nutt.","shrubby willowherb"
"EPVI","Ephedra viridis Coville","mormon tea"
"EQAR","Equisetum arvense L.","FIELD HORSETAIL"
"EQFL","Equisetum fluviatile L.","water horsetail"
"EQHY","Equisetum hyemale L.","scouringrush horsetail"
"EQLA","Equisetum laevigatum A. Braun","SMOOTH HORSETAIL"
"EQSC","Equisetum scirpoides Michx.","dwarf scouringrush"
"EQSY","Equisetum sylvaticum L.","woodland horsetail"
"EQUIS","Equisetum L.","horsetail"
"EQVA","Equisetum variegatum Schleich. ex F. Weber & D. Mohr","variegated scouringrush"
"ERAC2","Erigeron acris L.","bitter fleabane"
"ERAC3","Eriogonum acaule Nutt.","singlestem buckwheat"
"ERAGR","Eragrostis von Wolf","lovegrass"
"ERAL13","Erigeron allocotus S.F. Blake","Big Horn fleabane"
"ERAL4","Eriogonum alatum Torr.","winged buckwheat"
"ERAL7","Eriophorum altaicum Meinsh.","whitebristle cottongrass"
"ERAN4","Eriogonum annuum Nutt.","annual buckwheat"
"ERAN6","Eriophorum angustifolium Honck.","tall cottongrass"
"ERBA2","Eragrostis barrelieri Daveau","MEDITERRANEAN LOVEGRASS"
