"Symbol","Scientific Name with Author","GSAT Common Name"
"HECOI","Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. intermedia (Scribn. & Tweedy) Barkworth","intermediate needle and thread"
"HECY2","Heuchera cylindrica Douglas ex Hook.","roundleaf alumroot"
"HELEN","Helenium L.","sneezeweed"
"HELIA","Helianthella Torr. & A. Gray","Helianthella"
"HELIA3","Helianthus L.","sunflower"
"HEMA80","Heracleum maximum W. Bartram","common cowparsnip"
"HEMU3","Heliomeris multiflora Nutt.","showy goldeneye"
"HEMUM","Heliomeris multiflora Nutt. var. multiflora","showy goldeneye"
"HENU","Helianthus nuttallii Torr. & A. Gray","Nuttall's sunflower"
"HEUCH","Heuchera L.","ALUMROOT"
"HEUN","Helianthella uniflora (Nutt.) Torr. & A. Gray","oneflower helianthella"
"HIAL2","Hieracium albiflorum Hook.","white hawkweed"
"HIAU","Hieracium aurantiacum L.","orange hawkweed"
"HICY","Hieracium cynoglossoides Arv.-Touv.","Albert hawkweed"
"HIERA","Hieracium L.","hawkweed"
"HIRH80","Hippophae rhamnoides L.","sea-buckthorn"
"HISC2","Hieracium scouleri Hook.","Scouler's hawkweed"
"HISCA","Hieracium scouleri Hook. var. albertinum (Farr) G.W. Douglas & G.A. Allen","western hawkweed"
"HOBR2","Hordeum brachyantherum Nevski","MEADOW BARLEY"
"HODI","Holodiscus discolor (Pursh) Maxim.","oceanspray"
"HODU","Holodiscus dumosus (Nutt. ex Hook.) A. Heller","rockspirea"
"HOJU","Hordeum jubatum L.","FOXTAIL BARLEY"
"HOPU","Hordeum pusillum Nutt.","LITTLE BARLEY"
"HYCA4","Hydrophyllum capitatum Douglas ex Benth.","ballhead waterleaf"
"HYHO","Hymenoxys hoopesii (A. Gray) Bierner","orange sneezeweed"
"IOAL","Ionactis alpina (Nutt.) Greene","Lava aster"
"IOAL","Ionactis alpina (Nutt.) Greene","Lava aster"
"IPAG","Ipomopsis aggregata (Pursh) V.E. Grant","scarlet gilia"
"IPCOC3","Ipomopsis congesta (Hook.) V.E. Grant ssp. congesta","ballhead gilia"
"IRMI","Iris missouriensis Nutt.","Rocky Mountain iris"
"IVAX","Iva axillaris Pursh","POVERTYWEED"
"JUARL","Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén","BALTIC RUSH"
"JUCO6","Juniperus communis L.","common juniper"
"JUDU2","Juncus dudleyi Wiegand","DUDLEY'S RUSH"
"JUEF","Juncus effusus L.","common rush"
"JUEN","Juncus ensifolius Wikstr.","swordleaf rush"
"JUME3","Juncus mertensianus Bong.","Mertens' rush"
"JUNCU","Juncus L.","rush"
"JUNI","Juglans nigra L.","BLACK WALNUT"
"JUNIP","Juniperus L.","juniper"
"JUOC","Juniperus occidentalis Hook.","western juniper"
"JUOS","Juniperus osteosperma (Torr.) Little","Utah juniper"
"JUPA","Juncus parryi Engelm.","Parry's rush"
"JUSC2","Juniperus scopulorum Sarg.","ROCKY MOUNTAIN JUNIPER"
"JUTE","Juncus tenuis Willd.","poverty rush"
"JUTO","Juncus torreyi Coville","Torrey's rush"
"JUVI","Juniperus virginiana L.","EASTERN REDCEDAR"
"KOMA","Koeleria macrantha (Ledeb.) Schult.","PRAIRIE JUNEGRASS"
"KRLA2","Krascheninnikovia lanata (Pursh) A. Meeuse & Smit","WINTERFAT"
"LAGL5","Layia glandulosa (Hook.) Hook. & Arn.","whitedaisy tidytips"
"LALAL3","Lathyrus lanszwertii Kellogg var. leucanthus (Rydb.) Dorn","aspen peavine"
"LAOC","Larix occidentalis Nutt.","western larch"
"LARI","Lathyrus rigidus T.G. White","stiff peavine"
"LASE","Lactuca serriola L.","PRICKLY LETTUCE"
"LATHY","Lathyrus L.","peavine"
"LEAN3","Leymus angustus (Trin.) Pilg.","Altai wildrye"
"LECI4","Leymus cinereus (Scribn. & Merr.) Á. Löve","basin wildrye"
"LEDI2","Lepidium dictyotum A. Gray","alkali pepperweed"
"LEDO2","Lesquerella douglasii S. Watson","Douglas' bladderpod"
"LEFL4","Leymus flavescens (Scribn. & J.G. Sm.) Pilg.","yellow wildrye"
"LEKI2","Leucopoa kingii (S. Watson) W.A. Weber","spike fescue"
"LEMI3","Lemna minor L.","common duckweed"
"LEOC","Lesquerella occidentalis S. Watson","western bladderpod"
"LEPA17","Lepidium papilliferum (L.F. Hend.) A. Nelson & J.F. Macbr.","Idaho pepperweed"
"LEPE2","Lepidium perfoliatum L.","clasping leaf pepperweed"
"LEPID","Lepidium L.","PEPPERWEED"
"LERA5","Leymus racemosus (Lam.) Tzvelev","mammoth wildrye"
"LERE7","Lewisia rediviva Pursh","bitterroot"
"LESA2","Lepidium sativum L.","gardencress pepperweed"
"LESA4","Leymus salinus (M.E. Jones) Á. Löve","Salina wildrye"
"LESAS2","Leymus salinus (M.E. Jones) Á. Löve ssp. salmonis (C.L. Hitchc.) Atkins","Salmon wildrye"
"LESQU","Lesquerella S. Watson","BLADDERPOD"
"LETR5","Leymus triticoides (Buckley) Pilg.","beardless wildrye"
"LEYMU","Leymus Hochst.","wildrye"
"LILE3","Linum lewisii Pursh","LEWIS FLAX"
"LILEL2","Linum lewisii Pursh var. lewisii","PRAIRIE FLAX"
"LINUM","Linum L.","flax"
"LIPA5","Lithophragma parviflorum (Hook.) Nutt. ex Torr. & A. Gray","smallflower woodland-star"
"LIPE2","Linum perenne L.","BLUE FLAX"
"LIPU11","Linanthus pungens (Torr.) J.M. Porter & L.A. Johnson","prickly phlox"
"LIRU4","Lithospermum ruderale Douglas ex Lehm.","white stoneseed"
"LITE4","Lithophragma tenellum Nutt.","slender woodland-star"
"LOAM","Lomatium ambiguum (Nutt.) J.M. Coult. & Rose","Wyeth biscuitroot"
"LOBI","Lomatium bicolor (S. Watson) J.M. Coult. & Rose","Wasatch bicuitroot"
"LOCO4","Lomatium cous (S. Watson) J.M. Coult. & Rose","camas biscuitroot"
"LOCO6","Lotus corniculatus L.","Birdsfoot trefoil"
"LODI","Lomatium dissectum (Nutt.) Mathias & Constance","fernleaf biscuitroot"
"LODIM","Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum","carrotleaf biscuitroot"
"LOFO","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose","desert biscuitroot"
"LOFOM","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. macdougalii (J.M. Coult. & Rose) W.L. Theobald","MacDougal's biscuitroot"
"LOHE2","Lomatium hendersonii (J.M. Coult. & Rose) J.M. Coult. & Rose","Henderson's biscuitroot"
"LOIN5","Lonicera involucrata (Richardson) Banks ex Spreng.","twinberry honeysuckle"
"LOKO2","Lonicera korolkowii Stapf","blueleaf honeysuckle"
"LOMA6","Lonicera maackii (Rupr.) Herder","Amur honeysuckle"
"LOMAT","Lomatium Raf.","BISCUITROOT"
"LONIC","Lonicera L.","honeysuckle"
"LONU2","Lomatium nudicaule (Pursh) J.M. Coult. & Rose","barestem biscuitroot"
"LOPE","Lolium perenne L.","PERENNIAL RYEGRASS"
"LORO2","Lomatium rollinsii Mathias & Constance","Rollins' biscuitroot"
"LOTR2","Lomatium triternatum (Pursh) J.M. Coult. & Rose","nineleaf biscuitroot"
"LOTUS","Lotus L.","trefoil"
"LUAR3","Lupinus argenteus Pursh","Silvery lupine"
"LUAR6","Lupinus arbustus Douglas ex Lindl.","longspur lupine"
"LUAR7","Lupinus aridus Douglas","desert lupine"
"LUARA5","Lupinus argenteus Pursh ssp. argenteus","mountain lupine"
"LUARN","Lupinus arbustus Douglas ex Lindl. ssp. neolaxiflorus D. Dunn","Quaker-bonnet lupine"
"LUBU2","Lupinus burkei S. Watson","largeleaf lupine"
"LUCA","Lupinus caudatus Kellogg","tailcup lupine"
"LUHO2","Lupinus holosericeus Nutt.","little flowered lupine"
"LULE3","Lupinus leucophyllus Douglas ex Lindl.","velvet lupine"
"LUPIN","Lupinus L.","lupine"
"LUPO2","Lupinus polyphyllus Lindl.","bigleaf lupine"
"LUSE4","Lupinus sericeus Pursh","silky lupine"
"LYCI","Lysimachia ciliata L.","FRINGED LOOSESTRIFE"
"LYSIM","Lysimachia L.","loosestrife"
"MACA2","Machaeranthera canescens (Pursh) A. Gray","hoary tansyaster"
"MADIA","Madia Molina","tarweed"
"MAEX","Madia exigua (Sm.) A. Gray","small tarweed"
"MAGL2","Madia glomerata Hook.","mountain tarweed"
"MAGR3","Madia gracilis (Sm.) D.D. Keck","common tarweed"
"MAMA37","Malus mandshurica (Maxim.) Kom.","crabapple"
"MARE11","Mahonia repens (Lindl.) G. Don","low Oregongrape"
"MAST4","Maianthemum stellatum (L.) Link","starry false solomonseal"
"MAVU","Marrubium vulgare L.","HOREHOUND"
"MEAR4","Mentha arvensis L.","wild mint"
"MEBU","Melica bulbosa Geyer ex Porter & J.M. Coult.","oniongrass"
"MECA3","Menispermum canadense L.","Idaho bluebells"
"MECI3","Mertensia ciliata (James ex Torr.) G. Don","tall fringed bluebells"
"MELA2","Mentzelia laevicaulis (Hook.) Torr. & A. Gray","smoothstem blazingstar"
"MELO4","Mertensia longiflora Greene","small bluebells"
"MELU","Medicago lupulina L.","BLACK MEDIC"
"MENTH","Mentha L.","mint"
"MENTZ","Mentzelia L.","blazingstar"
"MEOB","Mertensia oblongifolia (Nutt.) G. Don","oblongleaf bluebells"
"MEOF","Melilotus officinalis (L.) Lam.","white sweetclover"
"MEOF","Melilotus officinalis (L.) Lam.","YELLOW SWEETCLOVER"
"MERTE","Mertensia Roth","bluebells"
"MESA","Medicago sativa L.","ALFALFA"
"MESAF","Medicago sativa L. ssp. falcata (L.) Arcang.","yellow blossom alfalfa"
"MESP","Melica spectabilis Scribn.","purple oniongrass"
"MICA5","Mitella caulescens Nutt.","leafy miterwort"
"MICRO22","Microsteris Greene","microsteris"
"MICRO6","Microseris D. Don","microseris"
"MIGR","Microsteris gracilis (Hook.) Greene","slender phlox"
"MIGRG4","Microsteris gracilis (Hook.) Greene var. gracilis","slender phlox"
"MINU","Microseris nutans (Hook.) Sch. Bip.","nodding microceris"
"MITEL","Mitella L.","miterwort"
"MOCH","Montia chamissoi (Ledeb. ex Spreng.) Greene","water minerslettuce"
"MUAS","Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi","ALKALI MUHLY"
"MUHLE","Muhlenbergia Schreb.","muhly"
"MURI","Muhlenbergia richardsonis (Trin.) Rydb.","mat muhly"
"MYVE","Myosotis verna Nutt.","spring forget-me-not"
"NAAR","Nama aretioides (Hook. & Arn.) Brand","purple fiddleleaf"
"NABR","Navarretia breweri (A. Gray) Greene","brewer's navarratia"
"NADE2","Nama densum Lemmon","matted fiddleleaf"
"NAMA4","Nama L.","fiddleleaf"
"NAVI4","Nassella viridula (Trin.) Barkworth","green needlegrass"
"NEPA3","Neslia paniculata (L.) Desv.","ballmustard"
"NONI","Nothocalais nigrescens (L.F. Hend.) A. Heller","meadow prairie-dandelion"
"OECA10","Oenothera caespitosa Nutt.","tufted evening-primrose"
"OENOT","Oenothera L.","evening-primrose"
"OEPA","Oenothera pallida Lindl.","pale evening-primrose"
"OEPS2","Oenothera psammophila (A. Nelson & J.F. Macbr.) W.L. Wagner, Stockhouse & Klein","St. Anthony Dunes evening-primrose"
"OLDOI","Olsynium douglasii (A. Dietr.) E.P. Bicknell var. inflatum (Suksd.) Cholewa & Douglass M. Hend.","grasswidow"
"ONVI","Onobrychis viciifolia Scop.","sainfoin"
"OPFR","Opuntia fragilis (Nutt.) Haw.","BRITTLE PRICKLYPEAR"
"OPPO","Opuntia polyacantha Haw.","PLAINS PRICKLYPEAR"
"ORLU2","Orthocarpus luteus Nutt.","yellow owl's-clover"
"OROBA","Orobanche L.","broomrape"
"ORPI2","Orobanche pinorum Geyer ex Hook.","pine broomrape"
"ORTHO","Orthocarpus Nutt.","owl's-clover"
"ORTO","Orthocarpus tolmiei Hook. & Arn.","Tolmie's owl's-clover"
"ORYZO","Oryzopsis Michx.","ricegrass"
"OSBE","Osmorhiza berteroi DC.","sweetcicely"
"OSMOR","Osmorhiza Raf.","sweetroot"
"OSOC","Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.","western sweetroot"
"OXBES","Oxytropis besseyi (Rydb.) Blank. var. salmonensis Barneby","Salmon River locoweed"
"OXDE","Oxytheca dendroidea Nutt.","narrowleaf oxytheca"
"OXDI3","Oxyria digyna (L.) Hill","alpine mountainsorrel"
"OXST","Oxalis stricta L.","common yellow woodsorrel"
"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel"
"PAMY","Paxistima myrsinites (Pursh) Raf.","myrtle pachistima"
"PASM","Pascopyrum smithii (Rydb.) Á. Löve","WESTERN WHEATGRASS"
"PAST10","Packera streptanthifolia (Greene) W.A. Weber & Á. Löve","Rocky Mountain groundsel"
"PEAC","Penstemon acuminatus Douglas ex Lindl.","sharpleaf penstemon"
"PEAT10","Perovskia atriplicifolia Benth.","Russian sage"
"PECA12","Petrophytum caespitosum (Nutt.) Rydb.","mat rockspirea"
"PECU","Penstemon cusickii A. Gray","Cusick's penstemon"
"PEDE4","Penstemon deustus Douglas ex Lindl.","hotrock penstemon"
"PEEA","Penstemon eatonii A. Gray","firecracker penstemon"
"PEFR3","Penstemon fruticosus (Pursh) Greene","bush penstemon"
"PEGL5","Penstemon globosus (Piper) Pennell & D.D. Keck","globe penstemon"
"PEGR2","Pedicularis groenlandica Retz.","elephanthead lousewort"
"PEHU","Penstemon humilis Nutt. ex A. Gray","low penstemon"
"PELA17","Penstemon laxus A. Nelson","loose penstemon"
"PELE8","Penstemon lemhiensis (D.D. Keck) D.D. Keck & Cronquist","Lemhi penstemon"
"PENI3","Penstemon nitidus Douglas ex Benth.","shining penstemon"
"PENST","Penstemon Schmidel","Penstemon"
"PEPA29","Penstemon payettensis A. Nelson & J.F. Macbr.","Payette penstemon"
"PEPA8","Penstemon palmeri A. Gray","Palmer's penstemon"
"PEPE12","Penstemon perpulcher A. Nelson","Minidoka penstemon"
"PEPU12","Penstemon pumilus Nutt.","dwarf penstemon"
"PEPU7","Petradoria pumila (Nutt.) Greene","rock goldenrod"
"PERY","Penstemon rydbergii A. Nelson","Rydberg's penstemon"
"PESI","Pediocactus simpsonii (Engelm.) Britton & Rose","Simpson hedgehog cactus"
"PESP","Penstemon speciosus Douglas ex Lindl.","royal penstemon"
"PEST2","Penstemon strictus Benth.","Rocky Mountain penstemon"
"PEVE2","Penstemon venustus Douglas ex Lindl.","Venus penstemon"
"PHAC2","Phlox aculeata A. Nelson","sagebrush phlox"
"PHACE","Phacelia Juss.","Phacelia"
"PHAL2","Phleum alpinum L.","alpine timothy"
"PHAL7","Physocarpus alternans (M.E. Jones) J.T. Howell","dwarf ninebark"
"PHAR3","Phalaris arundinacea L.","REED CANARYGRASS"
"PHCA7","Phlox caespitosa Nutt.","tufted phlox"
"PHCH","Phoenicaulis cheiranthoides Nutt.","daggerpod"
"PHDI3","Phlox diffusa Benth.","spreading phlox"
"PHEM","Phyllodoce empetriformis (Sm.) D. Don","pink mountain heather"
"PHHA","Phacelia hastata Douglas ex Lehm.","silverleaf phacelia"
"PHHAC3","Phacelia hastata Douglas ex Lehm. var. compacta (Brand) Cronquist","compact phacelia"
"PHHE2","Phacelia heterophylla Pursh","varileaf phacelia"
"PHHO","Phlox hoodii Richardson","Hoods phlox"
"PHHOM","Phlox hoodii Richardson ssp. muscoides (Nutt.) Wherry","musk phlox"
"PHID2","Phlox idahonis Wherry","Idaho phlox"
"PHLE4","Philadelphus lewisii Pursh","syringa - mockorange"
"PHLI","Phacelia linearis (Pursh) Holz.","threadleaf phacelia"
"PHLO2","Phlox longifolia Nutt.","longleaf phlox"
"PHLOX","Phlox L.","Phlox"
"PHMA5","Physocarpus malvaceus (Greene) Kuntze","mallow ninebark"
"PHMU3","Phlox multiflora A. Nelson","flowery phlox"
"PHPR3","Phleum pratense L.","TIMOTHY"
"PHSE","Phacelia sericea (Graham) A. Gray","silky phacelia"
"PHSP","Phlox speciosa Pursh","showy phlox"
"PHVI3","Phlox viscida E.E. Nelson","sticky phlox"
"PIAB","Picea abies (L.) Karst.","Norway spruce"
"PIAL","Pinus albicaulis Engelm.","whitebark pine"
"PICO","Pinus contorta Douglas ex Loudon","lodgepole pine"
"PIDE4","Picrothamnus desertorum Nutt.","bud sagebrush"
"PIEN","Picea engelmannii Parry ex Engelm.","Engelmann spruce"
"PIFL2","Pinus flexilis James","limber pine"
"PIGL","Picea glauca (Moench) Voss","white spruce"
"PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon"
"PIMO3","Pinus monticola Douglas ex D. Don","western white pine"
"PINI","Pinus nigra Arnold","Austrian pine"
"PIPO","Pinus ponderosa Lawson & C. Lawson","PONDEROSA PINE"
"PIPU","Picea pungens Engelm.","blue spruce"
"PISY","Pinus sylvestris L.","Scots pine"
"PLANT","Plantago L.","plantain"
"PLER","Plantago eriopoda Torr.","saline plantain"
"PLLA","Plantago lanceolata L.","BUCKHORN PLANTAIN"
"PLMA2","Plantago major L.","COMMON PLANTAIN"
"PLPA2","Plantago patagonica Jacq.","Indian-wheat plantain"
"PLSP7","Pleiacanthus spinosus (Nutt.) Rydb.","skeletonweed"
"POA","Poa L.","bluegrass"
"POAC5","Populus ×acuminata Rydb. (pro sp.) [angustifolia × deltoides]","lanceleaf cottonwood"
"POAL7","Populus alba L.","WHITE POPLAR"
"POAM8","Polygonum amphibium L.","water knotweed"
"POAMS","Polygonum amphibium L. var. stipulaceum Coleman","WATER SMARTWEED"
"POAN3","Populus angustifolia James","NARROWLEAF COTTONWOOD"
"POAR8","Potentilla argentea L.","silver cinquefoil"
"POBAT","Populus balsamifera L. ssp. trichocarpa (Torr. & A. Gray ex Hook.) Brayshaw","black cottonwood"
"POBI6","Polygonum bistortoides Pursh","American bistort"
"POBU","Poa bulbosa L.","BULBOUS BLUEGRASS"
"POCO","Poa compressa L.","CANADA BLUEGRASS"
"POCU3","Poa cusickii Vasey","Cusick's bluegrass"
"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil"
"PODO4","Polygonum douglasii Greene","Douglas' knotweed"
"PODOS2","Polygonum douglasii Greene ssp. spergulariiforme (Meisn. ex Small) J.C. Hickman","fall knotweed"
"POFE","Poa fendleriana (Steud.) Vasey","muttongrass"
"POFL3","Potentilla flabellifolia Hook. ex Torr. & A. Gray","high mountain cinquefoil"
"POGLP","Potentilla glandulosa Lindl. ssp. pseudorupestris (Rydb.) D.D. Keck","sticky cinquefoil"
"POGR9","Potentilla gracilis Douglas ex Hook.","slender cinquefoil"
"POGRF","Potentilla gracilis Douglas ex Hook. var. flabelliformis (Lehm.) Nutt. ex Torr. & A. Gray","cupformleaf cinquefoil"
"POLE3","Poa lettermanii Vasey","Letterman's bluegrass"
"POLEM","Polemonium L.","Jacob's-ladder"
"POLYG4","Polygonum L.","knotweed"
"PONA4","Potamogeton natans L.","FLOATING PONDWEED"
"PONIP","Potentilla nivea L. var. pentaphylla Lehm.","fiveleaf cinquefoil"
"POOC2","Polemonium occidentale Greene","western polemonium"
"POPA2","Poa palustris L.","FOWL BLUEGRASS"
"POPH","Polygonum phytolaccifolium Meisn. ex Small","western knotweed"
"POPR","Poa pratensis L.","KENTUCKY BLUEGRASS"
"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder polemonium"
"POPUL","Populus L.","COTTONWOOD"
"PORA3","Polygonum ramosissimum Michx.","BUSHY KNOTWEED"
"PORE","Poa reflexa Vasey & Scribn. ex Vasey","nodding bluegrass"
"POSE","Poa secunda J. Presl","northern bluegrass"
"POSE","Poa secunda J. Presl","pine bluegrass"
"POSE","Poa secunda J. Presl","alkali bluegrass"
"POSE","Poa secunda J. Presl","big bluegrass"
"POSE","Poa secunda J. Presl","Canby bluegrass"
"POSE","Poa secunda J. Presl","Nevada bluegrass"
"POSE","Poa secunda J. Presl","Sandberg bluegrass"
"POSI11","Populus simonii Carrière [excluded]","Simon poplar"
"POTEN","Potentilla L.","CINQUEFOIL"
"POTR5","Populus tremuloides Michx.","QUAKING ASPEN"
"PRAM","Prunus americana Marshall","AMERICAN PLUM"
"PRAR3","Prunus armeniaca L.","apricot"
"PRCU2","Primula cusickiana (A. Gray) A. Gray","Cusick's primrose"
"PREM","Prunus emarginata (Douglas ex Hook.) D. Dietr.","bitter cherry"
"PRLA4","Pritchardia lanigera Becc.","Mongolian cherry"
"PRPUB","Prunus pumila L. var. besseyi (L.H. Bailey) Gleason","western sandcherry"
"PRTE5","Prunus tenella Batsch","Russian almond"
"PRTO80","Prunus tomentosa Thunb.","Nanking cherry"
"PRVI","Prunus virginiana L.","chokecherry"
"PSJU3","Psathyrostachys juncea (Fisch.) Nevski","RUSSIAN WILDRYE"
"PSLA3","Psoralidium lanceolatum (Pursh) Rydb.","sand scurfpea"
"PSMEG","Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco","Rocky Mountain Douglas fir"
"PSORA2","Psoralidium Rydb.","scurfpea"
"PSSA2","×Pseudelymus saxicola (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [Elymus elymoides × Pseudoroegneria spicata]","foxtail wheatgrass"
"PSSPI","Pseudoroegneria spicata (Pursh) Á. Löve ssp. inermis (Scribn. & J.G. Sm.) Á. Löve","beardless wheatgrass"
"PSSPS","Pseudoroegneria spicata (Pursh) Á. Löve ssp. spicata","BLUEBUNCH WHEATGRASS"
"PUDI","Puccinellia distans (Jacq.) Parl.","weeping alkaligrass"
"PULE","Puccinellia lemmonii (Vasey) Scribn.","Lemmon's alkaligrass"
"PUNU2","Puccinellia nuttalliana (Schult.) Hitchc.","Nuttall's alkaligrass"
"PUTR2","Purshia tridentata (Pursh) DC.","antelope bitterbrush"
"PYIN2","Pyrrocoma insecticruris L.F. Hend.","wholeleaf goldenweed"
"PYLAL","Pyrrocoma lanceolata (Hook.) Greene var. lanceolata","lanceleaf goldenweed"
"PYUNU","Pyrrocoma uniflora (Hook.) Greene var. uniflora","plantain goldenweed"
"PYUS2","Pyrus ussuriensis Maxim.","Harbin pear"
"QUMA2","Quercus macrocarpa Michx.","BUR OAK"
"RAAN","Ranunculus andersonii A. Gray","Anderson's buttercup"
"RACY","Ranunculus cymbalaria Pursh","alkali buttercup"
"RAGL","Ranunculus glaberrimus Hook.","sagebrush buttercup"
"RANUN","Ranunculus L.","buttercup"
"RAPO","Ranunculus populago Greene","mountain buttercup"
"RHGL","Rhus glabra L.","SMOOTH SUMAC"
"RHTR","Rhus trilobata Nutt.","SKUNKBUSH SUMAC"
"RIAU","Ribes aureum Pursh","GOLDEN CURRANT"
"RIBES","Ribes L.","currant"
"RICE","Ribes cereum Douglas","wax currant"
"RIMO2","Ribes montigenum McClatchie","gooseberry currant"
"ROSA5","Rosa L.","wild rose"
"ROWO","Rosa woodsii Lindl.","Woods' rose"
"RUAQF","Rumex aquaticus L. var. fenestratus (Greene) Dorn","Western dock"
"RUCR","Rumex crispus L.","CURLY DOCK"
"RUMEX","Rumex L.","dock"
"RUOC2","Rudbeckia occidentalis Nutt.","western coneflower"
"SAAE","Salvia aethiopis L.","Mediterranean sage"
"SAAL2","Salix alba L.","WHITE WILLOW"
"SAAM2","Salix amygdaloides Andersson","PEACHLEAF WILLOW"
"SABE2","Salix bebbiana Sarg.","Bebb willow"
"SABO2","Salix boothii Dorn","Booth's willow"
"SACU","Sagittaria cuneata Sheldon","arumleaf arrowhead"
"SADO4","Salvia dorrii (Kellogg) Abrams","purple sage"
"SADR","Salix drummondiana Barratt ex Hook.","Drummond's willow"
"SAEX","Salix exigua Nutt.","coyote willow"
"SAGE2","Salix geyeriana Andersson","Geyer's willow"
"SAKA","Salsola kali L.","Russian thistle"
"SALA2","Sagittaria latifolia Willd.","Broadleaf arrowhead"
"SALE","Salix lemmonii Bebb","Lemmon's willow"
"SALIC","Salicornia L.","pickleweed"
"SALIX","Salix L.","willow"
"SALU2","Salix lutea Nutt.","yellow willow"
"SALUL","Salix lucida Muhl. ssp. lasiandra (Benth.) A.E. Murray","Pacific willow"
"SAMBU","Sambucus L.","elderberry"
"SAMI3","Sanguisorba minor Scop.","small burnet"
"SANIC5","Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli","blue elderberry"
"SAPE11","Sarcocornia perennis (Mill.) A.J. Scott","laurel willow"
"SAPL2","Salix planifolia Pursh","plainleaf willow"
"SAPR3","Salix prolixa Andersson","MacKenzie's willow"
"SARAR3","Sambucus racemosa L. var. racemosa","red elderberry"
"SARU","Salicornia rubra A. Nelson","red pickleweed"
"SASC","Salix scouleriana Barratt ex Hook.","Scouler's willow"
"SASI2","Salix sitchensis Sanson ex Bong.","Sitka willow"
"SAVE4","Sarcobatus vermiculatus (Hook.) Torr.","GREASEWOOD"
"SAWO","Salix wolfii Bebb","Wolf's willow"
"SCAC3","Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve","HARDSTEM BULRUSH"
"SCAM6","Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller","AMERICAN BULRUSH"
"SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","tall fescue"
"SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","tall fescue"
"SCIRP","Scirpus L.","bulrush"
"SCMI2","Scirpus microcarpus J. Presl & C. Presl","panicled bulrush"
"SCPU10","Schoenoplectus pungens (Vahl) Palla","common threesquare"
"SCTA2","Schoenoplectus tabernaemontani (C.C. Gmel.) Palla","SOFTSTEM BULRUSH"
"SECR","Senecio crassulus A. Gray","thickleaf groundsel"
"SEDUM","Sedum L.","stonecrop"
"SEIN2","Senecio integerrimus Nutt.","lambstongue groundsel"
"SELAL","Sedum lanceolatum Torr. ssp. lanceolatum","spearleaf stonecrop"
"SENEC","Senecio L.","groundsel"
"SERU3","Sedum rupicola G.N. Jones","curvedleaf stonecrop"
"SESE2","Senecio serra Hook.","butterweed groundsel"
"SEST2","Sedum stenopetalum Pursh","wormleaf stonecrop"
"SETR","Senecio triangularis Hook.","arrowleaf groundsel"
"SEVA4","Securigera varia (L.) Lassen","crownvetch"
"SHAR","Shepherdia argentea (Pursh) Nutt.","silver buffaloberry"
"SHCA","Shepherdia canadensis (L.) Nutt.","russet buffaloberry"
"SIAL2","Sisymbrium altissimum L.","tumble mustard"
"SIID","Sisyrinchium idahoense E.P. Bicknell","Idaho blue-eyed grass"
"SIOR","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray","checkermallow"
"SIRO5","Sisyrinchium rosulatum E.P. Bicknell","Menzies silene"
"SISCL","Silene scaposa B.L. Rob. var. lobata C.L. Hitchc. & Maguire","Lost River silene"
"SISYM","Sisymbrium L.","mustard"
"SISYR","Sisyrinchium L.","blue-eyed grass"
"SIVU","Silene vulgaris (Moench) Garcke","maidens-tear"
"SOARU","Sonchus arvensis L. ssp. uliginosus (M. Bieb.) Nyman","marsh sowthistle"
"SOLID","Solidago L.","goldenrod"
"SOMI2","Solidago missouriensis Nutt.","MISSOURI GOLDENROD"
"SOMU","Solidago multiradiata Aiton","mountain goldenrod"
"SONCH","Sonchus L.","sowthistle"
"SOSI2","Sorbus sitchensis M. Roem.","western mountain ash"
"SPAI","Sporobolus airoides (Torr.) Torr.","ALKALI SACATON"
"SPAR2","Sphaeromeria argentea Nutt.","silver chickensage"
"SPBE2","Spiraea betulifolia Pall.","white spirea"
"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","SCARLET GLOBEMALLOW"
"SPCR","Sporobolus cryptandrus (Torr.) A. Gray","SAND DROPSEED"
"SPER","Sparganium erectum L.","simplestem bur-reed"
"SPGR","Spartina gracilis Trin.","ALKALI CORDGRASS"
"SPGR2","Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb.","gooseberryleaf globemallow"
