"Symbol","Scientific Name with Author","GSAT Common Name"
"SOEL","Solanum elaeagnifolium Cav.","SILVERLEAF NIGHTSHADE"
"SOHA","Sorghum halepense (L.) Pers.","JOHNSONGRASS"
"SONU2","Sorghastrum nutans (L.) Nash","Indiangrass (yellow)"
"SORO","Solanum rostratum Dunal","buffalobur (nightshade)"
"SPAI","Sporobolus airoides (Torr.) Torr.","ALKALI SACATON"
"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","SCARLET GLOBEMALLOW"
"SPCO4","Sporobolus contractus Hitchc.","SPIKE DROPSEED"
"SPCOC2","Sporobolus compositus (Poir.) Merr. var. compositus","TALL DROPSEED"
"SPCR","Sporobolus cryptandrus (Torr.) A. Gray","SAND DROPSEED"
"SPFL2","Sporobolus flexuosus (Thurb. ex Vasey) Rydb.","mesa dropseed"
"SPGI","Sporobolus giganteus Nash","GIANT DROPSEED"
"SPGR","Spartina gracilis Trin.","ALKALI CORDGRASS"
"SPHAE","Sphaeralcea A. St.-Hil.","gloemallow spp."
"SPNE","Sporobolus nealleyi Vasey","gyp dropseed"
"SPORO","Sporobolus R. Br.","dropseed spp."
"SPWR2","Sporobolus wrightii Munro ex Scribn.","giant sacaton"
"STSY","Stillingia sylvatica L.","queensdelight"
"SUSU","Suaeda suffrutescens S. Watson","sueda (desert seepweed)"
"SYAL","Symphoricarpos albus (L.) S.F. Blake","snowberry (common)"
"TARA","Tamarix ramosissima Ledeb.","salt cedar"
"TEACE","Tetraneuris acaulis (Pursh) Greene var. epunctata (A. Nelson) Kartesz & Gandhi","STEMLESS ACTINEA"
"TECA2","Tetradymia canescens DC.","spineless horsebrush"
"THAC","Thymophylla acerosa (DC.) Strother","pricklyleaf dogweed"
"THERM","Thermopsis R. Br.","goldenpea spp. (golden banner)"
"THIN6","Thinopyrum intermedium (Host) Barkworth & D.R. Dewey","intermediate wheatgrass"
"THME","Thelesperma megapotamicum (Spreng.) Kuntze","HOPITEA GREENTHREAD"
"THPO7","Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang","tall wheatgrass"
"TICAC","Tiquilia canescens (DC.) A.T. Richardson var. canescens","gray coldenia (woody crinklemat)"
"TIHI","Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson","hairy coldenia (crinklemat)"
"TRAL2","Tridens albescens (Vasey) Wooton & Standl.","white tridens"
"TRCR9","Trichloris crinita (Lag.) Parodi","twoflower trichloris"
"TRHY","Trifolium hybridum L.","ALSIKE CLOVER"
"TRIDE","Tridens Roem. & Schult.","tridens spp."
"TRIFO","Trifolium L.","clover spp."
"TRMUE","Tridens muticus (Torr.) Nash var. elongatus (Buckley) Shinners","slim tridens"
"TRPO","Tragopogon porrifolius L.","SALSIFY"
"TRPR2","Trifolium pratense L.","RED CLOVER"
"TRSP12","Trachypogon spicatus (L. f.) Kuntze","crinkleawn"
"TYLA","Typha latifolia L.","cattail (common)"
"URCI","Urochloa ciliatissima (Buckley) R. Webster","almejita signalgrass (fringed)"
"VACO9","Vachellia constricta (Benth.) Seigler & Ebinger","whitethorn acacia"
"VAVE","Vachellia vernicosa (Britton & Rose) Seigler & Ebinger","viscid acacia"
"VEMA2","Vernonia marginata (Torr.) Raf.","ironplant (plains)"
"VEPO4","Verbena polystachya Kunth","verbena"
"VERBE","Verbena L.","vervain"
"VETH","Verbascum thapsus L.","mullein"
"VICIA","Vicia L.","vetch spp."
"VISA","Vicia sativa L.","sweetpea (garden vetch)"
"VITIS","Vitis L.","grape"
"VUOCO","Vulpia octoflora (Walter) Rydb. var. octoflora","SIXWEEKS FESCUE"
"XASP2","Xanthium spinosum L.","spiny colklebur"
"YUBA","Yucca baccata Torr.","banana yucca"
"YUCCA","Yucca L.","yucca spp."
"YUEL","Yucca elata (Engelm.) Engelm.","SOAPTREE YUCCA"
"YUGL","Yucca glauca Nutt.","SMALL SOAPWEED"
"ZIAC","Zinnia acerosa (DC.) A. Gray","desert zinnia"
