vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Tractor Depot,Use Tax,REF-6739,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,74006,Tax,187.48,2023-12-25 13:32:00,0.0,,3612.3,187.48,Owner's Equity,3000,wrench,📊
Johnny's Seeds,Sales Tax,REF-5588,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,42528,Tax,0.0,2023-12-25 07:51:00,1042.4,CHK-7089,1674.58,1042.4,Insurance,5900,tray,🪣
Tractor Depot,No Tax,REF-6639,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,24207,Payroll,0.0,2023-12-25 08:20:00,385.76,,1717.57,385.76,Payroll Expenses,5500,calendar,🌽
USDA,No Tax,REF-1911,False,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,22289,Equity Contribution,975.89,2023-12-25 07:54:00,0.0,CHK-3372,1693.35,975.89,Payroll Expenses,5500,bag,🐄
Compost Collective,Use Tax,REF-2740,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,50554,Sale,482.87,2023-12-25 12:59:00,0.0,,4845.08,482.87,Fertilizer & Compost,5200,globe,🛠
Tractor Depot,No Tax,REF-7928,False,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,11982,Equity Contribution,163.66,2023-12-25 15:07:00,0.0,CHK-3579,3372.36,163.66,Cash,1000,creditcard,📦
USDA,Sales Tax,REF-2778,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,84031,Invoice,80.22,2023-12-25 12:03:00,0.0,CHK-5366,2463.92,80.22,Inventory,1200,folder,🌽
USDA,No Tax,REF-5561,False,Someone painted the barn plaid again.,Weekly payroll distribution,48567,Expense,1190.29,2023-12-25 08:15:00,0.0,,4453.02,1190.29,Cash,1000,tray,🍅
Compost Collective,No Tax,REF-5085,True,Eggplant royalty dispute resolved.,Payment for organic compost delivery,99552,Payroll,0.0,2023-12-25 14:56:00,495.94,,4132.27,495.94,Accounts Payable,2000,plusminus,🐔
Zappa Solar,No Tax,REF-5953,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,56066,Sale,25.76,2023-12-25 10:42:00,0.0,CHK-4829,1743.64,25.76,Payroll Expenses,5500,person.crop.circle,🏡
Johnny's Seeds,Use Tax,REF-5768,False,Someone painted the barn plaid again.,Weekly payroll distribution,67000,Equity Contribution,528.28,2023-12-25 13:56:00,0.0,CHK-4352,2227.53,528.28,Cost of Goods Sold,5000,briefcase,📦
Compost Collective,No Tax,REF-5815,False,Billy the Mountain requested cash.,Tractor repair service,40757,Payment,442.93,2023-12-25 14:30:00,0.0,CHK-8587,1987.46,442.93,Sales - Produce,4000,calendar,🔧
USDA,No Tax,REF-8696,True,Someone painted the barn plaid again.,Equity contribution by Frank,14435,Tax,264.39,2023-12-25 09:52:00,0.0,CHK-6298,4054.09,264.39,Cash,1000,hammer,💸
Johnny's Seeds,Use Tax,REF-1600,False,Billy the Mountain requested cash.,Payment for organic compost delivery,87567,Equity Contribution,0.0,2023-12-25 06:27:00,31.38,CHK-2277,1159.45,31.38,Accounts Receivable,1100,hammer,🧾
USDA,No Tax,REF-7168,False,Paid in kale chips and weird looks.,Tractor repair service,78738,Payroll,573.63,2023-12-26 17:10:00,0.0,CHK-7951,1181.87,573.63,Depreciation,6000,person.crop.circle,📅
Zappa Solar,Sales Tax,REF-4728,False,Eggplant royalty dispute resolved.,Weekly payroll distribution,74470,Invoice,723.83,2023-12-26 09:29:00,0.0,CHK-2988,2457.14,723.83,Wages Payable,2100,person.crop.circle,🔧
Zappa Solar,No Tax,REF-9313,True,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,27597,Expense,0.0,2023-12-26 09:32:00,1013.17,CHK-6819,3991.15,1013.17,Fuel,5300,globe,🧺
Farm Co-op,Sales Tax,REF-2223,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,22163,Tax,1195.3,2023-12-26 15:57:00,0.0,CHK-2520,1204.36,1195.3,Fuel,5300,doc.plaintext,🏡
Muffin Utility Inc.,Sales Tax,REF-8727,False,"This ain’t the garden of Eden, man.",Weekly payroll distribution,46815,Invoice,0.0,2023-12-26 18:10:00,390.11,,3714.56,390.11,Wages Payable,2100,bag,🧺
Muffin Utility Inc.,No Tax,REF-6317,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,55535,Tax,271.03,2023-12-26 16:10:00,0.0,CHK-4886,4843.84,271.03,Sales - Value-Added Goods,4100,gear,🧺
Johnny's Seeds,No Tax,REF-3419,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,41609,Expense,0.0,2023-12-26 17:13:00,909.42,,4702.75,909.42,Marketing & Promotion,5700,hammer,🐝
Compost Collective,Use Tax,REF-7712,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,31950,Expense,0.0,2023-12-26 06:34:00,353.31,CHK-7758,2608.04,353.31,Depreciation,6000,creditcard,🔧
Johnny's Seeds,No Tax,REF-9745,True,Paid in kale chips and weird looks.,Payment for organic compost delivery,60273,Payment,0.0,2023-12-26 15:56:00,721.72,,2232.06,721.72,Accounts Receivable,1100,externaldrive,💼
USDA,No Tax,REF-3088,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,21276,Expense,787.65,2023-12-26 12:45:00,0.0,,1096.16,787.65,Wages Payable,2100,chart.bar,🚜
USDA,Sales Tax,REF-9206,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,55798,Sale,0.0,2023-12-26 18:51:00,453.0,CHK-3600,3481.66,453.0,Owner's Equity,3000,calendar,🐝
Compost Collective,Sales Tax,REF-2668,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,78219,Equity Contribution,0.0,2023-12-26 07:23:00,641.53,CHK-7740,2453.77,641.53,Accounts Receivable,1100,dollarsign.circle,🐔
USDA,Use Tax,REF-1079,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,94722,Payroll,649.38,2023-12-26 16:54:00,0.0,CHK-5828,1341.74,649.38,Prepaid Expenses,1300,person.crop.circle,🚜
Farm Co-op,Sales Tax,REF-3039,False,Someone painted the barn plaid again.,Tractor repair service,69764,Tax,838.47,2023-12-26 18:07:00,0.0,,3443.08,838.47,Owner's Equity,3000,externaldrive,🧾
USDA,No Tax,REF-1396,False,Someone painted the barn plaid again.,Tractor repair service,46720,Equity Contribution,0.0,2023-12-27 16:48:00,776.6,,3597.69,776.6,Fuel,5300,hammer,🐔
Zappa Solar,Sales Tax,REF-8174,True,Beware of the Central Scrutinizer.,Payment for organic compost delivery,76527,Invoice,486.17,2023-12-27 06:10:00,0.0,,4460.3,486.17,Sales - Value-Added Goods,4100,book,💼
Compost Collective,No Tax,REF-2069,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,36182,Invoice,0.0,2023-12-27 13:51:00,448.83,,1123.58,448.83,Depreciation,6000,leaf,🌽
Johnny's Seeds,No Tax,REF-5216,False,Paid in kale chips and weird looks.,Payment for organic compost delivery,23259,Expense,1187.09,2023-12-27 14:46:00,0.0,CHK-6470,1350.79,1187.09,Fuel,5300,tray,🧺
Farm Co-op,Use Tax,REF-2207,False,Paid in kale chips and weird looks.,Equity contribution by Frank,47087,Equity Contribution,690.52,2023-12-27 12:59:00,0.0,CHK-3980,2955.5,690.52,Sales - Value-Added Goods,4100,dollarsign.circle,💼
USDA,Sales Tax,REF-5687,True,"This ain’t the garden of Eden, man.",Tractor repair service,55471,Sale,0.0,2023-12-27 12:39:00,648.06,,1305.34,648.06,Sales - Value-Added Goods,4100,tray,🐄
USDA,Sales Tax,REF-5037,False,Mic’d the compost for microbial jazz.,Equity contribution by Frank,80087,Payroll,0.0,2023-12-27 07:09:00,78.99,CHK-4317,3618.62,78.99,Cash,1000,cart,🐔
Compost Collective,Sales Tax,REF-3977,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,90878,Sale,0.0,2023-12-27 15:09:00,245.08,,3190.15,245.08,Fertilizer & Compost,5200,bag,🥕
Tractor Depot,Use Tax,REF-3403,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,25279,Payroll,0.0,2023-12-27 13:37:00,451.57,,3451.56,451.57,Marketing & Promotion,5700,tray,💼
USDA,Sales Tax,REF-2746,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,47859,Invoice,374.87,2023-12-27 07:15:00,0.0,CHK-6208,4191.89,374.87,Payroll Expenses,5500,bag,🧑‍🌾
Zappa Solar,No Tax,REF-6721,True,Billy the Mountain requested cash.,Tractor repair service,35169,Sale,0.0,2023-12-27 10:39:00,604.99,CHK-1753,4491.32,604.99,Repairs & Maintenance,5400,plusminus,🍅
Tractor Depot,No Tax,REF-2592,True,Billy the Mountain requested cash.,Tractor repair service,42548,Equity Contribution,371.28,2023-12-27 13:31:00,0.0,CHK-9030,1629.37,371.28,Professional Services,5800,hammer,🍅
Muffin Utility Inc.,Use Tax,REF-6565,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,64441,Tax,0.0,2023-12-27 07:51:00,398.98,CHK-1597,2609.0,398.98,Professional Services,5800,hammer,🐝
Farm Co-op,No Tax,REF-8312,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,36742,Payroll,789.58,2023-12-27 14:27:00,0.0,CHK-7917,2880.27,789.58,Fertilizer & Compost,5200,tractor,🔧
USDA,Sales Tax,REF-6629,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,44547,Expense,83.8,2023-12-27 06:49:00,0.0,,4483.67,83.8,Seeds & Amendments,5100,briefcase,🧾
Johnny's Seeds,Sales Tax,REF-2963,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,51384,Invoice,1127.84,2023-12-27 12:39:00,0.0,,3689.88,1127.84,Cash,1000,gear,🐄
Tractor Depot,Use Tax,REF-8683,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,97009,Equity Contribution,0.0,2023-12-28 07:18:00,664.91,CHK-8833,1005.46,664.91,Fuel,5300,dollarsign.circle,🌽
Johnny's Seeds,Use Tax,REF-1416,False,Paid in kale chips and weird looks.,Weekly payroll distribution,13215,Tax,0.0,2023-12-28 14:53:00,815.38,,1807.8,815.38,Fertilizer & Compost,5200,bag,🌱
Farm Co-op,Use Tax,REF-5437,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,79345,Tax,217.78,2023-12-28 16:49:00,0.0,CHK-3130,2206.37,217.78,Accounts Receivable,1100,folder,🧑‍🌾
Johnny's Seeds,Sales Tax,REF-1427,False,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,28418,Tax,0.0,2023-12-28 16:48:00,116.06,CHK-3683,4456.75,116.06,Repairs & Maintenance,5400,creditcard,💸
Muffin Utility Inc.,Use Tax,REF-2088,False,Paid in kale chips and weird looks.,Payment for organic compost delivery,66253,Expense,0.0,2023-12-28 16:38:00,459.77,,2909.99,459.77,Payroll Expenses,5500,globe,🏡
Compost Collective,Use Tax,REF-6223,True,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,50181,Payment,670.86,2023-12-28 17:02:00,0.0,,2592.58,670.86,Sales - Value-Added Goods,4100,chart.bar,💸
USDA,Use Tax,REF-2065,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,74313,Invoice,88.03,2023-12-28 17:22:00,0.0,,3272.18,88.03,Marketing & Promotion,5700,gear,🧺
Farm Co-op,Sales Tax,REF-1807,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,28916,Equity Contribution,456.06,2023-12-28 18:54:00,0.0,,3630.89,456.06,Owner's Equity,3000,book,🏡
USDA,Use Tax,REF-2666,True,Billy the Mountain requested cash.,Weekly payroll distribution,61843,Payroll,467.12,2023-12-28 18:30:00,0.0,CHK-2027,3501.19,467.12,Utilities,5600,calendar,🚜
Compost Collective,Sales Tax,REF-6945,False,Paid in kale chips and weird looks.,Payment for organic compost delivery,61425,Tax,0.0,2023-12-28 06:45:00,422.79,,4874.89,422.79,Accounts Payable,2000,tray,🛠
Muffin Utility Inc.,Sales Tax,REF-3223,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,89662,Sale,0.0,2023-12-28 06:15:00,617.33,CHK-9503,2201.5,617.33,Owner's Equity,3000,tray,🐝
Zappa Solar,No Tax,REF-1385,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,47781,Invoice,0.0,2023-12-28 15:35:00,1059.01,CHK-2464,2151.64,1059.01,Depreciation,6000,hammer,🐄
USDA,Use Tax,REF-3822,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,54887,Sale,490.87,2023-12-28 16:13:00,0.0,,2328.37,490.87,Fuel,5300,wrench,🌽
Tractor Depot,No Tax,REF-9857,False,Mic’d the compost for microbial jazz.,Weekly payroll distribution,64143,Tax,0.0,2023-12-28 15:48:00,293.22,,1900.15,293.22,Sales - Value-Added Goods,4100,externaldrive,🧺
USDA,Sales Tax,REF-6165,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,79468,Tax,552.44,2023-12-28 09:25:00,0.0,CHK-7783,2512.78,552.44,Prepaid Expenses,1300,doc.plaintext,🚜
Tractor Depot,Use Tax,REF-6619,True,Paid in kale chips and weird looks.,Tractor repair service,54316,Sale,719.39,2023-12-28 12:19:00,0.0,,3020.81,719.39,Taxes Payable,2200,externaldrive,🏡
Farm Co-op,Sales Tax,REF-3337,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,37594,Invoice,1155.41,2023-12-28 18:45:00,0.0,,1909.1,1155.41,Professional Services,5800,calendar,📦
Muffin Utility Inc.,Use Tax,REF-4834,False,Billy the Mountain requested cash.,Tractor repair service,57282,Expense,882.36,2023-12-28 14:33:00,0.0,CHK-4980,2078.0,882.36,Seeds & Amendments,5100,leaf,🏡
USDA,Sales Tax,REF-7992,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,84502,Sale,1122.85,2023-12-28 06:38:00,0.0,CHK-1227,4585.72,1122.85,Marketing & Promotion,5700,chart.bar,🔧
Muffin Utility Inc.,Sales Tax,REF-4479,False,Someone painted the barn plaid again.,Equity contribution by Frank,90512,Payment,0.0,2023-12-29 12:59:00,577.28,,3833.3,577.28,Prepaid Expenses,1300,person.crop.circle,🔧
Tractor Depot,Use Tax,REF-2638,True,Billy the Mountain requested cash.,Payment for organic compost delivery,48723,Invoice,754.15,2023-12-29 17:35:00,0.0,CHK-3630,4967.44,754.15,Fertilizer & Compost,5200,gear,🌽
Farm Co-op,Sales Tax,REF-3578,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,20942,Payroll,125.83,2023-12-29 17:15:00,0.0,CHK-7409,3860.46,125.83,Insurance,5900,folder,🧺
Muffin Utility Inc.,No Tax,REF-9598,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,70854,Sale,0.0,2023-12-29 18:40:00,289.28,,3093.63,289.28,Sales - Produce,4000,folder,🔧
Zappa Solar,Sales Tax,REF-1789,True,Billy the Mountain requested cash.,Payment for organic compost delivery,85404,Tax,941.86,2023-12-29 11:25:00,0.0,CHK-5912,1564.06,941.86,Owner's Equity,3000,book,🧺
Muffin Utility Inc.,No Tax,REF-7068,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,66741,Payroll,685.26,2023-12-29 17:08:00,0.0,CHK-9109,3307.47,685.26,Repairs & Maintenance,5400,externaldrive,📊
Zappa Solar,No Tax,REF-3244,False,Billy the Mountain requested cash.,Tractor repair service,26660,Payment,1168.68,2023-12-29 08:22:00,0.0,,4723.96,1168.68,Professional Services,5800,tractor,🔧
USDA,No Tax,REF-1358,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,17125,Equity Contribution,185.64,2023-12-29 18:55:00,0.0,CHK-9626,1626.55,185.64,Cash,1000,plusminus,🐄
Farm Co-op,Sales Tax,REF-8986,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,10831,Payment,0.0,2023-12-29 18:47:00,578.16,,2551.14,578.16,Owner's Equity,3000,briefcase,🌱
Zappa Solar,Sales Tax,REF-7084,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,68135,Tax,0.0,2023-12-29 10:24:00,989.63,,1219.82,989.63,Accounts Payable,2000,externaldrive,📊
Compost Collective,No Tax,REF-4288,False,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,93814,Sale,1069.17,2024-01-01 08:34:00,0.0,CHK-4498,1521.24,1069.17,Accounts Payable,2000,hammer,🪣
Muffin Utility Inc.,No Tax,REF-1593,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,28333,Equity Contribution,0.0,2024-01-01 12:35:00,398.64,,4054.64,398.64,Accounts Receivable,1100,dollarsign.circle,🚜
Zappa Solar,Sales Tax,REF-6725,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,70895,Tax,0.0,2024-01-01 11:58:00,798.95,CHK-2832,2970.51,798.95,Repairs & Maintenance,5400,doc.plaintext,📦
Tractor Depot,Sales Tax,REF-7554,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,18999,Payment,0.0,2024-01-01 13:18:00,252.1,CHK-1091,4229.57,252.1,Payroll Expenses,5500,creditcard,💸
Farm Co-op,No Tax,REF-5370,True,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,68544,Sale,0.0,2024-01-01 15:20:00,1154.03,CHK-4305,2725.48,1154.03,Sales - Value-Added Goods,4100,calendar,🛠
Farm Co-op,Use Tax,REF-7346,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,65331,Payment,0.0,2024-01-01 11:05:00,854.17,,4801.18,854.17,Seeds & Amendments,5100,calendar,💸
Compost Collective,No Tax,REF-6585,True,Eggplant royalty dispute resolved.,Payment for organic compost delivery,78311,Payment,1100.3,2024-01-01 09:56:00,0.0,,3304.68,1100.3,Sales - Produce,4000,creditcard,🐄
USDA,Use Tax,REF-3747,True,Billy the Mountain requested cash.,Equity contribution by Frank,31933,Tax,702.65,2024-01-01 06:36:00,0.0,,1884.19,702.65,Professional Services,5800,briefcase,📊
Zappa Solar,Sales Tax,REF-3687,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,59059,Equity Contribution,216.58,2024-01-01 10:27:00,0.0,,4344.04,216.58,Inventory,1200,wrench,🧑‍🌾
Compost Collective,Use Tax,REF-8013,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,48180,Equity Contribution,0.0,2024-01-01 13:19:00,32.55,,2040.22,32.55,Accounts Receivable,1100,leaf,🐝
Muffin Utility Inc.,No Tax,REF-1136,False,"This ain’t the garden of Eden, man.",Weekly payroll distribution,61698,Equity Contribution,290.12,2024-01-01 14:54:00,0.0,CHK-9816,1790.74,290.12,Marketing & Promotion,5700,dollarsign.circle,🧑‍🌾
Compost Collective,No Tax,REF-1423,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,39176,Tax,452.5,2024-01-01 15:14:00,0.0,CHK-1196,3430.28,452.5,Wages Payable,2100,dollarsign.circle,🐔
Zappa Solar,Use Tax,REF-8572,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,26138,Tax,328.97,2024-01-01 07:40:00,0.0,CHK-7871,1205.19,328.97,Sales - Value-Added Goods,4100,chart.bar,🌱
Zappa Solar,Sales Tax,REF-5605,True,Eggplant royalty dispute resolved.,Tractor repair service,40614,Sale,860.32,2024-01-01 06:52:00,0.0,,1951.83,860.32,Prepaid Expenses,1300,dollarsign.circle,📅
Tractor Depot,Sales Tax,REF-2320,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,22559,Payment,1161.28,2024-01-01 13:53:00,0.0,CHK-2752,1557.5,1161.28,Depreciation,6000,tray,🌱
Compost Collective,No Tax,REF-6207,False,Billy the Mountain requested cash.,Equity contribution by Frank,92853,Payroll,0.0,2024-01-01 18:46:00,419.83,,4992.88,419.83,Utilities,5600,dollarsign.circle,💼
USDA,Sales Tax,REF-7863,True,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,86589,Invoice,0.0,2024-01-01 14:19:00,383.13,,3368.7,383.13,Taxes Payable,2200,wrench,🪣
Muffin Utility Inc.,No Tax,REF-9688,False,Billy the Mountain requested cash.,Payment for organic compost delivery,45322,Tax,658.64,2024-01-01 09:24:00,0.0,CHK-8977,2406.48,658.64,Sales - Produce,4000,chart.bar,🐔
Farm Co-op,No Tax,REF-4736,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,22074,Invoice,1033.69,2024-01-01 18:51:00,0.0,CHK-5190,3437.39,1033.69,Seeds & Amendments,5100,doc.plaintext,🧺
Zappa Solar,Sales Tax,REF-5063,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,15845,Equity Contribution,0.0,2024-01-01 15:00:00,959.47,,2606.51,959.47,Accounts Payable,2000,briefcase,🔧
Muffin Utility Inc.,Sales Tax,REF-5224,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,54117,Expense,0.0,2024-01-01 11:04:00,447.59,CHK-6780,3752.4,447.59,Prepaid Expenses,1300,hammer,🍅
USDA,Sales Tax,REF-9090,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,74948,Expense,0.0,2024-01-01 16:33:00,108.79,CHK-5890,3887.99,108.79,Utilities,5600,dollarsign.circle,🐝
Farm Co-op,No Tax,REF-5171,True,Paid in kale chips and weird looks.,Tractor repair service,59969,Equity Contribution,443.85,2024-01-01 09:29:00,0.0,,1954.38,443.85,Professional Services,5800,externaldrive,📦
Zappa Solar,Use Tax,REF-4676,True,Billy the Mountain requested cash.,Weekly payroll distribution,92522,Tax,431.85,2024-01-02 08:06:00,0.0,,2727.25,431.85,Taxes Payable,2200,chart.bar,🧾
Compost Collective,Sales Tax,REF-2549,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,55294,Expense,0.0,2024-01-02 17:41:00,999.04,,1179.07,999.04,Repairs & Maintenance,5400,person.crop.circle,🛠
Compost Collective,No Tax,REF-3893,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,57503,Sale,729.47,2024-01-02 13:56:00,0.0,,1617.15,729.47,Cost of Goods Sold,5000,tray,💸
Johnny's Seeds,No Tax,REF-4519,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,12265,Expense,1089.32,2024-01-02 12:59:00,0.0,CHK-5250,2505.51,1089.32,Payroll Expenses,5500,doc.plaintext,🧾
Zappa Solar,Use Tax,REF-5719,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,82662,Payment,0.0,2024-01-02 06:40:00,678.76,,1455.34,678.76,Taxes Payable,2200,folder,🥕
Farm Co-op,No Tax,REF-1283,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,97151,Equity Contribution,163.6,2024-01-02 07:16:00,0.0,,3225.1,163.6,Taxes Payable,2200,plusminus,🌱
Johnny's Seeds,Use Tax,REF-4755,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,13240,Payroll,1114.86,2024-01-02 14:32:00,0.0,,3120.79,1114.86,Fuel,5300,bag,🐔
Farm Co-op,No Tax,REF-5566,True,Paid in kale chips and weird looks.,Weekly payroll distribution,24611,Payroll,0.0,2024-01-02 18:53:00,286.16,CHK-3330,2007.92,286.16,Marketing & Promotion,5700,creditcard,🧑‍🌾
Zappa Solar,Use Tax,REF-7271,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,24840,Payment,0.0,2024-01-02 13:06:00,408.14,CHK-4020,2557.99,408.14,Prepaid Expenses,1300,gear,🪣
Tractor Depot,No Tax,REF-2610,True,Mic’d the compost for microbial jazz.,Sale at Saturday farmer's market,67911,Payroll,980.66,2024-01-02 14:50:00,0.0,CHK-6402,1595.55,980.66,Depreciation,6000,creditcard,🏡
Tractor Depot,No Tax,REF-3050,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,98914,Expense,997.01,2024-01-02 06:04:00,0.0,,4028.11,997.01,Depreciation,6000,tray,📊
Muffin Utility Inc.,Sales Tax,REF-5942,False,Paid in kale chips and weird looks.,Payment for organic compost delivery,45214,Payroll,1150.86,2024-01-02 17:09:00,0.0,CHK-2252,4060.92,1150.86,Utilities,5600,tractor,🌽
Tractor Depot,No Tax,REF-5720,True,Billy the Mountain requested cash.,Weekly payroll distribution,61805,Tax,0.0,2024-01-02 17:46:00,179.21,CHK-2238,4178.61,179.21,Sales - Produce,4000,book,📅
Muffin Utility Inc.,No Tax,REF-6047,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,45027,Expense,0.0,2024-01-02 15:03:00,741.18,,2398.27,741.18,Professional Services,5800,doc.plaintext,🐔
Muffin Utility Inc.,No Tax,REF-3523,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,48619,Tax,0.0,2024-01-02 11:44:00,475.92,,4111.72,475.92,Sales - Produce,4000,externaldrive,🔧
Zappa Solar,No Tax,REF-8986,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,77985,Equity Contribution,0.0,2024-01-02 06:05:00,1037.55,CHK-6165,2905.32,1037.55,Marketing & Promotion,5700,calendar,💼
Tractor Depot,No Tax,REF-3409,False,"This ain’t the garden of Eden, man.",Weekly payroll distribution,13897,Tax,112.39,2024-01-02 07:08:00,0.0,CHK-4096,2751.65,112.39,Accounts Receivable,1100,wrench,🪣
Zappa Solar,Sales Tax,REF-5370,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,79746,Tax,0.0,2024-01-02 07:58:00,666.73,CHK-9329,4439.07,666.73,Sales - Produce,4000,book,🐝
Compost Collective,Use Tax,REF-8181,False,Beware of the Central Scrutinizer.,Tractor repair service,27768,Sale,0.0,2024-01-03 12:37:00,616.6,CHK-6509,4617.83,616.6,Prepaid Expenses,1300,chart.bar,🧑‍🌾
Zappa Solar,No Tax,REF-5012,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,41956,Expense,0.0,2024-01-03 08:12:00,700.23,,1173.48,700.23,Utilities,5600,globe,🔧
Farm Co-op,Sales Tax,REF-8825,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,53166,Payroll,319.04,2024-01-03 13:34:00,0.0,CHK-4450,2528.55,319.04,Accounts Receivable,1100,chart.bar,🏡
Zappa Solar,Use Tax,REF-3905,True,Eggplant royalty dispute resolved.,Tractor repair service,80002,Equity Contribution,0.0,2024-01-03 10:35:00,746.63,CHK-3896,2911.04,746.63,Accounts Payable,2000,leaf,💼
Zappa Solar,Use Tax,REF-5074,True,"This ain’t the garden of Eden, man.",Weekly payroll distribution,95264,Equity Contribution,0.0,2024-01-03 09:04:00,237.11,,2136.49,237.11,Seeds & Amendments,5100,leaf,💼
USDA,Use Tax,REF-1581,False,Mic’d the compost for microbial jazz.,Tractor repair service,24752,Payroll,157.2,2024-01-03 15:50:00,0.0,,3889.3,157.2,Sales - Value-Added Goods,4100,leaf,🐔
Zappa Solar,Use Tax,REF-2133,False,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,91286,Payment,216.49,2024-01-03 09:51:00,0.0,,3276.03,216.49,Payroll Expenses,5500,tractor,📦
Tractor Depot,No Tax,REF-5010,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,79816,Tax,601.75,2024-01-03 18:37:00,0.0,CHK-3237,3752.2,601.75,Owner's Equity,3000,bag,📊
Farm Co-op,Sales Tax,REF-8371,False,Paid in kale chips and weird looks.,Weekly payroll distribution,69009,Invoice,156.7,2024-01-03 18:59:00,0.0,CHK-9971,3752.52,156.7,Wages Payable,2100,briefcase,📊
Farm Co-op,Sales Tax,REF-1211,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,91170,Invoice,0.0,2024-01-03 13:04:00,947.3,CHK-1269,3041.22,947.3,Utilities,5600,folder,🪣
